"class","family","genus","species","valid_genus","valid_species","bodySize","ref_bodysize"
"Actinopterygii","Pomacentridae","Chromis","fumea","Chromis","fumea",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","hypsilepis","Chromis","hypsilepis",16,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","iomelas","Pycnochromis","iomelas",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","kennensis","Chromis","kennensis",35.1,"Imputed"
"Actinopterygii","Pomacentridae","Chromis","klunzingeri","Chromis","klunzingeri",6.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","lepidolepis","Chromis","lepidolepis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","lineata","Chromis","lineata",7,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","margaritifer","Chromis","margaritifer",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","nitida","Chromis","nitida",7,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","retrofasciata","Chromis","retrofasciata",6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Pomacentridae","Chromis","ternatensis","Chromis","ternatensis",10.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","vanderbilti","Chromis","vanderbilti",6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","viridis","Chromis","viridis",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","weberi","Chromis","weberi",13.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","westaustralis","Chromis","westaustralis",8.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","xanthochira","Chromis","xanthochira",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","xanthura","Chromis","xanthura",17,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","biocellata","Chrysiptera","biocellata",12.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","brownriggii","Chrysiptera","brownriggii",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","caesifrons","Chrysiptera","caesifrons",4.8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","cyanea","Chrysiptera","cyanea",8.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","flavipinnis","Chrysiptera","flavipinnis",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","hemicyanea","Chrysiptera","hemicyanea",7,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","notialis","Chrysiptera","notialis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","rex","Chrysiptera","rex",7,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","rollandi","Chrysiptera","rollandi",7.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","talboti","Chrysiptera","talboti",6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chrysiptera","taupou","Chrysiptera","taupou",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dascyllus","aruanus","Dascyllus","aruanus",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dascyllus","reticulatus","Dascyllus","reticulatus",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dascyllus","trimaculatus","Dascyllus","trimaculatus",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dischistodus","melanotus","Dischistodus","melanotus",16,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dischistodus","perspicillatus","Dischistodus","perspicillatus",18,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dischistodus","prosopotaenia","Dischistodus","prosopotaenia",18.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Dischistodus","pseudochrysopoecilus","Dischistodus","pseudochrysopoecilus",18,"Fishbase2022"
"Actinopterygii","Pomacentridae","Hemiglyphidodon","plagiometopon","Hemiglyphidodon","plagiometopon",18,"Fishbase2022"
"Actinopterygii","Pomacentridae","Lepidozygus","tapeinosoma","Lepidozygus","tapeinosoma",10.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Mecaenichthys","immaculatus","Mecaenichthys","immaculatus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neoglyphidodon","melas","Neoglyphidodon","melas",18,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neoglyphidodon","nigroris","Neoglyphidodon","nigroris",13,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neoglyphidodon","oxyodon","Neoglyphidodon","oxyodon",15,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neoglyphidodon","polyacanthus","Neoglyphidodon","polyacanthus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",7.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neopomacentrus","bankieri","Neopomacentrus","bankieri",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neopomacentrus","cyanomos","Neopomacentrus","cyanomos",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Neopomacentrus","filamentosus","Neopomacentrus","filamentosus",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","alboscapularis","Parma","alboscapularis",22,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","mccullochi","Parma","mccullochi",20,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","microlepis","Parma","microlepis",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","occidentalis","Parma","occidentalis",13,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","oligolepis","Parma","oligolepis",16.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","polylepis","Parma","polylepis",21,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","unifasciata","Parma","unifasciata",18,"Fishbase2022"
"Actinopterygii","Pomacentridae","Parma","victoriae","Parma","victoriae",20,"Fishbase2022"
"Actinopterygii","Pomacentridae","Plectroglyphidodon","dickii","Plectroglyphidodon","dickii",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Plectroglyphidodon","johnstonianus","Plectroglyphidodon","johnstonianus",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Plectroglyphidodon","lacrymatus","Stegastes","lacrymatus",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Plectroglyphidodon","leucozonus","Plectroglyphidodon","leucozonus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","adelus","Pomacentrus","adelus",8.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","alexanderae","Pomacentrus","alexanderae",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","australis","Pomacentrus","australis",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","brachialis","Pomacentrus","brachialis",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","chrysurus","Pomacentrus","chrysurus",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","coelestis","Pomacentrus","coelestis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","grammorhynchus","Pomacentrus","grammorhynchus",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","imitator","Pomacentrus","imitator",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","lepidogenys","Pomacentrus","lepidogenys",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","limosus","Pomacentrus","limosus",4.6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","magniseptus","Pomacentrus","magniseptus",7.6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","milleri","Pomacentrus","milleri",7.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","nagasakiensis","Pomacentrus","nagasakiensis",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","nigromanus","Pomacentrus","nigromanus",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","nigromarginatus","Pomacentrus","nigromarginatus",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","pavo","Pomacentrus","pavo",8.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","philippinus","Pomacentrus","philippinus",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","reidi","Pomacentrus","reidi",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","rhodonotus","Pomacentrus","chrysurus",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Pomacentrus","vaiuli",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",8,"Fishbase2022"
"Actinopterygii","Pomacentridae","Pomachromis","richardsoni","Pomachromis","richardsoni",6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Premnas","biaculeatus","Premnas","biaculeatus",17,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","albifasciatus","Stegastes","albifasciatus",13,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","apicalis","Stegastes","apicalis",15,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","fasciolatus","Plectroglyphidodon","fasciolatus",16.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","gascoynei","Stegastes","gascoynei",15,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","nigricans","Stegastes","nigricans",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","obreptus","Stegastes","obreptus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Stegastes","punctatus","Stegastes","punctatus",13,"Fishbase2022"
"Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Heteropriacanthus","cruentatus",50.7,"Fishbase2022"
"Actinopterygii","Priacanthidae","Priacanthus","hamrur","Priacanthus","hamrur",45,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Congrogadus","subducens","Congrogadus","subducens",45,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Cypho","purpurascens","Cypho","purpurascens",7.5,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Labracinus","cyclophthalmus","Labracinus","cyclophthalmus",23.5,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Labracinus","lineatus","Labracinus","lineatus",25,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Ogilbyina","queenslandiae","Ogilbyina","queenslandiae",15,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Pictichromis","coralensis","Pictichromis","coralensis",5.2,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Pseudochromis","fuscus","Pseudochromis","fuscus",10,"Fishbase2022"
"Actinopterygii","Pseudochromidae","Pseudochromis","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Pseudochromidae","Pseudochromis","wilsoni","Pseudochromis","wilsoni",8,"Fishbase2022"
"Actinopterygii","Ptereleotridae","Aioliops","novaeguineae","Aioliops","novaeguineae",2.3,"Fishbase2022"
"Actinopterygii","Scaridae","Bolbometopon","muricatum","Bolbometopon","muricatum",130,"Fishbase2022"
"Actinopterygii","Scaridae","Cetoscarus","ocellatus","Cetoscarus","ocellatus",80,"Fishbase2022"
"Actinopterygii","Scaridae","Chlorurus","bleekeri","Chlorurus","bleekeri",49,"Fishbase2022"
"Actinopterygii","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",70,"Fishbase2022"
"Actinopterygii","Scaridae","Chlorurus","rhakoura","Chlorurus","rhakoura",44.2,"Fishbase2022"
"Actinopterygii","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",40,"Fishbase2022"
"Actinopterygii","Scaridae","Hipposcarus","longiceps","Hipposcarus","longiceps",60,"Fishbase2022"
"Actinopterygii","Scaridae","Leptoscarus","vaigiensis","Leptoscarus","vaigiensis",35,"Fishbase2022"
"Actinopterygii","Scaridae","Scaridae","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Scaridae","Scarus","altipinnis","Scarus","altipinnis",60,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","chameleon","Scarus","chameleon",31,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","dimidiatus","Scarus","dimidiatus",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","forsteni","Scarus","forsteni",55,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","frenatus","Scarus","frenatus",47,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","ghobban","Scarus","ghobban",75,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","globiceps","Scarus","globiceps",45,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","longipinnis","Scarus","longipinnis",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","niger","Scarus","niger",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","oviceps","Scarus","oviceps",35,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","prasiognathos","Scarus","prasiognathos",70,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","psittacus","Scarus","psittacus",34,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","rivulatus","Scarus","rivulatus",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","rubroviolaceus","Scarus","rubroviolaceus",70,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","schlegeli","Scarus","schlegeli",40,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","spinus","Scarus","spinus",30,"Fishbase2022"
"Actinopterygii","Scaridae","Scarus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Scatophagidae","Selenotoca","multifasciata","Selenotoca","multifasciata",40,"Fishbase2022"
"Actinopterygii","Sciaenidae","Argyrosomus","japonicus","Argyrosomus","japonicus",181,"Fishbase2022"
"Actinopterygii","Scombridae","Euthynnus","affinis","Euthynnus","affinis",100,"Fishbase2022"
"Actinopterygii","Scombridae","Scomberomorus","commerson","Scomberomorus","commerson",240,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Centropogon","australis","Centropogon","australis",15,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Dendrochirus","brachypterus","Dendrochirus","brachypterus",17,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Dendrochirus","zebra","Dendrochirus","zebra",25,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Neosebastes","scorpaenoides","Neosebastes","scorpaenoides",40,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Parascorpaena","aurita","Parascorpaena","aurita",15,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Parascorpaena","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Scorpaenidae","Pterois","antennata","Pterois","antennata",20,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Pterois","volitans","Pterois","volitans",45.7,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaena","cardinalis","Scorpaena","cardinalis",18,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaena","cookii","Scorpaena","cardinalis",18,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaena","jacksoniensis","Scorpaena","jacksoniensis",33.7,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaena","papillosa","Scorpaena","papillosa",30,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaena","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Scorpaenidae","Scorpaena","sumptuosa","Scorpaena","sumptuosa",40,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Scorpaenidae","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Scorpaenidae","Scorpaenodes","evides","Scorpaenodes","evides",10.5,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Sebastapistes","cyanostigma","Sebastapistes","cyanostigma",10,"Fishbase2022"
"Actinopterygii","Scorpaenidae","Sebastapistes","strongia","Sebastapistes","strongia",9.5,"Fishbase2022"
"Actinopterygii","Serranidae","Acanthistius","cinctus","Acanthistius","cinctus",50,"Fishbase2022"
"Actinopterygii","Serranidae","Acanthistius","ocellatus","Acanthistius","ocellatus",45,"Fishbase2022"
"Actinopterygii","Serranidae","Aethaloperca","rogaa","Aethaloperca","rogaa",60,"Fishbase2022"
"Actinopterygii","Serranidae","Anyperodon","leucogrammicus","Anyperodon","leucogrammicus",65,"Fishbase2022"
"Actinopterygii","Serranidae","Aulacocephalus","temminckii","Aulacocephalus","temminckii",40,"Fishbase2022"
"Actinopterygii","Serranidae","Belonoperca","chabanaudi","Belonoperca","chabanaudi",15,"Fishbase2022"
"Actinopterygii","Serranidae","Caesioperca","lepidoptera","Caesioperca","lepidoptera",30,"Fishbase2022"
"Actinopterygii","Serranidae","Caesioperca","rasor","Caesioperca","rasor",25,"Fishbase2022"
"Actinopterygii","Serranidae","Caesioscorpis","theagenes","Caesioscorpis","theagenes",35.1,"Imputed"
"Actinopterygii","Serranidae","Centrogenys","vaigiensis","Centrogenys","vaigiensis",25,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","argus","Cephalopholis","argus",60,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","boenak","Cephalopholis","boenak",30,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","cyanostigma","Cephalopholis","cyanostigma",40,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","leopardus","Cephalopholis","leopardus",24,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","microprion","Cephalopholis","microprion",25,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","miniata","Cephalopholis","miniata",50,"Fishbase2022"
"Actinopterygii","Serranidae","Cephalopholis","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Serranidae","Cephalopholis","urodeta","Cephalopholis","urodeta",28,"Fishbase2022"
"Actinopterygii","Serranidae","Chromileptes","altivelis","Cromileptes","altivelis",70,"Fishbase2022"
"Actinopterygii","Serranidae","Diploprion","bifasciatum","Diploprion","bifasciatum",25,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelides","armatus","Epinephelides","armatus",56,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","bilobatus","Epinephelus","bilobatus",33,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","coioides","Epinephelus","coioides",120,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","corallicola","Epinephelus","corallicola",49,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","cyanopodus","Epinephelus","cyanopodus",122,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","daemelii","Epinephelus","daemelii",200,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","fasciatus","Epinephelus","fasciatus",40,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","fuscoguttatus","Epinephelus","fuscoguttatus",120,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","lanceolatus","Epinephelus","lanceolatus",270,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","malabaricus","Epinephelus","malabaricus",234,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","melanostigma","Epinephelus","melanostigma",35,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","merra","Epinephelus","merra",32,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","multinotatus","Epinephelus","multinotatus",100,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","ongus","Epinephelus","ongus",40,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","polyphekadion","Epinephelus","polyphekadion",90,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","quoyanus","Epinephelus","quoyanus",40,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","rivulatus","Epinephelus","rivulatus",45,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","spilotoceps","Epinephelus","spilotoceps",35,"Fishbase2022"
"Actinopterygii","Serranidae","Epinephelus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Serranidae","Epinephelus","undulatostriatus","Epinephelus","undulatostriatus",61,"Fishbase2022"
"Actinopterygii","Serranidae","Gracila","albomarginata","Gracila","albomarginata",40,"Fishbase2022"
"Actinopterygii","Serranidae","Grammistes","sexlineatus","Grammistes","sexlineatus",30,"Fishbase2022"
"Actinopterygii","Serranidae","Hypoplectrodes","annulatus","Hypoplectrodes","annulatus",30,"Fishbase2022"
"Actinopterygii","Serranidae","Hypoplectrodes","Lord Howe",NA,NA,35.1,"Imputed"
"Actinopterygii","Serranidae","Hypoplectrodes","maccullochi","Hypoplectrodes","maccullochi",45,"Fishbase2022"
"Actinopterygii","Serranidae","Hypoplectrodes","nigroruber","Hypoplectrodes","nigroruber",30,"Fishbase2022"
"Actinopterygii","Serranidae","Hypoplectrodes","wilsoni","Hypoplectrodes","wilsoni",20,"Fishbase2022"
"Actinopterygii","Serranidae","Othos","dentex","Othos","dentex",75,"Fishbase2022"
"Actinopterygii","Serranidae","Plectropomus","laevis","Plectropomus","laevis",125,"Fishbase2022"
"Actinopterygii","Serranidae","Plectropomus","leopardus","Plectropomus","leopardus",120,"Fishbase2022"
"Actinopterygii","Serranidae","Plectropomus","maculatus","Plectropomus","maculatus",125,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","huchtii","Pseudanthias","huchtii",12,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","hypselosoma","Pseudanthias","hypselosoma",19,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","pictilis","Pseudanthias","pictilis",13.5,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","rubrizonatus","Pseudanthias","rubrizonatus",12,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","squamipinnis","Pseudanthias","squamipinnis",15,"Fishbase2022"
"Actinopterygii","Serranidae","Pseudanthias","tuka","Pseudanthias","tuka",12,"Fishbase2022"
"Actinopterygii","Serranidae","Serranocirrhitus","latus","Serranocirrhitus","latus",13,"Fishbase2022"
"Actinopterygii","Serranidae","Trachypoma","macracanthus","Trachypoma","macracanthus",22,"Fishbase2022"
"Actinopterygii","Serranidae","Variola","albimarginata","Variola","albimarginata",65,"Fishbase2022"
"Actinopterygii","Serranidae","Variola","louti","Variola","louti",83,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","argenteus","Siganus","argenteus",40,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","canaliculatus","Siganus","canaliculatus",40,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","corallinus","Siganus","corallinus",35,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","doliatus","Siganus","doliatus",25,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","fuscescens","Siganus","fuscescens",40,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","lineatus","Siganus","lineatus",43,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","puellus","Siganus","puellus",38,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","punctatissimus","Siganus","punctatissimus",35,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","punctatus","Siganus","punctatus",40,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Siganidae","Siganus","trispilos","Siganus","trispilos",25,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","virgatus","Siganus","virgatus",30,"Fishbase2022"
"Actinopterygii","Siganidae","Siganus","vulpinus","Siganus","vulpinus",25,"Fishbase2022"
"Actinopterygii","Sillaginidae","Sillaginodes","punctatus","Sillaginodes","punctatus",72,"Fishbase2022"
"Actinopterygii","Sillaginidae","Sillago","ciliata","Sillago","ciliata",51,"Fishbase2022"
"Actinopterygii","Sillaginidae","Sillago","robusta","Sillago","robusta",30,"Fishbase2022"
"Actinopterygii","Sparidae","Acanthopagrus","australis","Acanthopagrus","australis",66,"Fishbase2022"
"Actinopterygii","Sparidae","Acanthopagrus","latus","Acanthopagrus","latus",40,"Fishbase2022"
"Actinopterygii","Sparidae","Chrysophrys","auratus","Pagrus","auratus",130,"Fishbase2022"
"Actinopterygii","Sparidae","Rhabdosargus","sarba","Rhabdosargus","sarba",80,"Fishbase2022"
"Actinopterygii","Sphyraenidae","Sphyraena","jello","Sphyraena","jello",150,"Fishbase2022"
"Actinopterygii","Sphyraenidae","Sphyraena","novaehollandiae","Sphyraena","novaehollandiae",100,"Fishbase2022"
"Actinopterygii","Sphyraenidae","Sphyraena","obtusata","Sphyraena","obtusata",55,"Fishbase2022"
"Actinopterygii","Sphyraenidae","Sphyraena","qenie","Sphyraena","qenie",170,"Fishbase2022"
"Actinopterygii","Sphyraenidae","Sphyraena","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Sphyraenidae","Sphyraenidae","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Syngnathidae","Festucalex","cinctus","Festucalex","cinctus",13,"Fishbase2022"
"Actinopterygii","Syngnathidae","Filicampus","tigris","Filicampus","tigris",29.6,"Fishbase2022"
"Actinopterygii","Syngnathidae","Hippocampus","abdominalis","Hippocampus","abdominalis",35,"Fishbase2022"
"Actinopterygii","Syngnathidae","Hippocampus","whitei","Hippocampus","whitei",13,"Fishbase2022"
"Actinopterygii","Syngnathidae","Phycodurus","eques","Phycodurus","eques",35,"Fishbase2022"
"Actinopterygii","Synodontidae","Saurida","gracilis","Saurida","gracilis",32,"Fishbase2022"
"Actinopterygii","Synodontidae","Saurida","nebulosa","Saurida","nebulosa",16.5,"Fishbase2022"
"Actinopterygii","Synodontidae","Synodus","binotatus","Synodus","binotatus",18,"Fishbase2022"
"Actinopterygii","Synodontidae","Synodus","dermatogenys","Synodus","dermatogenys",24,"Fishbase2022"
"Actinopterygii","Synodontidae","Synodus","jaculum","Synodus","jaculum",20,"Fishbase2022"
"Actinopterygii","Synodontidae","Synodus","rubromarmoratus","Synodus","rubromarmoratus",20,"Fishbase2022"
"Actinopterygii","Synodontidae","Synodus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Synodontidae","Synodus","variegatus","Synodus","variegatus",40,"Fishbase2022"
"Actinopterygii","Terapontidae","Pelates","quadrilineatus","Pelates","quadrilineatus",30,"Fishbase2022"
"Actinopterygii","Terapontidae","Pelates","sexlineatus","Helotes","sexlineatus",15,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Arothron","hispidus","Arothron","hispidus",50,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Arothron","manilensis","Arothron","manilensis",31,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Arothron","meleagris","Arothron","meleagris",50,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Arothron","nigropunctatus","Arothron","nigropunctatus",33,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Arothron","stellatus","Arothron","stellatus",120,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Canthigaster","axiologus","Canthigaster","axiologus",10.1,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Canthigaster","bennetti","Canthigaster","bennetti",10,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Canthigaster","callisterna","Canthigaster","callisterna",23,"Fishbase2022"
