"latitude","longitude","survey_date","class","order","family","genus","species","valid_genus","valid_species","biomass_mean","size_class_mean","total_mean","bodySize","ref_bodysize"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",19.9,10,1,24,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",2698.9,35,3,80,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","galii","Meuschenia","galii",65,11.2,1,34,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",99.3,11.9,1.2,51,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",54.7,12.8,1.4,NA,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",61.2,12.5,1.6,50,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",531.7,40,1,35,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",105.9,12.5,1,20,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",70.5,12.1,1.7,23,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",222.3,18.1,1.4,41,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",174.2,17.9,1.8,40,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",8.8,5.6,2.2,12,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",60.4,12.2,1.1,40,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",2.5,2.5,10,15,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",19.6,5,10,15,"Fishbase2022"
-35.5,138.2,2021-01-09,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",43.1,11.1,1.6,35,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",77.3,12.5,1,35,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",29.1,11.2,1,12.6,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",809.3,34.6,1.2,120,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",30.4,11.4,1,11.1,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",77.4,15,1,50,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Kyphosidae","Girella","zebra","Girella","zebra",848.6,21.2,3.5,34,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",1528.6,40,1.3,80,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",94.4,12.5,1,30,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",253.4,13.2,2.2,51,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",85.5,16.4,1.2,NA,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",207.9,20.1,1.7,50,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",234.5,30,0.8,35,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",109.6,20,1,33,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",336.3,20,1,20,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",133,17.5,1.3,23,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",295.5,22.5,1.1,41,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Tetraodontiformes","Monacanthidae","Scobinichthys","granulatus","Scobinichthys","granulatus",144.7,14.2,1,30,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",353.6,19.8,2.6,40,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Apogonidae","Siphamia","cephalotes","Siphamia","cephalotes",2.9,2.5,7,5,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",14.2,8.8,1,12,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",110.4,14.7,1.1,40,"Fishbase2022"
-35.5,138.2,2021-03-10,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",102.9,17.2,1.1,35,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",29.1,11.2,1,12.6,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",599.6,35,1,120,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",33.1,11.2,1,11.1,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",116.2,15,1.5,50,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",65.5,15,1,24,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",644.9,30,1,80,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",452.4,25,1,51,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",20.3,10,1.5,NA,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",162.8,16,2.4,50,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",499.4,30.7,1.3,35,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",284.3,15.6,1.2,20,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",64.6,14.2,1,23,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",274.6,20.7,1.4,41,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",87.6,15,1.3,40,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",38.3,12.5,1,12,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","caninis","Siphonognathus","caninis",222.1,7.5,26,10,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",98.4,12.5,1.5,40,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",98.2,5,50,15,"Fishbase2022"
-35.5,138.2,2022-01-30,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",204.5,16.7,2.7,35,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",151.2,15,2.8,12.6,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","curiosus","Chelmonops","curiosus",85.4,11.7,1,26,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",2819.2,55,1,120,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",78.6,13.2,1.7,11.1,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",154.9,15,2,50,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Kyphosidae","Girella","zebra","Girella","zebra",437.2,30,1,34,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",65.5,15,1,24,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",85.2,12.5,1,30,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","galii","Meuschenia","galii",196.8,16.7,1,34,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",422.4,17.5,1.8,51,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",102.7,17.5,1,14,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",109.7,16.2,1.5,NA,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",189.7,18.3,1.9,50,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",200.9,24.3,1,35,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",241,30,1,33,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",170.4,15.4,1,20,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",162.7,15.4,2.1,23,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",331.2,23.3,1.3,41,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",213,19.3,1.5,40,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Apogonidae","Siphamia","cephalotes","Siphamia","cephalotes",68.6,3.3,35.3,5,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",11.3,6.9,1.5,12,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",220.8,18.1,1.5,40,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",98.1,6.2,32.5,15,"Fishbase2022"
-35.5,138.2,2022-02-12,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",126.6,17,1.4,35,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","brownii","Acanthaluteres","brownii",244.1,18.8,1,55,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","curiosus","Chelmonops","curiosus",97.4,12.5,1,26,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",679.9,37.5,1,120,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",28.4,10.6,1.2,11.1,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",344.7,20,2.1,50,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Tetraodontiformes","Monacanthidae","Eubalichthys","mosaicus","Eubalichthys","mosaicus",109.5,15,1,60,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",72.1,13.3,1.3,24,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",944.8,31.7,1.3,80,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",210.5,14,1.6,30,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","galii","Meuschenia","galii",114.6,13.8,1,34,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",227.5,14.2,1.7,51,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",55.9,13.8,1.2,NA,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",154.9,17.4,2.1,50,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",467.2,30,1.4,35,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",51,15,1,33,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",231.4,16.8,1,20,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Pempheridae","Pempheris","klunzingeri","Pempheris","klunzingeri",43.9,10,2,18,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",88.3,15,1.3,23,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",244.5,20.2,1.3,41,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",72.1,13.3,1.6,40,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",42.7,7.5,5,12,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","novaehollandiae","Sphyraena","novaehollandiae",575.3,62.5,1,100,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",75.1,13.5,1.1,40,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",232.1,6,67,15,"Fishbase2022"
-35.5,138.2,2021-03-23,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",79.4,15,1.2,35,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",93.7,15.6,1.2,12.6,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",1010.9,41.2,1,120,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",38.3,12.5,1,11.1,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",44.9,12.5,1,50,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Kyphosidae","Girella","zebra","Girella","zebra",89.7,15,1,34,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",151.8,12.9,1.7,51,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",91.5,15,1.4,NA,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",311.1,17.6,4,50,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",480.7,20,1.4,20,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",175.5,18.1,1.8,23,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",290.9,20.2,1.7,41,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",266.3,16.7,2.8,40,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",154.9,16.7,1.3,40,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",107.3,8,13.8,15,"Fishbase2022"
-35.5,138.2,2021-12-12,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",77.1,13.8,1.5,35,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","brownii","Acanthaluteres","brownii",2960.7,18.6,13.1,55,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",44.5,7.5,2.5,35,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",72.8,14,1.3,12.6,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","curiosus","Chelmonops","curiosus",224.9,15,1.5,26,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",760.2,40,1,120,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",38.2,12.1,1,11.1,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",335.3,20,2,50,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Kyphosidae","Girella","zebra","Girella","zebra",2355.5,23.3,8,34,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",139.9,20,1,24,"Fishbase2022"
-35.5,138.2,2022-02-14,"Elasmobranchii","Torpediniformes","Hypnidae","Hypnos","monopterygius","Hypnos","monopterygius",1916,62.5,1,70,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",1516.6,22.5,4.5,80,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",455.6,16,3,51,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",188.1,18,2,NA,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",213.1,17.2,2.4,50,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",131,15,2,35,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Pomacentridae","Parma","victoriae","Parma","victoriae",515.2,19.7,1.6,20,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",43.1,12.5,1,28,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",183.6,16.6,1.8,23,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",237.5,18.9,1.3,41,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Tetraodontiformes","Monacanthidae","Scobinichthys","granulatus","Scobinichthys","granulatus",60.9,10,1,30,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",307.9,15.8,3.2,40,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",5.5,6,1.2,12,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",167.6,14.8,1.5,40,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",175,7.5,24.2,15,"Fishbase2022"
-35.5,138.2,2022-02-14,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",99.2,15.4,1.5,35,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",38.3,12.5,1,12.6,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","curiosus","Chelmonops","curiosus",50.4,10,1,26,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",897.5,40,1,120,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",95.3,20,1,84,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",22.3,10,1,11.1,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",1205,21.7,6.7,50,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",139.9,20,1,24,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",644.9,30,1,80,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",114.6,13.8,1,30,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","galii","Meuschenia","galii",719.7,15,5,34,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",306.2,13.8,3.2,51,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",38.3,12.5,1,14,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Labridae","Notolabrus","parilus","Notolabrus","parilus",54.8,13.3,1.3,NA,"Fishbase2022"
-35.5,138.2,2021-03-20,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",55.6,11.2,1.5,50,"Fishbase2022"
