"latitude","longitude","survey_date","class","order","family","genus","species","valid_genus","valid_species","biomass_mean","size_class_mean","total_mean","bodySize","ref_bodysize"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Blenniidae","Meiacanthus","lineatus","Meiacanthus","lineatus",0.3,2.5,1,9.5,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",30.1,3.8,20,7.5,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Neopomacentrus","bankieri","Neopomacentrus","bankieri",95.8,4.2,41.1,8,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pinguipedidae","Parapercis","lineopunctata","Parapercis","lineopunctata",23.3,7.5,3.3,7.4,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Ephippidae","Platax","teira","Platax","teira",1919.9,40,1,70,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Serranidae","Plectropomus","leopardus","Plectropomus","leopardus",119.3,17.5,1,120,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",807.1,40,1,46,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",91.5,5.6,8.2,9,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","australis","Pomacentrus","australis",27.5,5,6.7,8,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","coelestis","Pomacentrus","coelestis",9.4,3.5,4.8,9,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","rhodonotus","Pomacentrus","chrysurus",NA,4.2,2.3,9,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",46,5,12.2,8,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pseudochromidae","Pseudochromis","wilsoni","Pseudochromis","wilsoni",8.5,5,3,8,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",20.5,10,1,14,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Microdesmidae","Ptereleotris","microlepis","Ptereleotris","microlepis",103.6,7.5,11.5,13,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Microdesmidae","Ptereleotris","monoptera","Ptereleotris","monoptera",18,7.5,2,12,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",250.6,15,2.3,40,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Scaridae","Scarus","niger","Scarus","niger",174.3,20,1,40,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Scaridae","Scarus","rivulatus","Scarus","rivulatus",78.8,7.5,5.2,40,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",310.1,21.2,1.2,25,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",26.1,6.7,1.7,28,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Siganidae","Siganus","doliatus","Siganus","doliatus",730.3,20.6,2.5,25,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Pomacentridae","Stegastes","apicalis","Stegastes","apicalis",5.7,5,1,15,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Labridae","Stethojulis","strigiventer","Stethojulis","strigiventer",10.6,7.5,1,15,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Aulopiformes","Synodontidae","Synodus","variegatus","Synodus","variegatus",1.2,5,1,40,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Labridae","Thalassoma","lunare","Thalassoma","lunare",206.9,8.8,10.3,45,"Fishbase2022"
-20,148.9,2021-01-04,"Actinopterygii","Perciformes","Gobiidae","Valenciennea","muralis","Valenciennea","muralis",10.6,7.5,2,16,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","bengalensis","Abudefduf","bengalensis",180.2,8.8,5,17,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","sexfasciatus","Abudefduf","sexfasciatus",124.5,8.8,3.8,19,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","vaigiensis","Abudefduf","vaigiensis",115.4,10.4,1.7,20,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","whitleyi","Abudefduf","whitleyi",106.8,7.9,5.7,14,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Acanthochromis","polyacanthus","Acanthochromis","polyacanthus",91,6.8,6.1,14,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","grammoptilus","Acanthurus","grammoptilus",272.2,20,1,35,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",84.8,7.5,4,11,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","leucogaster","Amblyglyphidodon","leucogaster",142.4,11.7,3,13,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Gobiidae","Amblygobius","decussatus","Amblygobius","decussatus",18.6,7.5,2,9.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Bodianus","axillaris","Bodianus","axillaris",78.6,12.5,1,20,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Caesionidae","Caesio","caerulaurea","Caesio","caerulaurea",3353.7,15.6,31.2,35,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Caesionidae","Caesio","cuning","Caesio","cuning",4378.7,17.8,35,60,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacanthidae","Centropyge","vrolikii","Centropyge","vrolikii",NA,10,2,12,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","aureofasciatus","Chaetodon","aureofasciatus",105.6,10,2,12.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","lunulatus","Chaetodon","lunulatus",129.2,11.2,1.5,14,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","melannotus","Chaetodon","melannotus",171.9,11.7,2,18,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","rainfordi","Chaetodon","rainfordi",87.9,8.3,2,15,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Cheilinus","fasciatus","Cheilinus","fasciatus",289.2,17.5,1.5,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Chelmon","rostratus","Chelmon","rostratus",74.9,10,3,20,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",730.5,32.5,1,70,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",38.9,10,1,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Choerodon","fasciatus","Choerodon","fasciatus",59.5,11.2,1,30,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Chromis","margaritifer","Chromis","margaritifer",7.3,3.8,5,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","rollandi","Chrysiptera","rollandi",6.8,3.8,2.5,7.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Cirrhilabrus","punctatus","Cirrhilabrus","punctatus",23.3,5,5.4,13,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Chaetodontidae","Coradion","altivelis","Coradion","altivelis",87.2,12.5,1,18,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Coris","batuensis","Coris","batuensis",2.8,4.2,4,17,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Acanthuridae","Ctenochaetus","striatus","Ctenochaetus","striatus",93.4,11.2,2,26,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Serranidae","Epinephelus","fasciatus","Epinephelus","fasciatus",198.6,20,1,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Serranidae","Epinephelus","merra","Epinephelus","merra",83.5,15,1,32,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Halichoeres","melanurus","Halichoeres","melanurus",31.5,6.1,6.3,12,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Halichoeres","prosopeion","Halichoeres","prosopeion",10.9,7.5,1,13,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Tripterygiidae","Helcogramma","chica","Helcogramma","chica",1.9,2.5,10,3.1,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Hemigymnus","melapterus","Hemigymnus","melapterus",164.9,16.9,1,37,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Hipposcarus","longiceps","Hipposcarus","longiceps",196.1,11.5,4.2,60,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Kyphosidae","Kyphosus","vaigiensis","Kyphosus","vaigiensis",706,25,2,70,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Labrichthys","unilineatus","Labrichthys","unilineatus",19.9,10,1,17.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Labroides","dimidiatus","Labroides","dimidiatus",11.4,7,2.6,14,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",96.8,5,28.8,7.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Mullidae","Parupeneus","ciliatus","Parupeneus","ciliatus",223.6,20,1,38,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","chaetodonoides","Plectorhinchus","chaetodonoides",717.7,35,1,72,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","spp.",NA,NA,392,30,1,NA,NA
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Serranidae","Plectropomus","laevis","Plectropomus","laevis",222.7,25,1,125,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",468.2,20,2,46,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","adelus","Pomacentrus","adelus",16.9,6.7,2.3,8.5,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",12.3,5.8,1.3,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",5.3,4.2,2.3,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","brachialis","Pomacentrus","brachialis",85.7,7.5,4.5,8,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","chrysurus","Pomacentrus","chrysurus",16.9,5,3,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","coelestis","Pomacentrus","coelestis",18.5,5,4.5,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","lepidogenys","Pomacentrus","lepidogenys",31.4,3.9,8.7,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",58.5,4.2,8.9,9,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","vaiuli","Pomacentrus","vaiuli",11.5,5.8,2,10,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",14.9,6.5,2.8,8,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",182.9,15,1,25,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","altipinnis","Scarus","altipinnis",727.3,35,1,60,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","chameleon","Scarus","chameleon",123.7,15,1,31,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","ghobban","Scarus","ghobban",277.3,25,1,75,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","niger","Scarus","niger",652.8,27.5,1.5,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","rivulatus","Scarus","rivulatus",402.3,22.5,1.3,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Scaridae","Scarus","schlegeli","Scarus","schlegeli",761.4,35,1,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",172.3,12.2,2.8,25,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",248.9,20,1.5,28,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Siganidae","Siganus","doliatus","Siganus","doliatus",278.6,18.3,2,25,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Stethojulis","bandanensis","Stethojulis","bandanensis",8.8,7.5,1,15,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Aulopiformes","Synodontidae","Synodus","variegatus","Synodus","variegatus",52.7,15,1,40,"Fishbase2022"
-20,148.9,2021-08-05,"Actinopterygii","Perciformes","Labridae","Thalassoma","lunare","Thalassoma","lunare",91.9,9.2,3.7,45,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","whitleyi","Abudefduf","whitleyi",522.7,11.2,14.5,14,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Acanthochromis","polyacanthus","Acanthochromis","polyacanthus",254.7,7.9,11.3,14,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","nigricauda","Acanthurus","nigricauda",441.5,30,1,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Ptereleotridae","Aioliops","novaeguineae","Aioliops","novaeguineae",19.4,2.5,50,2.3,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",425.8,7.5,23.7,11,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Gobiidae","Amblygobius","phalaena","Amblygobius","phalaena",3,5,1,15,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Plesiopidae","Assessor","macneilli","Assessor","macneilli",2.3,3.3,6.7,6,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Bodianus","axillaris","Bodianus","axillaris",42.4,10,1,20,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Caesionidae","Caesio","cuning","Caesio","cuning",11395.7,15,165,60,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Tetraodontiformes","Tetraodontidae","Canthigaster","valentini","Canthigaster","valentini",15.4,6.2,1,11,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacanthidae","Centropyge","vrolikii","Centropyge","vrolikii",NA,7.5,1,12,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Serranidae","Cephalopholis","cyanostigma","Cephalopholis","cyanostigma",138.7,16.2,1,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Serranidae","Cephalopholis","microprion","Cephalopholis","microprion",57.3,12.5,1,25,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","aureofasciatus","Chaetodon","aureofasciatus",82.1,7.5,3.7,12.5,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","rainfordi","Chaetodon","rainfordi",69.8,8.3,2.7,15,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Cheilinus","fasciatus","Cheilinus","fasciatus",306.7,18.1,1.5,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Cheilinus","oxycephalus","Cheilinus","oxycephalus",14.1,7.5,1,17,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Cheilinus","trilobatus","Cheilinus","trilobatus",112,15,1,45,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Chaetodontidae","Chelmon","rostratus","Chelmon","rostratus",59.2,10,1.5,20,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Chlorurus","bleekeri","Chlorurus","bleekeri",614.1,30,1,49,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",8503.8,62.5,2,70,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",592.2,17.5,5.2,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Choerodon","anchorago","Choerodon","anchorago",271.9,20,1,50,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Serranidae","Chromileptes","altivelis","Cromileptes","altivelis",1151.9,41.7,1.3,70,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","brownriggii","Chrysiptera","brownriggii",6.3,5,1.5,8,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","rollandi","Chrysiptera","rollandi",11.4,2.5,21.8,7.5,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Cirrhilabrus","punctatus","Cirrhilabrus","punctatus",16.8,4.6,7,13,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Blenniidae","Cirripectes","spp.",NA,NA,3.8,5,1,NA,NA
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Acanthuridae","Ctenochaetus","striatus","Ctenochaetus","striatus",124.2,12.5,1.5,26,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Serranidae","Diploprion","bifasciatum","Diploprion","bifasciatum",47.8,7.5,4,25,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Dischistodus","melanotus","Dischistodus","melanotus",154,8.3,7.3,16,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Epibulus","insidiator","Epibulus","insidiator",149.5,15,1.5,54,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Halichoeres","margaritaceus","Halichoeres","margaritaceus",9.2,7.5,1,12.5,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Halichoeres","marginatus","Halichoeres","marginatus",9.6,7.5,1,18,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Halichoeres","melanurus","Halichoeres","melanurus",32.6,6.2,2.7,12,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Hemigymnus","melapterus","Hemigymnus","melapterus",235.5,15.5,1.4,37,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Chaetodontidae","Heniochus","chrysostomus","Heniochus","chrysostomus",200.2,15,1,18,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Gobiidae","Koumansetta","rainfordi","Koumansetta","rainfordi",1.2,3.3,1.7,8.5,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Labroides","bicolor","Labroides","bicolor",7.1,7.5,1,15,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Labroides","dimidiatus","Labroides","dimidiatus",8.9,5.5,2.8,14,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Lutjanidae","Lutjanus","carponotatus","Lutjanus","carponotatus",547.5,27.5,1.2,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Beryciformes","Holocentridae","Myripristis","hexagona","Myripristis","hexagona",1004.2,20,3,30,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Beryciformes","Holocentridae","Myripristis","murdjan","Myripristis","murdjan",197.9,17.5,1,60,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Acanthuridae","Naso","unicornis","Naso","unicornis",424.3,32.5,1,70,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Neoglyphidodon","melas","Neoglyphidodon","melas",41,10,1.5,18,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Neoglyphidodon","nigroris","Neoglyphidodon","nigroris",43.5,5,14.2,13,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",100.2,4.2,39,7.5,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Eupercaria incertae sedis","Labridae","Oxycheilinus","digramma","Oxycheilinus","digramma",NA,10,1,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","chaetodonoides","Plectorhinchus","chaetodonoides",3111.4,40,3,72,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Plectroglyphidodon","lacrymatus","Stegastes","lacrymatus",20,7.5,1,NA,NA
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",759,28,1.8,46,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",2.6,5,1,9,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","chrysurus","Pomacentrus","chrysurus",5.6,5,1,9,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","grammorhynchus","Pomacentrus","grammorhynchus",24.1,7.5,3,9,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","magniseptus","Pomacentrus","magniseptus",NA,7.5,1,7.6,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",92.2,4.5,13.8,9,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",32.6,5,13.2,8,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Pseudocheilinus","hexataenia","Pseudocheilinus","hexataenia",0.3,2.5,1,10,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Scarus","chameleon","Scarus","chameleon",618.6,21.2,1.8,31,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",334.8,18.1,2.2,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Scarus","frenatus","Scarus","frenatus",450.8,15,3,47,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Scarus","niger","Scarus","niger",270.4,25,1,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Scaridae","Scarus","schlegeli","Scarus","schlegeli",663.1,24.2,1.5,40,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",275.7,12.5,5,25,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",198.4,13.8,3,28,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Siganidae","Siganus","doliatus","Siganus","doliatus",241.9,16.2,2.7,25,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Siganidae","Siganus","vulpinus","Siganus","vulpinus",127.5,12.5,3,25,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Stegastes","apicalis","Stegastes","apicalis",437.1,8.3,17,15,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Pomacentridae","Stegastes","gascoynei","Stegastes","gascoynei",18.9,7.5,1,15,"Fishbase2022"
-19.8,149.1,2021-08-06,"Actinopterygii","Perciformes","Labridae","Thalassoma","lunare","Thalassoma","lunare",27.8,8.3,2.7,45,"Fishbase2022"
-19.8,149.1,2021-08-07,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","vaigiensis","Abudefduf","vaigiensis",483.9,10,10,20,"Fishbase2022"
