"class","family","genus","species","valid_genus","valid_species","bodySize"
"Actinopterygii","Clupeidae","Herklotsichthys","castelnaui","Herklotsichthys","castelnaui",20
"Actinopterygii","Clupeidae","Spratelloides","gracilis","Spratelloides","gracilis",10.5
"Actinopterygii","Clupeidae","Spratelloides","robustus","Spratelloides","robustus",12
"Actinopterygii","Clupeidae","Spratelloides","spp.",NA,NA,NA
"Actinopterygii","Congridae","Conger","verreauxi","Conger","verreauxi",200
"Actinopterygii","Creediidae","Limnichthys","fasciatus","Limnichthys","fasciatus",5
"Actinopterygii","Creediidae","Limnichthys","spp.",NA,NA,NA
"Actinopterygii","Cyttidae","Cyttus","australis","Cyttus","australis",41
"Actinopterygii","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",84
"Actinopterygii","Diodontidae","Chilomycterus","reticulatus","Chilomycterus","reticulatus",69.7
"Actinopterygii","Diodontidae","Cyclichthys","orbicularis","Cyclichthys","orbicularis",30
"Actinopterygii","Diodontidae","Dicotylichthys","punctulatus","Dicotylichthys","punctulatus",40
"Actinopterygii","Diodontidae","Diodon","holocanthus","Diodon","holocanthus",50
"Actinopterygii","Diodontidae","Diodon","hystrix","Diodon","hystrix",91
"Actinopterygii","Diodontidae","Diodon","nicthemerus","Diodon","nicthemerus",40
"Actinopterygii","Echeneidae","Echeneis","naucrates","Echeneis","naucrates",110
"Actinopterygii","Engraulidae","Engraulis","australis","Engraulis","australis",15
"Actinopterygii","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",50
"Actinopterygii","Ephippidae","Platax","batavianus","Platax","batavianus",65
"Actinopterygii","Ephippidae","Platax","boersii","Platax","boersii",40
"Actinopterygii","Ephippidae","Platax","orbicularis","Platax","orbicularis",60
"Actinopterygii","Ephippidae","Platax","pinnatus","Platax","pinnatus",45
"Actinopterygii","Ephippidae","Platax","teira","Platax","teira",70
"Actinopterygii","Fistulariidae","Fistularia","commersonii","Fistularia","commersonii",160
"Actinopterygii","Fistulariidae","Fistularia","petimba","Fistularia","petimba",200
"Actinopterygii","Gempylidae","Thyrsites","atun","Thyrsites","atun",200
"Actinopterygii","Gerreidae","Gerres","subfasciatus","Gerres","subfasciatus",20
"Actinopterygii","Gerreidae","Parequula","melbournensis","Parequula","melbournensis",22
"Actinopterygii","Glaucosomatidae","Glaucosoma","hebraicum","Glaucosoma","hebraicum",122
"Actinopterygii","Glaucosomatidae","Glaucosoma","magnificum","Glaucosoma","magnificum",32
"Actinopterygii","Gobiesocidae","Aspasmogaster","costata","Aspasmogaster","costata",5
"Actinopterygii","Gobiesocidae","Cochleoceps","bicolor","Cochleoceps","bicolor",7
"Actinopterygii","Gobiesocidae","Cochleoceps","orientalis","Cochleoceps","orientalis",5.5
"Actinopterygii","Gobiesocidae","Diademichthys","lineatus","Diademichthys","lineatus",5
"Actinopterygii","Gobiidae","Afurcagobius","tamarensis","Afurcagobius","tamarensis",11
"Actinopterygii","Gobiidae","Amblyeleotris","fasciata","Amblyeleotris","fasciata",8
"Actinopterygii","Gobiidae","Amblyeleotris","guttata","Amblyeleotris","guttata",11
"Actinopterygii","Gobiidae","Amblyeleotris","gymnocephala","Amblyeleotris","gymnocephala",14
"Actinopterygii","Gobiidae","Amblyeleotris","periophthalma","Amblyeleotris","periophthalma",11
"Actinopterygii","Gobiidae","Amblyeleotris","steinitzi","Amblyeleotris","steinitzi",13
"Actinopterygii","Gobiidae","Amblyeleotris","wheeleri","Amblyeleotris","wheeleri",10
"Actinopterygii","Gobiidae","Amblygobius","decussatus","Amblygobius","decussatus",9.5
"Actinopterygii","Gobiidae","Amblygobius","nocturnus","Amblygobius","nocturnus",10
"Actinopterygii","Gobiidae","Amblygobius","phalaena","Amblygobius","phalaena",15
"Actinopterygii","Gobiidae","Asterropteryx","semipunctata","Asterropteryx","semipunctata",6.5
"Actinopterygii","Gobiidae","Bathygobius","krefftii","Bathygobius","krefftii",12
"Actinopterygii","Gobiidae","Bryaninops","amplus","Bryaninops","amplus",4.6
"Actinopterygii","Gobiidae","Bryaninops","erythrops","Bryaninops","erythrops",2.3
"Actinopterygii","Gobiidae","Bryaninops","natans","Bryaninops","natans",2.5
"Actinopterygii","Gobiidae","Callogobius","mucosus","Callogobius","mucosus",11
"Actinopterygii","Gobiidae","Cryptocentrus","strigilliceps","Cryptocentrus","strigilliceps",12
"Actinopterygii","Gobiidae","Ctenogobiops","mitodes","Ctenogobiops","mitodes",5.3
"Actinopterygii","Gobiidae","Ctenogobiops","pomastictus","Ctenogobiops","pomastictus",8
"Actinopterygii","Gobiidae","Eviota","atriventris","Eviota","atriventris",1.7
"Actinopterygii","Gobiidae","Eviota","bifasciata","Eviota","bifasciata",3.5
"Actinopterygii","Gobiidae","Eviota","fasciola","Eviota","fasciola",2.5
"Actinopterygii","Gobiidae","Eviota","guttata","Eviota","guttata",3.2
"Actinopterygii","Gobiidae","Eviota","hoesei","Eviota","hoesei",2
"Actinopterygii","Gobiidae","Eviota","melasma","Eviota","melasma",3
"Actinopterygii","Gobiidae","Eviota","prasites","Eviota","prasites",3
"Actinopterygii","Gobiidae","Eviota","queenslandica","Eviota","queenslandica",2.4
"Actinopterygii","Gobiidae","Eviota","sebreei","Eviota","sebreei",2.5
"Actinopterygii","Gobiidae","Eviota","sigillata","Eviota","sigillata",3
"Actinopterygii","Gobiidae","Eviota","sp.",NA,NA,NA
"Actinopterygii","Gobiidae","Eviota","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Eviota","storthynx","Eviota","storthynx",2.5
"Actinopterygii","Gobiidae","Exyrias","belissimus","Exyrias","belissimus",15
"Actinopterygii","Gobiidae","Fusigobius","duospilus","Fusigobius","duospilus",6
"Actinopterygii","Gobiidae","Fusigobius","inframaculatus","Fusigobius","inframaculatus",4.6
"Actinopterygii","Gobiidae","Fusigobius","melacron","Fusigobius","melacron",3.5
"Actinopterygii","Gobiidae","Fusigobius","neophytus","Fusigobius","neophytus",7.5
"Actinopterygii","Gobiidae","Fusigobius","signipinnis","Fusigobius","signipinnis",4.9
"Actinopterygii","Gobiidae","Fusigobius","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Gnatholepis","anjerensis","Gnatholepis","anjerensis",8.4
"Actinopterygii","Gobiidae","Gnatholepis","cauerensis","Gnatholepis","cauerensis",6
"Actinopterygii","Gobiidae","Gnatholepis","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Gobiidae","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Gobiodon","citrinus","Gobiodon","citrinus",6.6
"Actinopterygii","Gobiidae","Gobiodon","histrio","Gobiodon","histrio",3.5
"Actinopterygii","Gobiidae","Gobiodon","okinawae","Gobiodon","okinawae",3.5
"Actinopterygii","Gobiidae","Gobiodon","quinquestrigatus","Gobiodon","quinquestrigatus",4.5
"Actinopterygii","Gobiidae","Gobiodon","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Istigobius","decoratus","Istigobius","decoratus",13
"Actinopterygii","Gobiidae","Istigobius","goldmanni","Istigobius","goldmanni",6
"Actinopterygii","Gobiidae","Istigobius","hoesei","Istigobius","hoesei",6
"Actinopterygii","Gobiidae","Istigobius","rigilius","Istigobius","rigilius",10.8
"Actinopterygii","Gobiidae","Istigobius","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Koumansetta","rainfordi","Koumansetta","rainfordi",8.5
"Actinopterygii","Gobiidae","Macrodontogobius","wilburi","Macrodontogobius","wilburi",6.5
"Actinopterygii","Gobiidae","Nesogobius","pulchellus","Nesogobius","pulchellus",7
"Actinopterygii","Gobiidae","Nesogobius","sp.",NA,NA,NA
"Actinopterygii","Gobiidae","Nesogobius","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Pleurosicya","sp.",NA,NA,NA
"Actinopterygii","Gobiidae","Pleurosicya","spp.",NA,NA,NA
"Actinopterygii","Gobiidae","Signigobius","biocellatus","Signigobius","biocellatus",10
"Actinopterygii","Gobiidae","Trimma","benjamini","Trimma","benjamini",3
"Actinopterygii","Gobiidae","Trimma","caesiura","Trimma","caesiura",3.5
"Actinopterygii","Gobiidae","Trimma","lantana","Trimma","lantana",2.9
"Actinopterygii","Gobiidae","Trimma","nasa","Trimma","nasa",2.2
"Actinopterygii","Gobiidae","Trimma","sp.",NA,NA,NA
"Actinopterygii","Gobiidae","Trimma","taylori","Trimma","taylori",3.5
"Actinopterygii","Gobiidae","Valenciennea","alleni","Valenciennea","alleni",7.4
"Actinopterygii","Gobiidae","Valenciennea","decora","Valenciennea","decora",11.3
"Actinopterygii","Gobiidae","Valenciennea","immaculata","Valenciennea","immaculata",13
"Actinopterygii","Gobiidae","Valenciennea","longipinnis","Valenciennea","longipinnis",18
"Actinopterygii","Gobiidae","Valenciennea","muralis","Valenciennea","muralis",16
"Actinopterygii","Gobiidae","Valenciennea","parva","Valenciennea","parva",10
"Actinopterygii","Gobiidae","Valenciennea","puellaris","Valenciennea","puellaris",20
"Actinopterygii","Gobiidae","Valenciennea","sexguttata","Valenciennea","sexguttata",14
"Actinopterygii","Gobiidae","Valenciennea","strigata","Valenciennea","strigata",18
"Actinopterygii","Haemulidae","Diagramma","pictum","Diagramma","pictum",100
"Actinopterygii","Haemulidae","Plectorhinchus","albovittatus","Plectorhinchus","albovittatus",100
"Actinopterygii","Haemulidae","Plectorhinchus","caeruleonothus","Plectorhinchus","caeruleonothus",100
"Actinopterygii","Haemulidae","Plectorhinchus","chaetodonoides","Plectorhinchus","chaetodonoides",72
"Actinopterygii","Haemulidae","Plectorhinchus","chrysotaenia","Plectorhinchus","chrysotaenia",41
"Actinopterygii","Haemulidae","Plectorhinchus","flavomaculatus","Plectorhinchus","flavomaculatus",60
"Actinopterygii","Haemulidae","Plectorhinchus","gibbosus","Plectorhinchus","gibbosus",75
"Actinopterygii","Haemulidae","Plectorhinchus","lessonii","Plectorhinchus","lessonii",40
"Actinopterygii","Haemulidae","Plectorhinchus","lineatus","Plectorhinchus","lineatus",72
"Actinopterygii","Haemulidae","Plectorhinchus","multivittatus","Plectorhinchus","multivittatus",50
"Actinopterygii","Haemulidae","Plectorhinchus","picus","Plectorhinchus","picus",84
"Actinopterygii","Haemulidae","Plectorhinchus","polytaenia","Plectorhinchus","polytaenia",50
"Actinopterygii","Haemulidae","Plectorhinchus","schotaf","Plectorhinchus","schotaf",80
"Actinopterygii","Haemulidae","Plectorhinchus","spp.",NA,NA,NA
"Actinopterygii","Haemulidae","Plectorhinchus","vittatus","Plectorhinchus","vittatus",72
"Actinopterygii","Hemiramphidae","Hemiramphus","far","Hemiramphus","far",45
"Actinopterygii","Hemiramphidae","Hyporhamphus","australis","Hyporhamphus","australis",39.8
"Actinopterygii","Hemiramphidae","Hyporhamphus","melanochir","Hyporhamphus","melanochir",52
"Actinopterygii","Holocentridae","Myripristis","adusta","Myripristis","adusta",35
"Actinopterygii","Holocentridae","Myripristis","amaena","Myripristis","amaena",26.5
"Actinopterygii","Holocentridae","Myripristis","berndti","Myripristis","berndti",30
"Actinopterygii","Holocentridae","Myripristis","hexagona","Myripristis","hexagona",30
"Actinopterygii","Holocentridae","Myripristis","kuntee","Myripristis","kuntee",26
"Actinopterygii","Holocentridae","Myripristis","murdjan","Myripristis","murdjan",60
"Actinopterygii","Holocentridae","Myripristis","pralinia","Myripristis","pralinia",20
"Actinopterygii","Holocentridae","Myripristis","spp.",NA,NA,NA
"Actinopterygii","Holocentridae","Myripristis","violacea","Myripristis","violacea",35
"Actinopterygii","Holocentridae","Myripristis","vittata","Myripristis","vittata",25
"Actinopterygii","Holocentridae","Neoniphon","argenteus","Neoniphon","argenteus",24
"Actinopterygii","Holocentridae","Neoniphon","opercularis","Neoniphon","opercularis",35
"Actinopterygii","Holocentridae","Neoniphon","sammara","Neoniphon","sammara",32
"Actinopterygii","Holocentridae","Neoniphon","spp.",NA,NA,NA
"Actinopterygii","Holocentridae","Sargocentron","caudimaculatum","Sargocentron","caudimaculatum",25
"Actinopterygii","Holocentridae","Sargocentron","cornutum","Sargocentron","cornutum",27
"Actinopterygii","Holocentridae","Sargocentron","diadema","Sargocentron","diadema",17
"Actinopterygii","Holocentridae","Sargocentron","ittodai","Sargocentron","ittodai",20
"Actinopterygii","Holocentridae","Sargocentron","microstoma","Sargocentron","microstoma",20
"Actinopterygii","Holocentridae","Sargocentron","rubrum","Sargocentron","rubrum",32
"Actinopterygii","Holocentridae","Sargocentron","spiniferum","Sargocentron","spiniferum",51
"Actinopterygii","Holocentridae","Sargocentron","spp.",NA,NA,NA
"Actinopterygii","Holocentridae","Sargocentron","violaceum","Sargocentron","violaceum",45
"Actinopterygii","Kuhliidae","Kuhlia","mugil","Kuhlia","mugil",40
"Actinopterygii","Kyphosidae","Atypichthys","latus","Atypichthys","latus",30
"Actinopterygii","Kyphosidae","Atypichthys","strigatus","Atypichthys","strigatus",25
"Actinopterygii","Kyphosidae","Bathystethus","cultratus","Bathystethus","cultratus",30
"Actinopterygii","Kyphosidae","Girella","cyanea","Girella","cyanea",20
"Actinopterygii","Kyphosidae","Girella","elevata","Girella","elevata",62
"Actinopterygii","Kyphosidae","Girella","tephraeops","Girella","tephraeops",61
"Actinopterygii","Kyphosidae","Girella","tricuspidata","Girella","tricuspidata",71
"Actinopterygii","Kyphosidae","Girella","zebra","Girella","zebra",34
"Actinopterygii","Kyphosidae","Kyphosus","bigibbus","Kyphosus","bigibbus",75
"Actinopterygii","Kyphosidae","Kyphosus","cinerascens","Kyphosus","cinerascens",50.7
"Actinopterygii","Kyphosidae","Kyphosus","cornelii","Kyphosus","cornelii",70
"Actinopterygii","Kyphosidae","Kyphosus","gladius","Kyphosus","gladius",45.7
"Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Kyphosus","sectatrix",76
"Actinopterygii","Kyphosidae","Kyphosus","spp.",NA,NA,NA
"Actinopterygii","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",80
"Actinopterygii","Kyphosidae","Kyphosus","vaigiensis","Kyphosus","vaigiensis",70
"Actinopterygii","Kyphosidae","Labracoglossa","nitida","Labracoglossa","nitida",20
"Actinopterygii","Kyphosidae","Microcanthus","strigatus","Microcanthus","strigatus",16
"Actinopterygii","Kyphosidae","Neatypus","obliquus","Neatypus","obliquus",22
"Actinopterygii","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",40
"Actinopterygii","Kyphosidae","Scorpis","georgiana","Scorpis","georgiana",33
"Actinopterygii","Kyphosidae","Scorpis","lineolata","Scorpis","lineolata",30
"Actinopterygii","Kyphosidae","Scorpis","violacea","Scorpis","violacea",40
"Actinopterygii","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",40
"Actinopterygii","Labridae","Achoerodus","gouldii","Achoerodus","gouldii",175
"Actinopterygii","Labridae","Achoerodus","viridis","Achoerodus","viridis",62
"Actinopterygii","Labridae","Anampses","caeruleopunctatus","Anampses","caeruleopunctatus",42
"Actinopterygii","Labridae","Anampses","elegans","Anampses","elegans",29
"Actinopterygii","Labridae","Anampses","femininus","Anampses","femininus",24
"Actinopterygii","Labridae","Anampses","geographicus","Anampses","geographicus",31
"Actinopterygii","Labridae","Anampses","lennardi","Anampses","lennardi",28
"Actinopterygii","Labridae","Anampses","meleagrides","Anampses","meleagrides",22
"Actinopterygii","Labridae","Anampses","neoguinaicus","Anampses","neoguinaicus",20
"Actinopterygii","Labridae","Anampses","spp.",NA,NA,NA
"Actinopterygii","Labridae","Anampses","twistii","Anampses","twistii",18
"Actinopterygii","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",12.6
"Actinopterygii","Labridae","Bodianus","anthioides","Bodianus","anthioides",24
"Actinopterygii","Labridae","Bodianus","axillaris","Bodianus","axillaris",20
"Actinopterygii","Labridae","Bodianus","bilunulatus","Bodianus","bilunulatus",55
"Actinopterygii","Labridae","Bodianus","diana","Bodianus","diana",16.9
"Actinopterygii","Labridae","Bodianus","dictynna","Bodianus","dictynna",14.4
"Actinopterygii","Labridae","Bodianus","frenchii","Bodianus","frenchii",45
"Actinopterygii","Labridae","Bodianus","loxozonus","Bodianus","loxozonus",47
"Actinopterygii","Labridae","Bodianus","mesothorax","Bodianus","mesothorax",25
"Actinopterygii","Labridae","Bodianus","perditio","Bodianus","perditio",80
"Actinopterygii","Labridae","Bodianus","spp.",NA,NA,NA
"Actinopterygii","Labridae","Cheilinus","chlorourus","Cheilinus","chlorourus",45
"Actinopterygii","Labridae","Cheilinus","fasciatus","Cheilinus","fasciatus",40
"Actinopterygii","Labridae","Cheilinus","oxycephalus","Cheilinus","oxycephalus",17
"Actinopterygii","Labridae","Cheilinus","spp.",NA,NA,NA
"Actinopterygii","Labridae","Cheilinus","trilobatus","Cheilinus","trilobatus",45
"Actinopterygii","Labridae","Cheilinus","undulatus","Cheilinus","undulatus",229
"Actinopterygii","Labridae","Cheilio","inermis","Cheilio","inermis",50
"Actinopterygii","Labridae","Choerodon","anchorago","Choerodon","anchorago",50
"Actinopterygii","Labridae","Choerodon","cauteroma","Choerodon","cauteroma",36
"Actinopterygii","Labridae","Choerodon","cephalotes","Choerodon","cephalotes",38
"Actinopterygii","Labridae","Choerodon","cyanodus","Choerodon","cyanodus",70
"Actinopterygii","Labridae","Choerodon","fasciatus","Choerodon","fasciatus",30
"Actinopterygii","Labridae","Choerodon","graphicus","Choerodon","graphicus",51.5
"Actinopterygii","Labridae","Choerodon","rubescens","Choerodon","rubescens",90
"Actinopterygii","Labridae","Choerodon","schoenleinii","Choerodon","schoenleinii",100
"Actinopterygii","Labridae","Choerodon","spp.",NA,NA,NA
"Actinopterygii","Labridae","Choerodon","vitta","Choerodon","vitta",20
"Actinopterygii","Labridae","Cirrhilabrus","cyanopleura","Cirrhilabrus","cyanopleura",15
"Actinopterygii","Labridae","Cirrhilabrus","exquisitus","Cirrhilabrus","exquisitus",12
"Actinopterygii","Labridae","Cirrhilabrus","laboutei","Cirrhilabrus","laboutei",12
"Actinopterygii","Labridae","Cirrhilabrus","punctatus","Cirrhilabrus","punctatus",13
"Actinopterygii","Labridae","Cirrhilabrus","randalli","Cirrhilabrus","randalli",8.4
"Actinopterygii","Labridae","Cirrhilabrus","scottorum","Cirrhilabrus","scottorum",13
"Actinopterygii","Labridae","Cirrhilabrus","spp.",NA,NA,NA
"Actinopterygii","Labridae","Cirrhilabrus","temminckii","Cirrhilabrus","temminckii",9.9
"Actinopterygii","Labridae","Coris","auricularis","Coris","auricularis",40
"Actinopterygii","Labridae","Coris","aurilineata","Coris","aurilineata",14
"Actinopterygii","Labridae","Coris","aygula","Coris","aygula",120
"Actinopterygii","Labridae","Coris","batuensis","Coris","batuensis",17
"Actinopterygii","Labridae","Coris","bulbifrons","Coris","bulbifrons",60
"Actinopterygii","Labridae","Coris","caudimacula","Coris","caudimacula",20
"Actinopterygii","Labridae","Coris","dorsomacula","Coris","dorsomacula",38
"Actinopterygii","Labridae","Coris","gaimard","Coris","gaimard",40
"Actinopterygii","Labridae","Coris","picta","Coris","picta",25
"Actinopterygii","Labridae","Coris","pictoides","Coris","pictoides",15
"Actinopterygii","Labridae","Coris","sandeyeri","Coris","sandeyeri",25
"Actinopterygii","Labridae","Diproctacanthus","xanthurus","Diproctacanthus","xanthurus",10
"Actinopterygii","Labridae","Dotalabrus","alleni","Dotalabrus","alleni",8.4
"Actinopterygii","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",11.1
"Actinopterygii","Labridae","Epibulus","insidiator","Epibulus","insidiator",54
"Actinopterygii","Labridae","Eupetrichthys","angustipes","Eupetrichthys","angustipes",12.4
"Actinopterygii","Labridae","Gomphosus","caeruleus","Gomphosus","caeruleus",32
"Actinopterygii","Labridae","Gomphosus","varius","Gomphosus","varius",30
"Actinopterygii","Labridae","Halichoeres","biocellatus","Halichoeres","biocellatus",12
"Actinopterygii","Labridae","Halichoeres","brownfieldi","Halichoeres","brownfieldi",15
"Actinopterygii","Labridae","Halichoeres","chloropterus","Halichoeres","chloropterus",19
"Actinopterygii","Labridae","Halichoeres","chrysus","Halichoeres","chrysus",12
"Actinopterygii","Labridae","Halichoeres","erdmanni","Halichoeres","erdmanni",7.2
"Actinopterygii","Labridae","Halichoeres","hartzfeldii","Halichoeres","hartzfeldii",18
"Actinopterygii","Labridae","Halichoeres","hortulanus","Halichoeres","hortulanus",27
"Actinopterygii","Labridae","Halichoeres","leucurus","Halichoeres","leucurus",13
"Actinopterygii","Labridae","Halichoeres","margaritaceus","Halichoeres","margaritaceus",12.5
"Actinopterygii","Labridae","Halichoeres","marginatus","Halichoeres","marginatus",18
"Actinopterygii","Labridae","Halichoeres","melanochir","Halichoeres","melanochir",18
"Actinopterygii","Labridae","Halichoeres","melanurus","Halichoeres","melanurus",12
"Actinopterygii","Labridae","Halichoeres","miniatus","Halichoeres","miniatus",14
"Actinopterygii","Labridae","Halichoeres","nebulosus","Halichoeres","nebulosus",12
"Actinopterygii","Labridae","Halichoeres","nigrescens","Halichoeres","nigrescens",14
"Actinopterygii","Labridae","Halichoeres","ornatissimus","Halichoeres","ornatissimus",18
"Actinopterygii","Labridae","Halichoeres","prosopeion","Halichoeres","prosopeion",13
"Actinopterygii","Labridae","Halichoeres","scapularis","Halichoeres","scapularis",20
"Actinopterygii","Labridae","Halichoeres","spp.",NA,NA,NA
"Actinopterygii","Labridae","Halichoeres","trimaculatus","Halichoeres","trimaculatus",27
"Actinopterygii","Labridae","Hemigymnus","fasciatus","Hemigymnus","fasciatus",30
"Actinopterygii","Labridae","Hemigymnus","melapterus","Hemigymnus","melapterus",37
"Actinopterygii","Labridae","Hologymnosus","annulatus","Hologymnosus","annulatus",40
"Actinopterygii","Labridae","Hologymnosus","doliatus","Hologymnosus","doliatus",50
"Actinopterygii","Labridae","Labrichthys","unilineatus","Labrichthys","unilineatus",17.5
"Actinopterygii","Labridae","Labridae","spp.",NA,NA,NA
"Actinopterygii","Labridae","Labroides","bicolor","Labroides","bicolor",15
"Actinopterygii","Labridae","Labroides","dimidiatus","Labroides","dimidiatus",14
"Actinopterygii","Labridae","Labroides","pectoralis","Labroides","pectoralis",11
"Actinopterygii","Labridae","Labropsis","australis","Labropsis","australis",10.5
"Actinopterygii","Labridae","Labropsis","xanthonota","Labropsis","xanthonota",13
"Actinopterygii","Labridae","Leptojulis","cyanopleura","Leptojulis","cyanopleura",13
"Actinopterygii","Labridae","Macropharyngodon","choati","Macropharyngodon","choati",7.6
"Actinopterygii","Labridae","Macropharyngodon","kuiteri","Macropharyngodon","kuiteri",10
"Actinopterygii","Labridae","Macropharyngodon","meleagris","Macropharyngodon","meleagris",15
"Actinopterygii","Labridae","Macropharyngodon","negrosensis","Macropharyngodon","negrosensis",12
"Actinopterygii","Labridae","Macropharyngodon","ornatus","Macropharyngodon","ornatus",13
"Actinopterygii","Labridae","Macropharyngodon","spp.",NA,NA,NA
"Actinopterygii","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",38
"Actinopterygii","Labridae","Notolabrus","gymnogenis","Notolabrus","gymnogenis",23
"Actinopterygii","Labridae","Notolabrus","inscriptus","Notolabrus","inscriptus",50
"Actinopterygii","Labridae","Notolabrus","parilus","Notolabrus","parilus",NA
"Actinopterygii","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",50
"Actinopterygii","Labridae","Novaculichthys","taeniourus","Novaculichthys","taeniourus",30
"Actinopterygii","Labridae","Ophthalmolepis","lineolatus","Ophthalmolepis","lineolata",40
"Actinopterygii","Labridae","Oxycheilinus","bimaculatus","Oxycheilinus","bimaculatus",15
"Actinopterygii","Labridae","Oxycheilinus","digramma","Oxycheilinus","digramma",40
"Actinopterygii","Labridae","Oxycheilinus","orientalis","Oxycheilinus","orientalis",20
"Actinopterygii","Labridae","Oxycheilinus","spp.",NA,NA,NA
"Actinopterygii","Labridae","Oxycheilinus","unifasciatus","Oxycheilinus","unifasciatus",46
"Actinopterygii","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",23
"Actinopterygii","Labridae","Pictilabrus","viridis","Pictilabrus","viridis",14.1
"Actinopterygii","Labridae","Pseudocheilinus","evanidus","Pseudocheilinus","evanidus",9
"Actinopterygii","Labridae","Pseudocheilinus","hexataenia","Pseudocheilinus","hexataenia",10
"Actinopterygii","Labridae","Pseudocheilinus","octotaenia","Pseudocheilinus","octotaenia",14
"Actinopterygii","Labridae","Pseudocoris","yamashiroi","Pseudocoris","yamashiroi",16
"Actinopterygii","Labridae","Pseudodax","moluccanus","Pseudodax","moluccanus",30
"Actinopterygii","Labridae","Pseudojuloides","cerasinus","Pseudojuloides","cerasinus",NA
"Actinopterygii","Labridae","Pseudojuloides","elongatus","Pseudojuloides","elongatus",14
"Actinopterygii","Labridae","Pseudolabrus","biserialis","Pseudolabrus","biserialis",17.2
"Actinopterygii","Labridae","Pseudolabrus","guentheri","Pseudolabrus","guentheri",18
"Actinopterygii","Labridae","Pseudolabrus","luculentus","Pseudolabrus","luculentus",17
"Actinopterygii","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",NA
"Actinopterygii","Labridae","Pteragogus","cryptus","Pteragogus","cryptus",9.5
"Actinopterygii","Labridae","Pteragogus","enneacanthus","Pteragogus","enneacanthus",15
"Actinopterygii","Labridae","Pteragogus","spp.",NA,NA,NA
"Actinopterygii","Labridae","Stethojulis","bandanensis","Stethojulis","bandanensis",15
"Actinopterygii","Labridae","Stethojulis","interrupta","Stethojulis","interrupta",13
"Actinopterygii","Labridae","Stethojulis","spp.",NA,NA,NA
"Actinopterygii","Labridae","Stethojulis","strigiventer","Stethojulis","strigiventer",15
"Actinopterygii","Labridae","Suezichthys","arquatus","Suezichthys","arquatus",13.5
"Actinopterygii","Labridae","Suezichthys","aylingi","Suezichthys","aylingi",11.7
"Actinopterygii","Labridae","Suezichthys","cyanolaemus","Suezichthys","cyanolaemus",9.7
"Actinopterygii","Labridae","Suezichthys","devisi","Suezichthys","devisi",14
"Actinopterygii","Labridae","Thalassoma","amblycephalum","Thalassoma","amblycephalum",16
"Actinopterygii","Labridae","Thalassoma","hardwicke","Thalassoma","hardwicke",20
"Actinopterygii","Labridae","Thalassoma","jansenii","Thalassoma","jansenii",20
"Actinopterygii","Labridae","Thalassoma","lunare","Thalassoma","lunare",45
"Actinopterygii","Labridae","Thalassoma","lutescens","Thalassoma","lutescens",30
"Actinopterygii","Labridae","Thalassoma","nigrofasciatum","Thalassoma","nigrofasciatum",20
"Actinopterygii","Labridae","Thalassoma","purpureum","Thalassoma","purpureum",46
"Actinopterygii","Labridae","Thalassoma","quinquevittatum","Thalassoma","quinquevittatum",17
"Actinopterygii","Labridae","Thalassoma","septemfasciatum","Thalassoma","septemfasciatum",31
"Actinopterygii","Labridae","Thalassoma","spp.",NA,NA,NA
"Actinopterygii","Labridae","Thalassoma","trilobatum","Thalassoma","trilobatum",30
"Actinopterygii","Latidae","Psammoperca","waigiensis","Psammoperca","waigiensis",47
"Actinopterygii","Latridae","Latridopsis","ciliaris","Latridopsis","ciliaris",80
"Actinopterygii","Latridae","Latridopsis","forsteri","Latridopsis","forsteri",65
"Actinopterygii","Lethrinidae","Gnathodentex","aureolineatus","Gnathodentex","aureolineatus",30
"Actinopterygii","Lethrinidae","Gymnocranius","audleyi","Gymnocranius","audleyi",40
"Actinopterygii","Lethrinidae","Gymnocranius","euanus","Gymnocranius","euanus",45
"Actinopterygii","Lethrinidae","Gymnocranius","microdon","Gymnocranius","microdon",45
"Actinopterygii","Lethrinidae","Gymnocranius","superciliosus","Gymnocranius","superciliosus",43
"Actinopterygii","Lethrinidae","Lethrinidae","spp.",NA,NA,NA
"Actinopterygii","Lethrinidae","Lethrinus","atkinsoni","Lethrinus","atkinsoni",50
