"class","family","genus","species","valid_genus","valid_species","bodySize"
"Actinopterygii","Pomacentridae","Hemiglyphidodon","plagiometopon","Hemiglyphidodon","plagiometopon",18
"Actinopterygii","Pomacentridae","Lepidozygus","tapeinosoma","Lepidozygus","tapeinosoma",10.5
"Actinopterygii","Pomacentridae","Mecaenichthys","immaculatus","Mecaenichthys","immaculatus",12
"Actinopterygii","Pomacentridae","Neoglyphidodon","melas","Neoglyphidodon","melas",18
"Actinopterygii","Pomacentridae","Neoglyphidodon","nigroris","Neoglyphidodon","nigroris",13
"Actinopterygii","Pomacentridae","Neoglyphidodon","oxyodon","Neoglyphidodon","oxyodon",15
"Actinopterygii","Pomacentridae","Neoglyphidodon","polyacanthus","Neoglyphidodon","polyacanthus",12
"Actinopterygii","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",7.5
"Actinopterygii","Pomacentridae","Neopomacentrus","bankieri","Neopomacentrus","bankieri",8
"Actinopterygii","Pomacentridae","Neopomacentrus","cyanomos","Neopomacentrus","cyanomos",10
"Actinopterygii","Pomacentridae","Neopomacentrus","filamentosus","Neopomacentrus","filamentosus",11
"Actinopterygii","Pomacentridae","Neopomacentrus","nemurus","Neopomacentrus","nemurus",8
"Actinopterygii","Pomacentridae","Parma","alboscapularis","Parma","alboscapularis",22
"Actinopterygii","Pomacentridae","Parma","mccullochi","Parma","mccullochi",20
"Actinopterygii","Pomacentridae","Parma","microlepis","Parma","microlepis",14
"Actinopterygii","Pomacentridae","Parma","occidentalis","Parma","occidentalis",13
"Actinopterygii","Pomacentridae","Parma","oligolepis","Parma","oligolepis",16.5
"Actinopterygii","Pomacentridae","Parma","polylepis","Parma","polylepis",21
"Actinopterygii","Pomacentridae","Parma","unifasciata","Parma","unifasciata",18
"Actinopterygii","Pomacentridae","Parma","victoriae","Parma","victoriae",20
"Actinopterygii","Pomacentridae","Plectroglyphidodon","dickii","Plectroglyphidodon","dickii",11
"Actinopterygii","Pomacentridae","Plectroglyphidodon","johnstonianus","Plectroglyphidodon","johnstonianus",14
"Actinopterygii","Pomacentridae","Plectroglyphidodon","lacrymatus","Stegastes","lacrymatus",10
"Actinopterygii","Pomacentridae","Plectroglyphidodon","leucozonus","Plectroglyphidodon","leucozonus",12
"Actinopterygii","Pomacentridae","Plectroglyphidodon","phoenixensis","Plectroglyphidodon","phoenixensis",9
"Actinopterygii","Pomacentridae","Pomacentrus","adelus","Pomacentrus","adelus",8.5
"Actinopterygii","Pomacentridae","Pomacentrus","alexanderae","Pomacentrus","alexanderae",9
"Actinopterygii","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",9
"Actinopterygii","Pomacentridae","Pomacentrus","aurifrons","Pomacentrus","aurifrons",6.2
"Actinopterygii","Pomacentridae","Pomacentrus","auriventris","Pomacentrus","auriventris",5.5
"Actinopterygii","Pomacentridae","Pomacentrus","australis","Pomacentrus","australis",8
"Actinopterygii","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",9
"Actinopterygii","Pomacentridae","Pomacentrus","brachialis","Pomacentrus","brachialis",8
"Actinopterygii","Pomacentridae","Pomacentrus","chrysurus","Pomacentrus","chrysurus",9
"Actinopterygii","Pomacentridae","Pomacentrus","coelestis","Pomacentrus","coelestis",9
"Actinopterygii","Pomacentridae","Pomacentrus","grammorhynchus","Pomacentrus","grammorhynchus",9
"Actinopterygii","Pomacentridae","Pomacentrus","imitator","Pomacentrus","imitator",11
"Actinopterygii","Pomacentridae","Pomacentrus","lepidogenys","Pomacentrus","lepidogenys",9
"Actinopterygii","Pomacentridae","Pomacentrus","limosus","Pomacentrus","limosus",4.6
"Actinopterygii","Pomacentridae","Pomacentrus","magniseptus","Pomacentrus","magniseptus",7.6
"Actinopterygii","Pomacentridae","Pomacentrus","milleri","Pomacentrus","milleri",7.5
"Actinopterygii","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",9
"Actinopterygii","Pomacentridae","Pomacentrus","nagasakiensis","Pomacentrus","nagasakiensis",11
"Actinopterygii","Pomacentridae","Pomacentrus","nigromanus","Pomacentrus","nigromanus",9
"Actinopterygii","Pomacentridae","Pomacentrus","nigromarginatus","Pomacentrus","nigromarginatus",8
"Actinopterygii","Pomacentridae","Pomacentrus","pavo","Pomacentrus","pavo",8.5
"Actinopterygii","Pomacentridae","Pomacentrus","philippinus","Pomacentrus","philippinus",10
"Actinopterygii","Pomacentridae","Pomacentrus","reidi","Pomacentrus","reidi",9
"Actinopterygii","Pomacentridae","Pomacentrus","rhodonotus","Pomacentrus","chrysurus",9
"Actinopterygii","Pomacentridae","Pomacentrus","spp.",NA,NA,NA
"Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Pomacentrus","vaiuli",10
"Actinopterygii","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",8
"Actinopterygii","Pomacentridae","Pomachromis","richardsoni","Pomachromis","richardsoni",6
"Actinopterygii","Pomacentridae","Premnas","biaculeatus","Amphiprion","biaculeatus",17
"Actinopterygii","Pomacentridae","Stegastes","albifasciatus","Stegastes","albifasciatus",13
"Actinopterygii","Pomacentridae","Stegastes","apicalis","Plectroglyphidodon","apicalis",15
"Actinopterygii","Pomacentridae","Stegastes","fasciolatus","Plectroglyphidodon","fasciolatus",16.5
"Actinopterygii","Pomacentridae","Stegastes","gascoynei","Plectroglyphidodon","gascoynei",15
"Actinopterygii","Pomacentridae","Stegastes","insularis","Plectroglyphidodon","insularis",11
"Actinopterygii","Pomacentridae","Stegastes","nigricans","Stegastes","nigricans",14
"Actinopterygii","Pomacentridae","Stegastes","obreptus","Plectroglyphidodon","obreptus",12
"Actinopterygii","Pomacentridae","Stegastes","punctatus","Stegastes","punctatus",13
"Actinopterygii","Pomatomidae","Pomatomus","saltatrix","Pomatomus","saltatrix",130
"Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Heteropriacanthus","cruentatus",50.7
"Actinopterygii","Priacanthidae","Priacanthus","blochii","Priacanthus","blochii",35
"Actinopterygii","Priacanthidae","Priacanthus","hamrur","Priacanthus","hamrur",45
"Actinopterygii","Pseudochromidae","Congrogadus","subducens","Congrogadus","subducens",45
"Actinopterygii","Pseudochromidae","Cypho","purpurascens","Cypho","purpurascens",7.5
"Actinopterygii","Pseudochromidae","Labracinus","cyclophthalmus","Labracinus","cyclophthalmus",23.5
"Actinopterygii","Pseudochromidae","Labracinus","lineatus","Labracinus","lineatus",25
"Actinopterygii","Pseudochromidae","Ogilbyina","novaehollandiae","Ogilbyina","novaehollandiae",10
"Actinopterygii","Pseudochromidae","Ogilbyina","queenslandiae","Ogilbyina","queenslandiae",15
"Actinopterygii","Pseudochromidae","Oxycercichthys","veliferus","Oxycercichthys","veliferus",12
"Actinopterygii","Pseudochromidae","Pictichromis","coralensis","Pictichromis","coralensis",5.2
"Actinopterygii","Pseudochromidae","Pseudochromidae","spp.",NA,NA,NA
"Actinopterygii","Pseudochromidae","Pseudochromis","cyanotaenia","Pseudochromis","cyanotaenia",6.2
"Actinopterygii","Pseudochromidae","Pseudochromis","flammicauda","Pseudochromis","flammicauda",5.5
"Actinopterygii","Pseudochromidae","Pseudochromis","fuscus","Pseudochromis","fuscus",10
"Actinopterygii","Pseudochromidae","Pseudochromis","spp.",NA,NA,NA
"Actinopterygii","Pseudochromidae","Pseudochromis","wilsoni","Pseudochromis","wilsoni",8
"Actinopterygii","Ptereleotridae","Aioliops","novaeguineae","Aioliops","novaeguineae",2.3
"Actinopterygii","Scaridae","Bolbometopon","muricatum","Bolbometopon","muricatum",130
"Actinopterygii","Scaridae","Calotomus","carolinus","Calotomus","carolinus",54
"Actinopterygii","Scaridae","Cetoscarus","ocellatus","Cetoscarus","ocellatus",80
"Actinopterygii","Scaridae","Chlorurus","bleekeri","Chlorurus","bleekeri",49
"Actinopterygii","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",70
"Actinopterygii","Scaridae","Chlorurus","rhakoura","Chlorurus","rhakoura",44.2
"Actinopterygii","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",40
"Actinopterygii","Scaridae","Hipposcarus","longiceps","Hipposcarus","longiceps",60
"Actinopterygii","Scaridae","Leptoscarus","vaigiensis","Leptoscarus","vaigiensis",35
"Actinopterygii","Scaridae","Scaridae","spp.",NA,NA,NA
"Actinopterygii","Scaridae","Scarus","altipinnis","Scarus","altipinnis",60
"Actinopterygii","Scaridae","Scarus","chameleon","Scarus","chameleon",31
"Actinopterygii","Scaridae","Scarus","dimidiatus","Scarus","dimidiatus",40
"Actinopterygii","Scaridae","Scarus","festivus","Scarus","festivus",45
"Actinopterygii","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",40
"Actinopterygii","Scaridae","Scarus","forsteni","Scarus","forsteni",55
"Actinopterygii","Scaridae","Scarus","frenatus","Scarus","frenatus",47
"Actinopterygii","Scaridae","Scarus","ghobban","Scarus","ghobban",75
"Actinopterygii","Scaridae","Scarus","globiceps","Scarus","globiceps",45
"Actinopterygii","Scaridae","Scarus","longipinnis","Scarus","longipinnis",40
"Actinopterygii","Scaridae","Scarus","niger","Scarus","niger",40
"Actinopterygii","Scaridae","Scarus","oviceps","Scarus","oviceps",35
"Actinopterygii","Scaridae","Scarus","prasiognathos","Scarus","prasiognathos",70
"Actinopterygii","Scaridae","Scarus","psittacus","Scarus","psittacus",34
"Actinopterygii","Scaridae","Scarus","rivulatus","Scarus","rivulatus",40
"Actinopterygii","Scaridae","Scarus","rubroviolaceus","Scarus","rubroviolaceus",70
"Actinopterygii","Scaridae","Scarus","schlegeli","Scarus","schlegeli",40
"Actinopterygii","Scaridae","Scarus","spinus","Scarus","spinus",30
"Actinopterygii","Scaridae","Scarus","spp.",NA,NA,NA
"Actinopterygii","Scatophagidae","Selenotoca","multifasciata","Selenotoca","multifasciata",40
"Actinopterygii","Sciaenidae","Argyrosomus","japonicus","Argyrosomus","japonicus",181
"Actinopterygii","Scombridae","Euthynnus","affinis","Euthynnus","affinis",100
"Actinopterygii","Scombridae","Grammatorcynus","bicarinatus","Grammatorcynus","bicarinatus",112
"Actinopterygii","Scombridae","Grammatorcynus","bilineatus","Grammatorcynus","bilineatus",100
"Actinopterygii","Scombridae","Gymnosarda","unicolor","Gymnosarda","unicolor",248
"Actinopterygii","Scombridae","Sarda","australis","Sarda","australis",180
"Actinopterygii","Scombridae","Scomber","australasicus","Scomber","australasicus",44
"Actinopterygii","Scombridae","Scomberomorus","commerson","Scomberomorus","commerson",240
"Actinopterygii","Scombridae","Scombridae","spp.",NA,NA,NA
"Actinopterygii","Scombridae","Thunnus","maccoyii","Thunnus","maccoyii",245
"Actinopterygii","Scorpaenidae","Centropogon","australis","Centropogon","australis",15
"Actinopterygii","Scorpaenidae","Dendrochirus","brachypterus","Dendrochirus","brachypterus",17
"Actinopterygii","Scorpaenidae","Dendrochirus","zebra","Dendrochirus","zebra",25
"Actinopterygii","Scorpaenidae","Neosebastes","scorpaenoides","Neosebastes","scorpaenoides",40
"Actinopterygii","Scorpaenidae","Parascorpaena","aurita","Parascorpaena","aurita",15
"Actinopterygii","Scorpaenidae","Parascorpaena","spp.",NA,NA,NA
"Actinopterygii","Scorpaenidae","Pterois","antennata","Pterois","antennata",20
"Actinopterygii","Scorpaenidae","Pterois","radiata","Pterois","radiata",24
"Actinopterygii","Scorpaenidae","Pterois","volitans","Pterois","volitans",45.7
"Actinopterygii","Scorpaenidae","Scorpaena","cardinalis","Scorpaena","cardinalis",18
"Actinopterygii","Scorpaenidae","Scorpaena","cookii","Scorpaena","cardinalis",18
"Actinopterygii","Scorpaenidae","Scorpaena","jacksoniensis","Scorpaena","jacksoniensis",33.7
"Actinopterygii","Scorpaenidae","Scorpaena","papillosa","Scorpaena","papillosa",30
"Actinopterygii","Scorpaenidae","Scorpaena","spp.",NA,NA,NA
"Actinopterygii","Scorpaenidae","Scorpaena","sumptuosa","Scorpaena","sumptuosa",40
"Actinopterygii","Scorpaenidae","Scorpaenidae","spp.",NA,NA,NA
"Actinopterygii","Scorpaenidae","Scorpaenodes","evides","Scorpaenodes","evides",10.5
"Actinopterygii","Scorpaenidae","Scorpaenopsis","oxycephala","Scorpaenopsis","oxycephalus",36
"Actinopterygii","Scorpaenidae","Sebastapistes","cyanostigma","Sebastapistes","cyanostigma",10
"Actinopterygii","Scorpaenidae","Sebastapistes","strongia","Sebastapistes","strongia",9.5
"Actinopterygii","Serranidae","Acanthistius","cinctus","Acanthistius","cinctus",50
"Actinopterygii","Serranidae","Acanthistius","ocellatus","Acanthistius","ocellatus",45
"Actinopterygii","Serranidae","Acanthistius","pardalotus","Acanthistius","pardalotus",NA
"Actinopterygii","Serranidae","Aethaloperca","rogaa","Aethaloperca","rogaa",60
"Actinopterygii","Serranidae","Anyperodon","leucogrammicus","Anyperodon","leucogrammicus",65
"Actinopterygii","Serranidae","Aulacocephalus","temminckii","Aulacocephalus","temminckii",40
"Actinopterygii","Serranidae","Belonoperca","chabanaudi","Belonoperca","chabanaudi",15
"Actinopterygii","Serranidae","Caesioperca","lepidoptera","Caesioperca","lepidoptera",30
"Actinopterygii","Serranidae","Caesioperca","rasor","Caesioperca","rasor",25
"Actinopterygii","Serranidae","Caesioscorpis","theagenes","Caesioscorpis","theagenes",NA
"Actinopterygii","Serranidae","Centrogenys","vaigiensis","Centrogenys","vaigiensis",25
"Actinopterygii","Serranidae","Cephalopholis","argus","Cephalopholis","argus",60
"Actinopterygii","Serranidae","Cephalopholis","boenak","Cephalopholis","boenak",30
"Actinopterygii","Serranidae","Cephalopholis","cyanostigma","Cephalopholis","cyanostigma",40
"Actinopterygii","Serranidae","Cephalopholis","leopardus","Cephalopholis","leopardus",24
"Actinopterygii","Serranidae","Cephalopholis","microprion","Cephalopholis","microprion",25
"Actinopterygii","Serranidae","Cephalopholis","miniata","Cephalopholis","miniata",50
"Actinopterygii","Serranidae","Cephalopholis","sonnerati","Cephalopholis","sonnerati",57
"Actinopterygii","Serranidae","Cephalopholis","spiloparaea","Cephalopholis","spiloparaea",30
"Actinopterygii","Serranidae","Cephalopholis","spp.",NA,NA,NA
"Actinopterygii","Serranidae","Cephalopholis","urodeta","Cephalopholis","urodeta",28
"Actinopterygii","Serranidae","Chromileptes","altivelis","Cromileptes","altivelis",70
"Actinopterygii","Serranidae","Diploprion","bifasciatum","Diploprion","bifasciatum",25
"Actinopterygii","Serranidae","Epinephelides","armatus","Epinephelides","armatus",56
"Actinopterygii","Serranidae","Epinephelus","bilobatus","Epinephelus","bilobatus",33
"Actinopterygii","Serranidae","Epinephelus","coioides","Epinephelus","coioides",120
"Actinopterygii","Serranidae","Epinephelus","corallicola","Epinephelus","corallicola",49
"Actinopterygii","Serranidae","Epinephelus","cyanopodus","Epinephelus","cyanopodus",122
"Actinopterygii","Serranidae","Epinephelus","daemelii","Epinephelus","daemelii",200
"Actinopterygii","Serranidae","Epinephelus","fasciatus","Epinephelus","fasciatus",40
"Actinopterygii","Serranidae","Epinephelus","fuscoguttatus","Epinephelus","fuscoguttatus",120
"Actinopterygii","Serranidae","Epinephelus","lanceolatus","Epinephelus","lanceolatus",270
"Actinopterygii","Serranidae","Epinephelus","maculatus","Epinephelus","maculatus",60.5
"Actinopterygii","Serranidae","Epinephelus","malabaricus","Epinephelus","malabaricus",234
"Actinopterygii","Serranidae","Epinephelus","melanostigma","Epinephelus","melanostigma",35
"Actinopterygii","Serranidae","Epinephelus","merra","Epinephelus","merra",32
"Actinopterygii","Serranidae","Epinephelus","multinotatus","Epinephelus","multinotatus",100
"Actinopterygii","Serranidae","Epinephelus","ongus","Epinephelus","ongus",40
"Actinopterygii","Serranidae","Epinephelus","polyphekadion","Epinephelus","polyphekadion",90
"Actinopterygii","Serranidae","Epinephelus","quoyanus","Epinephelus","quoyanus",40
"Actinopterygii","Serranidae","Epinephelus","rivulatus","Epinephelus","rivulatus",45
"Actinopterygii","Serranidae","Epinephelus","spilotoceps","Epinephelus","spilotoceps",35
"Actinopterygii","Serranidae","Epinephelus","spp.",NA,NA,NA
"Actinopterygii","Serranidae","Epinephelus","undulatostriatus","Epinephelus","undulatostriatus",61
"Actinopterygii","Serranidae","Gracila","albomarginata","Gracila","albomarginata",40
"Actinopterygii","Serranidae","Grammistes","sexlineatus","Grammistes","sexlineatus",30
"Actinopterygii","Serranidae","Hypoplectrodes","annulatus","Hypoplectrodes","annulatus",30
"Actinopterygii","Serranidae","Hypoplectrodes","maccullochi","Hypoplectrodes","maccullochi",45
"Actinopterygii","Serranidae","Hypoplectrodes","nigroruber","Hypoplectrodes","nigroruber",30
"Actinopterygii","Serranidae","Hypoplectrodes","sp.",NA,NA,NA
"Actinopterygii","Serranidae","Hypoplectrodes","wilsoni","Hypoplectrodes","wilsoni",20
"Actinopterygii","Serranidae","Othos","dentex","Othos","dentex",75
"Actinopterygii","Serranidae","Plectropomus","areolatus","Plectropomus","areolatus",80
"Actinopterygii","Serranidae","Plectropomus","laevis","Plectropomus","laevis",125
"Actinopterygii","Serranidae","Plectropomus","leopardus","Plectropomus","leopardus",120
"Actinopterygii","Serranidae","Plectropomus","maculatus","Plectropomus","maculatus",125
"Actinopterygii","Serranidae","Pseudanthias","dispar","Pseudanthias","dispar",9.5
"Actinopterygii","Serranidae","Pseudanthias","fasciatus","Pseudanthias","fasciatus",21
"Actinopterygii","Serranidae","Pseudanthias","huchtii","Pseudanthias","huchtii",12
"Actinopterygii","Serranidae","Pseudanthias","hypselosoma","Pseudanthias","hypselosoma",19
"Actinopterygii","Serranidae","Pseudanthias","pascalus","Pseudanthias","pascalus",20
"Actinopterygii","Serranidae","Pseudanthias","pictilis","Pseudanthias","pictilis",13.5
"Actinopterygii","Serranidae","Pseudanthias","rubrizonatus","Pseudanthias","rubrizonatus",12
"Actinopterygii","Serranidae","Pseudanthias","squamipinnis","Pseudanthias","squamipinnis",15
"Actinopterygii","Serranidae","Pseudanthias","tuka","Pseudanthias","tuka",12
"Actinopterygii","Serranidae","Serranocirrhitus","latus","Serranocirrhitus","latus",13
"Actinopterygii","Serranidae","Trachypoma","macracanthus","Trachypoma","macracanthus",22
"Actinopterygii","Serranidae","Variola","albimarginata","Variola","albimarginata",65
"Actinopterygii","Serranidae","Variola","louti","Variola","louti",83
"Actinopterygii","Siganidae","Siganus","argenteus","Siganus","argenteus",40
"Actinopterygii","Siganidae","Siganus","canaliculatus","Siganus","canaliculatus",40
"Actinopterygii","Siganidae","Siganus","corallinus","Siganus","corallinus",35
"Actinopterygii","Siganidae","Siganus","doliatus","Siganus","doliatus",25
"Actinopterygii","Siganidae","Siganus","fuscescens","Siganus","fuscescens",40
"Actinopterygii","Siganidae","Siganus","javus","Siganus","javus",53
"Actinopterygii","Siganidae","Siganus","lineatus","Siganus","lineatus",43
"Actinopterygii","Siganidae","Siganus","puellus","Siganus","puellus",38
"Actinopterygii","Siganidae","Siganus","punctatissimus","Siganus","punctatissimus",35
"Actinopterygii","Siganidae","Siganus","punctatus","Siganus","punctatus",40
"Actinopterygii","Siganidae","Siganus","spinus","Siganus","spinus",28
"Actinopterygii","Siganidae","Siganus","spp.",NA,NA,NA
"Actinopterygii","Siganidae","Siganus","stellatus","Siganus","stellatus",40
"Actinopterygii","Siganidae","Siganus","trispilos","Siganus","trispilos",25
"Actinopterygii","Siganidae","Siganus","virgatus","Siganus","virgatus",30
"Actinopterygii","Siganidae","Siganus","vulpinus","Siganus","vulpinus",25
"Actinopterygii","Sillaginidae","Sillaginodes","punctatus","Sillaginodes","punctatus",72
"Actinopterygii","Sillaginidae","Sillago","ciliata","Sillago","ciliata",51
"Actinopterygii","Sillaginidae","Sillago","robusta","Sillago","robusta",30
"Actinopterygii","Sparidae","Acanthopagrus","australis","Acanthopagrus","australis",66
"Actinopterygii","Sparidae","Acanthopagrus","latus","Acanthopagrus","latus",40
"Actinopterygii","Sparidae","Chrysophrys","auratus","Pagrus","auratus",130
"Actinopterygii","Sparidae","Rhabdosargus","sarba","Rhabdosargus","sarba",80
"Actinopterygii","Sphyraenidae","Sphyraena","flavicauda","Sphyraena","flavicauda",60
"Actinopterygii","Sphyraenidae","Sphyraena","jello","Sphyraena","jello",150
"Actinopterygii","Sphyraenidae","Sphyraena","novaehollandiae","Sphyraena","novaehollandiae",100
"Actinopterygii","Sphyraenidae","Sphyraena","obtusata","Sphyraena","obtusata",55
"Actinopterygii","Sphyraenidae","Sphyraena","qenie","Sphyraena","qenie",170
"Actinopterygii","Sphyraenidae","Sphyraena","spp.",NA,NA,NA
"Actinopterygii","Sphyraenidae","Sphyraenidae","spp.",NA,NA,NA
"Actinopterygii","Syngnathidae","Corythoichthys","conspicillatus","Corythoichthys","conspicillatus",NA
"Actinopterygii","Syngnathidae","Corythoichthys","sp.",NA,NA,NA
"Actinopterygii","Syngnathidae","Festucalex","cinctus","Festucalex","cinctus",13
"Actinopterygii","Syngnathidae","Filicampus","tigris","Filicampus","tigris",29.6
"Actinopterygii","Syngnathidae","Hippocampus","abdominalis","Hippocampus","abdominalis",35
"Actinopterygii","Syngnathidae","Hippocampus","whitei","Hippocampus","whitei",13
"Actinopterygii","Syngnathidae","Phycodurus","eques","Phycodurus","eques",35
"Actinopterygii","Syngnathidae","Stigmatopora","argus","Stigmatopora","argus",25.4
"Actinopterygii","Syngnathidae","Stipecampus","cristatus","Stipecampus","cristatus",22
"Actinopterygii","Syngnathidae","Syngnathinae","spp.",NA,NA,NA
"Actinopterygii","Syngnathidae","Vanacampus","phillipi","Vanacampus","phillipi",18.4
"Actinopterygii","Synodontidae","Saurida","gracilis","Saurida","gracilis",32
"Actinopterygii","Synodontidae","Saurida","nebulosa","Saurida","nebulosa",16.5
"Actinopterygii","Synodontidae","Synodus","binotatus","Synodus","binotatus",18
"Actinopterygii","Synodontidae","Synodus","dermatogenys","Synodus","dermatogenys",24
"Actinopterygii","Synodontidae","Synodus","jaculum","Synodus","jaculum",20
"Actinopterygii","Synodontidae","Synodus","rubromarmoratus","Synodus","rubromarmoratus",20
"Actinopterygii","Synodontidae","Synodus","spp.",NA,NA,NA
"Actinopterygii","Synodontidae","Synodus","variegatus","Synodus","variegatus",40
"Actinopterygii","Terapontidae","Pelates","octolineatus","Pelates","octolineatus",28
"Actinopterygii","Terapontidae","Pelates","quadrilineatus","Pelates","quadrilineatus",30
"Actinopterygii","Terapontidae","Pelates","sexlineatus","Helotes","sexlineatus",15
"Actinopterygii","Tetraodontidae","Arothron","caeruleopunctatus","Arothron","caeruleopunctatus",80
"Actinopterygii","Tetraodontidae","Arothron","hispidus","Arothron","hispidus",50
"Actinopterygii","Tetraodontidae","Arothron","manilensis","Arothron","manilensis",31
"Actinopterygii","Tetraodontidae","Arothron","meleagris","Arothron","meleagris",50
"Actinopterygii","Tetraodontidae","Arothron","nigropunctatus","Arothron","nigropunctatus",33
"Actinopterygii","Tetraodontidae","Arothron","stellatus","Arothron","stellatus",120
"Actinopterygii","Tetraodontidae","Canthigaster","amboinensis","Canthigaster","amboinensis",15
"Actinopterygii","Tetraodontidae","Canthigaster","axiologus","Canthigaster","axiologus",10.1
"Actinopterygii","Tetraodontidae","Canthigaster","bennetti","Canthigaster","bennetti",10
"Actinopterygii","Tetraodontidae","Canthigaster","callisterna","Canthigaster","callisterna",23
"Actinopterygii","Tetraodontidae","Canthigaster","janthinoptera","Canthigaster","janthinoptera",9
"Actinopterygii","Tetraodontidae","Canthigaster","papua","Canthigaster","papua",10
"Actinopterygii","Tetraodontidae","Canthigaster","spp.",NA,NA,NA
"Actinopterygii","Tetraodontidae","Canthigaster","valentini","Canthigaster","valentini",11
"Actinopterygii","Tetraodontidae","Omegophora","armilla","Omegophora","armilla",25
"Actinopterygii","Tetraodontidae","Omegophora","cyanopunctata","Omegophora","cyanopunctata",NA
"Actinopterygii","Tetraodontidae","Tetractenos","glaber","Tetractenos","glaber",15
"Actinopterygii","Tetraodontidae","Torquigener","pleurogramma","Torquigener","pleurogramma",21
"Actinopterygii","Trachichthyidae","Optivus","agastos","Optivus","agastos",9.5
"Actinopterygii","Trachichthyidae","Trachichthys","australis","Trachichthys","australis",15
"Actinopterygii","Tripterygiidae","Enneapterygius","atrogulare","Enneapterygius","atrogulare",5.3
"Actinopterygii","Tripterygiidae","Enneapterygius","howensis","Enneapterygius","howensis",3.5
"Actinopterygii","Tripterygiidae","Enneapterygius","larsonae","Enneapterygius","larsonae",3.5
"Actinopterygii","Tripterygiidae","Enneapterygius","rufopileus","Enneapterygius","rufopileus",4.5
"Actinopterygii","Tripterygiidae","Enneapterygius","similis","Enneapterygius","similis",3.2
"Actinopterygii","Tripterygiidae","Enneapterygius","spp.",NA,NA,NA
"Actinopterygii","Tripterygiidae","Enneapterygius","tutuilae","Enneapterygius","tutuilae",4
"Actinopterygii","Tripterygiidae","Forsterygion","varium","Forsterygion","varium",13
"Actinopterygii","Tripterygiidae","Helcogramma","chica","Helcogramma","chica",3.1
"Actinopterygii","Tripterygiidae","Helcogramma","decurrens","Helcogramma","decurrens",4.5
"Actinopterygii","Tripterygiidae","Helcogramma","striata","Helcogramma","striata",4.3
"Actinopterygii","Tripterygiidae","Lepidoblennius","marmoratus","Lepidoblennius","marmoratus",11.4
"Actinopterygii","Tripterygiidae","Trinorfolkia","clarkei","Trinorfolkia","clarkei",8
"Actinopterygii","Tripterygiidae","Tripterygiidae","sp.",NA,NA,NA
"Actinopterygii","Tripterygiidae","Tripterygiidae","spp.",NA,NA,NA
"Actinopterygii","Tripterygiidae","Ucla","xenogrammus","Ucla","xenogrammus",4.7
"Actinopterygii","Zanclidae","Zanclus","cornutus","Zanclus","cornutus",23
"Actinopterygii",NA,"Actinopterygii","spp.",NA,NA,NA
