"species_name"
"Dicotylichthys punctulatus"
"Dinolestes lewini"
"Enoplosus armatus"
"Eupetrichthys angustipes"
"Gerres subfasciatus"
"Hypnos monopterygius"
"Hypoplectrodes maccullochi"
"Istigobius hoesei"
"Mecaenichthys immaculatus"
"Meuschenia trachylepis"
"Microcanthus strigatus"
"Mugil cephalus"
"Notolabrus gymnogenis"
"Ophthalmolepis lineolatus"
"Oxycheilinus bimaculatus"
"Parma microlepis"
"Parupeneus spilurus"
"Pelates sexlineatus"
"Prionurus microlepidotus"
"Schuettea scalaripinnis"
"Scorpaena cardinalis"
"Sepia plangon"
"Sillago robusta"
"Trygonoptera testacea"
"Trygonorrhina fasciata"
"Upeneichthys lineatus"
"Anoplocapros lenticularis"
"Apogon victoriae"
"Arripis georgianus"
"Caesioscorpis theagenes"
"Cheilodactylus gibbosus"
"Cheilodactylus rubrolabiatus"
"Chelmonops curiosus"
"Choerodon rubescens"
"Coris auricularis"
"Halichoeres brownfieldi"
"Helcogramma decurrens"
"Hyporhamphus melanochir"
"Kyphosus cornelii"
"Kyphosus sydneyanus"
"Meuschenia hippocrepis"
"Microcanthus strigatus"
"Notolabrus parilus"
"Olisthops cyanomelas"
"Parapercis haackei"
"Parma mccullochi"
"Parma occidentalis"
"Pempheris klunzingeri"
"Pempheris multiradiata"
"Pempheris oualensis"
"Pictilabrus viridis"
"Pomacentrus moluccensis"
"Psammoperca waigiensis"
"Rhabdosargus sarba"
"Schuettea woodwardi"
"Scorpis aequipinnis"
"Scorpis georgiana"
"Siganus fuscescens"
"Stegastes obreptus"
"Tilodon sexfasciatus"
"Upeneichthys vlamingii"
"Acanthaluteres brownii"
"Austrolabrus maculatus"
"Chelmonops curiosus"
"Chrysophrys auratus"
"Dactylophora nigricans"
"Dinolestes lewini"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Eubalichthys mosaicus"
"Girella zebra"
"Heteroscarus acroptilus"
"Hypoplectrodes nigroruber"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia galii"
"Meuschenia hippocrepis"
"Notolabrus parilus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Parma victoriae"
"Pempheris klunzingeri"
"Pempheris multiradiata"
"Pictilabrus laticlavius"
"Pseudocaranx spp."
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Seriola lalandi"
"Siphamia cephalotes"
"Siphonognathus beddomei"
"Sphyraena novaehollandiae"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Upeneichthys vlamingii"
"Acanthaluteres brownii"
"Austrolabrus maculatus"
"Chelmonops curiosus"
"Dactylophora nigricans"
"Dinolestes lewini"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia hippocrepis"
"Parma victoriae"
"Pempheris klunzingeri"
"Pempheris multiradiata"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphamia cephalotes"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Upeneichthys vlamingii"
"Acanthaluteres brownii"
"Aracana aurita"
"Austrolabrus maculatus"
"Chelmonops curiosus"
"Dactylophora nigricans"
"Dinolestes lewini"
"Enoplosus armatus"
"Eubalichthys mosaicus"
"Haletta semifasciata"
"Kyphosus sydneyanus"
"Meuschenia freycineti"
"Meuschenia galii"
"Meuschenia hippocrepis"
"Notolabrus parilus"
"Notolabrus tetricus"
"Omegophora armilla"
"Parapercis haackei"
"Paraplesiops meleagris"
"Parequula melbournensis"
"Parma victoriae"
"Pempheris klunzingeri"
"Pempheris multiradiata"
"Pempheris ornata"
"Pseudogoniistius nigripes"
"Sepia apama"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Trachurus novaezelandiae"
"Upeneichthys vlamingii"
"Anoplocapros amygdaloides"
"Apogon victoriae"
"Caesioscorpis theagenes"
"Cheilodactylus rubrolabiatus"
"Chelmonops curiosus"
"Coris auricularis"
"Cristiceps aurantiacus"
"Enoplosus armatus"
"Halichoeres brownfieldi"
"Helcogramma decurrens"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Microcanthus strigatus"
"Notolabrus parilus"
"Octopus tetricus"
"Olisthops cyanomelas"
"Parapercis haackei"
"Parma mccullochi"
"Parma occidentalis"
"Parupeneus spilurus"
"Pempheris klunzingeri"
"Pempheris multiradiata"
"Phycodurus eques"
"Plectorhinchus flavomaculatus"
"Pseudocaranx georgianus"
"Pseudolabrus biserialis"
"Schuettea woodwardi"
"Scorpis georgiana"
"Tilodon sexfasciatus"
"Trachichthys australis"
"Acanthaluteres brownii"
"Achoerodus gouldii"
"Cheilodactylus spectabilis"
"Chelmonops curiosus"
"Dactylophora nigricans"
"Dinolestes lewini"
"Girella zebra"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia galii"
"Meuschenia hippocrepis"
"Notolabrus parilus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Othos dentex"
"Parma victoriae"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Achoerodus gouldii"
"Dactylophora nigricans"
"Girella zebra"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia hippocrepis"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Parma victoriae"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Acanthaluteres brownii"
"Achoerodus gouldii"
"Aplodactylus arctidens"
"Chelmonops curiosus"
"Dactylophora nigricans"
"Enoplosus armatus"
"Girella zebra"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia hippocrepis"
"Neoodax balteatus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Omegophora armilla"
"Othos dentex"
"Parapriacanthus elongatus"
"Parma victoriae"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Upeneichthys vlamingii"
"Acanthaluteres brownii"
"Achoerodus gouldii"
"Austrolabrus maculatus"
"Chelmonops curiosus"
"Dactylophora nigricans"
"Dinolestes lewini"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Girella zebra"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia freycineti"
"Meuschenia hippocrepis"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Omegophora armilla"
"Parapriacanthus elongatus"
"Parma victoriae"
"Pempheris klunzingeri"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Acanthaluteres brownii"
"Achoerodus gouldii"
"Austrolabrus maculatus"
"Dactylophora nigricans"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Girella zebra"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Meuschenia hippocrepis"
"Neoodax balteatus"
"Notolabrus parilus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Parapriacanthus elongatus"
"Parma victoriae"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Sphyraena novaehollandiae"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Upeneichthys vlamingii"
"Achoerodus gouldii"
"Austrolabrus maculatus"
"Chelmonops curiosus"
"Chrysophrys auratus"
"Dactylophora nigricans"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Girella zebra"
"Heteroscarus acroptilus"
"Kyphosus sydneyanus"
"Meuschenia flavolineata"
"Meuschenia hippocrepis"
"Notolabrus parilus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Parma victoriae"
"Pempheris multiradiata"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scorpis aequipinnis"
"Siphamia cephalotes"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Trachinops noarlungae"
"Upeneichthys vlamingii"
"Acanthaluteres vittiger"
"Bathytoshia brevicaudata"
"Cephaloscyllium laticeps"
"Dinolestes lewini"
"Diodon nicthemerus"
"Dotalabrus aurantiacus"
"Forsterygion varium"
"Meuschenia australis"
"Meuschenia freycineti"
"Neoodax balteatus"
"Notolabrus fucicola"
"Notolabrus tetricus"
"Pentaceropsis recurvirostris"
"Pictilabrus laticlavius"
"Pseudolabrus rubicundus"
"Pseudophycis bachus"
"Siphonognathus beddomei"
"Trachinops caudimaculatus"
"Acanthaluteres vittiger"
"Aplodactylus arctidens"
"Aracana aurita"
"Caesioperca rasor"
"Cephaloscyllium laticeps"
"Cheilodactylus spectabilis"
"Dinolestes lewini"
"Diodon nicthemerus"
"Dotalabrus aurantiacus"
"Heteroclinus heptaeolus"
"Latridopsis forsteri"
"Meuschenia australis"
"Nemadactylus douglasii"
"Neoodax balteatus"
"Notolabrus fucicola"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Pempheris multiradiata"
"Pentaceropsis recurvirostris"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Pseudophycis bachus"
"Trachinops caudimaculatus"
"Urolophus cruciatus"
"Acanthaluteres brownii"
"Austrolabrus maculatus"
"Dactylophora nigricans"
"Dotalabrus aurantiacus"
"Enoplosus armatus"
"Girella zebra"
"Meuschenia flavolineata"
"Meuschenia galii"
"Meuschenia hippocrepis"
"Notolabrus parilus"
"Notolabrus tetricus"
"Olisthops cyanomelas"
"Parma victoriae"
"Pictilabrus laticlavius"
"Pseudogoniistius nigripes"
"Scobinichthys granulatus"
"Scorpis aequipinnis"
"Siphonognathus beddomei"
"Tilodon sexfasciatus"
"Acanthistius cinctus"
"Amphiprion latezonatus"
"Anampses elegans"
"Aplodactylus etheridgii"
"Atypichthys latus"
"Bathystethus cultratus"
"Callanthias australis"
"Chaetodon tricinctus"
"Chromis hypsilepis"
"Chrysiptera notialis"
"Enneapterygius rufopileus"
"Girella cyanea"
"Kyphosus sectatrix"
"Kyphosus sydneyanus"
"Labracoglossa nitida"
"Neoglyphidodon polyacanthus"
"Notolabrus inscriptus"
"Ostorhinchus norfolcensis"
"Parablennius serratolineatus"
"Parma alboscapularis"
"Parma polylepis"
"Plagiotremus tapeinosoma"
"Pomacentrus coelestis"
"Prionurus maculatus"
"Pseudocaranx georgianus"
"Pseudolabrus luculentus"
"Pterocaesio digramma"
"Scorpis violacea"
"Stegastes fasciolatus"
"Stegastes gascoynei"
"Taeniamia leai"
"Thalassoma amblycephalum"
"Thalassoma lunare"
"Thalassoma lutescens"
"Thalassoma purpureum"
"Anampses elegans"
"Aplodactylus etheridgii"
"Atypichthys latus"
"Chaetodon tricinctus"
"Chromis fumea"
"Chromis hypsilepis"
"Chrysiptera notialis"
"Coris sandeyeri"
"Enneapterygius rufopileus"
"Kyphosus sectatrix"
"Neoglyphidodon polyacanthus"
"Notocirrhitus splendens"
"Notolabrus inscriptus"
"Ostorhinchus norfolcensis"
"Parma alboscapularis"
"Parma polylepis"
"Plagiotremus tapeinosoma"
"Prionurus maculatus"
"Pseudolabrus luculentus"
"Stegastes fasciolatus"
"Stegastes gascoynei"
"Taeniamia leai"
"Thalassoma lutescens"
"Abudefduf sexfasciatus"
"Abudefduf vaigiensis"
"Anampses elegans"
"Chaetodon auriga"
"Chaetodon flavirostris"
"Chaetodon plebeius"
"Chaetodon tricinctus"
"Chaetodon vagabundus"
"Cheilio inermis"
"Chromis fumea"
"Chrysophrys auratus"
"Coris bulbifrons"
"Eviota hoesei"
"Gomphosus varius"
"Neoglyphidodon polyacanthus"
"Notolabrus inscriptus"
"Ostorhinchus norfolcensis"
"Parma polylepis"
"Parupeneus ciliatus"
"Plagiotremus tapeinosoma"
"Plectroglyphidodon dickii"
"Pseudolabrus guentheri"
"Pseudolabrus luculentus"
