"class","family","genus","species","valid_genus","valid_species","bodySize","size_class"
"Actinopterygii","Pomacentridae","Abudefduf","bengalensis","Abudefduf","bengalensis",17,7.5
"Actinopterygii","Pomacentridae","Abudefduf","sexfasciatus","Abudefduf","sexfasciatus",19,12.5
"Actinopterygii","Pomacentridae","Abudefduf","sordidus","Abudefduf","sordidus",24,15
"Actinopterygii","Pomacentridae","Abudefduf","vaigiensis","Abudefduf","vaigiensis",20,12.5
"Actinopterygii","Pomacentridae","Abudefduf","whitleyi","Abudefduf","whitleyi",14,15
"Actinopterygii","Pomacentridae","Acanthochromis","polyacanthus","Acanthochromis","polyacanthus",14,10
"Actinopterygii","Pomacentridae","Amblyglyphidodon","aureus","Amblyglyphidodon","aureus",13,7.5
"Actinopterygii","Pomacentridae","Amblyglyphidodon","batunai","Amblyglyphidodon","batunaorum",10,5
"Actinopterygii","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",11,7.5
"Actinopterygii","Pomacentridae","Amblyglyphidodon","leucogaster","Amblyglyphidodon","leucogaster",13,5
"Actinopterygii","Pomacentridae","Amblyglyphidodon","orbicularis","Amblyglyphidodon","orbicularis",8.3,7.5
"Actinopterygii","Pomacentridae","Amblyglyphidodon","ternatensis","Amblyglyphidodon","ternatensis",10,7.5
"Actinopterygii","Pomacentridae","Amphiprion","akindynos","Amphiprion","akindynos",9,7.5
"Actinopterygii","Pomacentridae","Amphiprion","chrysopterus","Amphiprion","chrysopterus",17,7.5
"Actinopterygii","Pomacentridae","Amphiprion","clarkii","Amphiprion","clarkii",15,7.5
"Actinopterygii","Pomacentridae","Amphiprion","latezonatus","Amphiprion","latezonatus",14,7.5
"Actinopterygii","Pomacentridae","Amphiprion","mccullochi","Amphiprion","mccullochi",12,7.5
"Actinopterygii","Pomacentridae","Amphiprion","melanopus","Amphiprion","melanopus",12,7.5
"Actinopterygii","Pomacentridae","Amphiprion","ocellaris","Amphiprion","ocellaris",11,5
"Actinopterygii","Pomacentridae","Amphiprion","perideraion","Amphiprion","perideraion",10,7.5
"Actinopterygii","Pomacentridae","Amphiprion","rubrocinctus","Amphiprion","rubrocinctus",12,12.5
"Actinopterygii","Pomacentridae","Amphiprion","sandaracinos","Amphiprion","sandaracinos",14,5
"Actinopterygii","Pomacentridae","Cheiloprion","labiatus","Cheiloprion","labiatus",6,7.5
"Actinopterygii","Pomacentridae","Chromis","agilis","Pycnochromis","agilis",4.9,5
"Actinopterygii","Pomacentridae","Chromis","alpha","Chromis","alpha",8.5,2.5
"Actinopterygii","Pomacentridae","Chromis","amboinensis","Pycnochromis","amboinensis",10,5
"Actinopterygii","Pomacentridae","Chromis","atripectoralis","Chromis","atripectoralis",12,5
"Actinopterygii","Pomacentridae","Chromis","atripes","Pycnochromis","atripes",9,2.5
"Actinopterygii","Pomacentridae","Chromis","caudalis","Pycnochromis","caudalis",7.5,2.5
"Actinopterygii","Pomacentridae","Chromis","chrysura","Chromis","chrysura",14,7.5
"Actinopterygii","Pomacentridae","Chromis","cinerascens","Chromis","cinerascens",13,5
"Actinopterygii","Pomacentridae","Chromis","fumea","Chromis","fumea",10,10
"Actinopterygii","Pomacentridae","Chromis","hypsilepis","Chromis","hypsilepis",16,10
"Actinopterygii","Pomacentridae","Chromis","iomelas","Pycnochromis","iomelas",8,5
"Actinopterygii","Pomacentridae","Chromis","kennensis","Chromis","kennensis",8.39513849211635,5
"Actinopterygii","Pomacentridae","Chromis","klunzingeri","Chromis","klunzingeri",6.5,2.5
"Actinopterygii","Pomacentridae","Chromis","lepidolepis","Azurina","lepidolepis",9,5
"Actinopterygii","Pomacentridae","Chromis","lineata","Pycnochromis","lineatus",7,5
"Actinopterygii","Pomacentridae","Chromis","margaritifer","Pycnochromis","margaritifer",10.2,2.5
"Actinopterygii","Pomacentridae","Chromis","nigrura","Pycnochromis","nigrurus",6,5
"Actinopterygii","Pomacentridae","Chromis","nitida","Chromis","nitida",7,7.5
"Actinopterygii","Pomacentridae","Chromis","retrofasciata","Pycnochromis","retrofasciatus",6,2.5
"Actinopterygii","Pomacentridae","Chromis","spp.",NA,NA,8.39513849211635,5
"Actinopterygii","Pomacentridae","Chromis","ternatensis","Chromis","ternatensis",10.5,5
"Actinopterygii","Pomacentridae","Chromis","vanderbilti","Pycnochromis","vanderbilti",6,5
"Actinopterygii","Pomacentridae","Chromis","viridis","Chromis","viridis",10,2.5
"Actinopterygii","Pomacentridae","Chromis","weberi","Chromis","weberi",13.5,7.5
"Actinopterygii","Pomacentridae","Chromis","westaustralis","Chromis","westaustralis",8.5,7.5
"Actinopterygii","Pomacentridae","Chromis","xanthochira","Chromis","xanthochira",14,10
"Actinopterygii","Pomacentridae","Chromis","xanthura","Chromis","xanthura",17,7.5
"Actinopterygii","Pomacentridae","Chrysiptera","biocellata","Chrysiptera","biocellata",12.5,5
"Actinopterygii","Pomacentridae","Chrysiptera","brownriggii","Chrysiptera","brownriggii",8,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","caesifrons","Chrysiptera","caesifrons",4.8,10
"Actinopterygii","Pomacentridae","Chrysiptera","cyanea","Chrysiptera","cyanea",8.5,5
"Actinopterygii","Pomacentridae","Chrysiptera","flavipinnis","Chrysiptera","flavipinnis",8,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","hemicyanea","Chrysiptera","hemicyanea",7,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","notialis","Chrysiptera","notialis",9,10
"Actinopterygii","Pomacentridae","Chrysiptera","rex","Chrysiptera","rex",7,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","rollandi","Chrysiptera","rollandi",7.5,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","talboti","Chrysiptera","talboti",6,2.5
"Actinopterygii","Pomacentridae","Chrysiptera","taupou","Chrysiptera","taupou",8,5
"Actinopterygii","Pomacentridae","Dascyllus","aruanus","Dascyllus","aruanus",10,2.5
"Actinopterygii","Pomacentridae","Dascyllus","melanurus","Dascyllus","melanurus",8,12.5
"Actinopterygii","Pomacentridae","Dascyllus","reticulatus","Dascyllus","reticulatus",9,2.5
"Actinopterygii","Pomacentridae","Dascyllus","trimaculatus","Dascyllus","trimaculatus",14,2.5
"Actinopterygii","Pomacentridae","Dischistodus","melanotus","Dischistodus","melanotus",16,7.5
"Actinopterygii","Pomacentridae","Dischistodus","perspicillatus","Dischistodus","perspicillatus",18,7.5
"Actinopterygii","Pomacentridae","Dischistodus","prosopotaenia","Dischistodus","prosopotaenia",18.5,15
"Actinopterygii","Pomacentridae","Dischistodus","pseudochrysopoecilus","Dischistodus","pseudochrysopoecilus",18,5
"Actinopterygii","Pomacentridae","Dischistodus","spp.",NA,NA,8.39513849211635,5
"Actinopterygii","Pomacentridae","Hemiglyphidodon","plagiometopon","Hemiglyphidodon","plagiometopon",18,5
"Actinopterygii","Pomacentridae","Lepidozygus","tapeinosoma","Lepidozygus","tapeinosoma",10.5,2.5
"Actinopterygii","Pomacentridae","Mecaenichthys","immaculatus","Mecaenichthys","immaculatus",12,12.5
"Actinopterygii","Pomacentridae","Neoglyphidodon","melas","Neoglyphidodon","melas",18,2.5
"Actinopterygii","Pomacentridae","Neoglyphidodon","nigroris","Neoglyphidodon","nigroris",13,7.5
"Actinopterygii","Pomacentridae","Neoglyphidodon","oxyodon","Neoglyphidodon","oxyodon",15,2.5
"Actinopterygii","Pomacentridae","Neoglyphidodon","polyacanthus","Neoglyphidodon","polyacanthus",12,10
"Actinopterygii","Pomacentridae","Neopomacentrus","azysron","Neopomacentrus","azysron",7.5,2.5
"Actinopterygii","Pomacentridae","Neopomacentrus","bankieri","Neopomacentrus","bankieri",8,5
"Actinopterygii","Pomacentridae","Neopomacentrus","cyanomos","Neopomacentrus","cyanomos",10,2.5
"Actinopterygii","Pomacentridae","Neopomacentrus","filamentosus","Neopomacentrus","filamentosus",11,5
"Actinopterygii","Pomacentridae","Neopomacentrus","nemurus","Neopomacentrus","nemurus",8,5
"Actinopterygii","Pomacentridae","Parma","alboscapularis","Parma","alboscapularis",22,25
"Actinopterygii","Pomacentridae","Parma","mccullochi","Parma","mccullochi",20,12.5
"Actinopterygii","Pomacentridae","Parma","microlepis","Parma","microlepis",14,15
"Actinopterygii","Pomacentridae","Parma","occidentalis","Parma","occidentalis",13,12.5
"Actinopterygii","Pomacentridae","Parma","oligolepis","Parma","oligolepis",16.5,20
"Actinopterygii","Pomacentridae","Parma","polylepis","Parma","polylepis",21,10
"Actinopterygii","Pomacentridae","Parma","unifasciata","Parma","unifasciata",18,12.5
"Actinopterygii","Pomacentridae","Parma","victoriae","Parma","victoriae",20,25
"Actinopterygii","Pomacentridae","Plectroglyphidodon","dickii","Plectroglyphidodon","dickii",11,7.5
"Actinopterygii","Pomacentridae","Plectroglyphidodon","johnstonianus","Plectroglyphidodon","johnstonianus",14,5
"Actinopterygii","Pomacentridae","Plectroglyphidodon","lacrymatus","Stegastes","lacrymatus",10,7.5
"Actinopterygii","Pomacentridae","Plectroglyphidodon","leucozonus","Plectroglyphidodon","leucozonus",12,7.5
"Actinopterygii","Pomacentridae","Plectroglyphidodon","phoenixensis","Plectroglyphidodon","phoenixensis",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","adelus","Pomacentrus","adelus",8.5,5
"Actinopterygii","Pomacentridae","Pomacentrus","alexanderae","Pomacentrus","alexanderae",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","aurifrons","Pomacentrus","aurifrons",6.2,5
"Actinopterygii","Pomacentridae","Pomacentrus","auriventris","Pomacentrus","auriventris",5.5,5
"Actinopterygii","Pomacentridae","Pomacentrus","australis","Pomacentrus","australis",8,25
"Actinopterygii","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","brachialis","Pomacentrus","brachialis",8,7.5
"Actinopterygii","Pomacentridae","Pomacentrus","chrysurus","Pomacentrus","chrysurus",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","coelestis","Pomacentrus","coelestis",9,2.5
"Actinopterygii","Pomacentridae","Pomacentrus","grammorhynchus","Pomacentrus","grammorhynchus",9,7.5
"Actinopterygii","Pomacentridae","Pomacentrus","imitator","Pomacentrus","imitator",11,5
"Actinopterygii","Pomacentridae","Pomacentrus","lepidogenys","Pomacentrus","lepidogenys",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","limosus","Pomacentrus","limosus",4.6,5
"Actinopterygii","Pomacentridae","Pomacentrus","magniseptus","Pomacentrus","magniseptus",7.6,7.5
"Actinopterygii","Pomacentridae","Pomacentrus","milleri","Pomacentrus","milleri",7.5,5
"Actinopterygii","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",9,2.5
"Actinopterygii","Pomacentridae","Pomacentrus","nagasakiensis","Pomacentrus","nagasakiensis",11,5
"Actinopterygii","Pomacentridae","Pomacentrus","nigromanus","Pomacentrus","nigromanus",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","nigromarginatus","Pomacentrus","nigromarginatus",8,7.5
"Actinopterygii","Pomacentridae","Pomacentrus","pavo","Pomacentrus","pavo",8.5,2.5
"Actinopterygii","Pomacentridae","Pomacentrus","philippinus","Pomacentrus","philippinus",10,5
"Actinopterygii","Pomacentridae","Pomacentrus","reidi","Pomacentrus","reidi",9,10
"Actinopterygii","Pomacentridae","Pomacentrus","rhodonotus","Pomacentrus","chrysurus",9,5
"Actinopterygii","Pomacentridae","Pomacentrus","spp.",NA,NA,8.39513849211635,5
"Actinopterygii","Pomacentridae","Pomacentrus","vaiuli","Pomacentrus","vaiuli",10,2.5
"Actinopterygii","Pomacentridae","Pomacentrus","wardi","Pomacentrus","wardi",8,7.5
"Actinopterygii","Pomacentridae","Pomachromis","richardsoni","Pomachromis","richardsoni",6,5
"Actinopterygii","Pomacentridae","Premnas","biaculeatus","Amphiprion","biaculeatus",17,7.5
"Actinopterygii","Pomacentridae","Stegastes","albifasciatus","Stegastes","albifasciatus",13,7.5
"Actinopterygii","Pomacentridae","Stegastes","apicalis","Plectroglyphidodon","apicalis",15,12.5
"Actinopterygii","Pomacentridae","Stegastes","fasciolatus","Plectroglyphidodon","fasciolatus",16.5,10
"Actinopterygii","Pomacentridae","Stegastes","gascoynei","Plectroglyphidodon","gascoynei",15,12.5
"Actinopterygii","Pomacentridae","Stegastes","insularis","Plectroglyphidodon","insularis",11,5
"Actinopterygii","Pomacentridae","Stegastes","nigricans","Stegastes","nigricans",14,25
"Actinopterygii","Pomacentridae","Stegastes","obreptus","Plectroglyphidodon","obreptus",12,10
"Actinopterygii","Pomacentridae","Stegastes","punctatus","Stegastes","punctatus",13,12.5
"Actinopterygii","Pomatomidae","Pomatomus","saltatrix","Pomatomus","saltatrix",130,30
"Actinopterygii","Priacanthidae","Heteropriacanthus","cruentatus","Heteropriacanthus","cruentatus",50.7,20
"Actinopterygii","Priacanthidae","Priacanthus","blochii","Priacanthus","blochii",35,12.5
"Actinopterygii","Priacanthidae","Priacanthus","hamrur","Priacanthus","hamrur",45,25
"Actinopterygii","Pseudochromidae","Congrogadus","subducens","Congrogadus","subducens",45,35
"Actinopterygii","Pseudochromidae","Cypho","purpurascens","Cypho","purpurascens",7.5,5
"Actinopterygii","Pseudochromidae","Labracinus","cyclophthalmus","Labracinus","cyclophthalmus",23.5,12.5
"Actinopterygii","Pseudochromidae","Labracinus","lineatus","Labracinus","lineatus",25,15
"Actinopterygii","Pseudochromidae","Ogilbyina","novaehollandiae","Ogilbyina","novaehollandiae",10,7.5
"Actinopterygii","Pseudochromidae","Ogilbyina","queenslandiae","Ogilbyina","queenslandiae",15,5
"Actinopterygii","Pseudochromidae","Oxycercichthys","veliferus","Oxycercichthys","veliferus",12,7.5
"Actinopterygii","Pseudochromidae","Pictichromis","coralensis","Pictichromis","coralensis",5.2,2.5
"Actinopterygii","Pseudochromidae","Pseudochromidae","spp.",NA,NA,9.0456916955201,5
"Actinopterygii","Pseudochromidae","Pseudochromis","cyanotaenia","Pseudochromis","cyanotaenia",6.2,5
"Actinopterygii","Pseudochromidae","Pseudochromis","flammicauda","Pseudochromis","flammicauda",5.5,5
"Actinopterygii","Pseudochromidae","Pseudochromis","fuscus","Pseudochromis","fuscus",10,5
"Actinopterygii","Pseudochromidae","Pseudochromis","spp.",NA,NA,9.0456916955201,5
"Actinopterygii","Pseudochromidae","Pseudochromis","wilsoni","Pseudochromis","wilsoni",8,5
"Actinopterygii","Ptereleotridae","Aioliops","novaeguineae","Aioliops","novaeguineae",2.3,2.5
"Actinopterygii","Scaridae","Bolbometopon","muricatum","Bolbometopon","muricatum",130,87.5
"Actinopterygii","Scaridae","Calotomus","carolinus","Calotomus","carolinus",54,30
"Actinopterygii","Scaridae","Cetoscarus","ocellatus","Cetoscarus","ocellatus",80,25
"Actinopterygii","Scaridae","Chlorurus","bleekeri","Chlorurus","bleekeri",49,25
"Actinopterygii","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",70,40
"Actinopterygii","Scaridae","Chlorurus","rhakoura","Chlorurus","rhakoura",44.2,15
"Actinopterygii","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",40,25
"Actinopterygii","Scaridae","Hipposcarus","longiceps","Hipposcarus","longiceps",60,20
"Actinopterygii","Scaridae","Leptoscarus","vaigiensis","Leptoscarus","vaigiensis",35,15
"Actinopterygii","Scaridae","Scaridae","spp.",NA,NA,25.2473536615026,5
"Actinopterygii","Scaridae","Scarus","altipinnis","Scarus","altipinnis",60,7.5
"Actinopterygii","Scaridae","Scarus","chameleon","Scarus","chameleon",31,20
"Actinopterygii","Scaridae","Scarus","dimidiatus","Scarus","dimidiatus",40,20
"Actinopterygii","Scaridae","Scarus","festivus","Scarus","festivus",45,30
"Actinopterygii","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",40,25
"Actinopterygii","Scaridae","Scarus","forsteni","Scarus","forsteni",55,20
"Actinopterygii","Scaridae","Scarus","frenatus","Scarus","frenatus",47,20
"Actinopterygii","Scaridae","Scarus","ghobban","Scarus","ghobban",75,40
"Actinopterygii","Scaridae","Scarus","globiceps","Scarus","globiceps",45,10
"Actinopterygii","Scaridae","Scarus","longipinnis","Scarus","longipinnis",40,25
"Actinopterygii","Scaridae","Scarus","niger","Scarus","niger",40,20
"Actinopterygii","Scaridae","Scarus","oviceps","Scarus","oviceps",35,10
"Actinopterygii","Scaridae","Scarus","prasiognathos","Scarus","prasiognathos",70,7.5
"Actinopterygii","Scaridae","Scarus","psittacus","Scarus","psittacus",34,30
"Actinopterygii","Scaridae","Scarus","rivulatus","Scarus","rivulatus",40,35
"Actinopterygii","Scaridae","Scarus","rubroviolaceus","Scarus","rubroviolaceus",70,30
"Actinopterygii","Scaridae","Scarus","schlegeli","Scarus","schlegeli",40,35
"Actinopterygii","Scaridae","Scarus","spinus","Scarus","spinus",30,25
"Actinopterygii","Scaridae","Scarus","spp.",NA,NA,25.2473536615026,5
"Actinopterygii","Scatophagidae","Selenotoca","multifasciata","Selenotoca","multifasciata",40,25
"Actinopterygii","Sciaenidae","Argyrosomus","japonicus","Argyrosomus","japonicus",181,15
"Actinopterygii","Scombridae","Euthynnus","affinis","Euthynnus","affinis",100,62.5
"Actinopterygii","Scombridae","Grammatorcynus","bicarinatus","Grammatorcynus","bicarinatus",112,40
"Actinopterygii","Scombridae","Grammatorcynus","bilineatus","Grammatorcynus","bilineatus",100,40
"Actinopterygii","Scombridae","Gymnosarda","unicolor","Gymnosarda","unicolor",248,100
"Actinopterygii","Scombridae","Sarda","australis","Sarda","australis",180,30
"Actinopterygii","Scombridae","Scomber","australasicus","Scomber","australasicus",44,15
"Actinopterygii","Scombridae","Scomberomorus","commerson","Scomberomorus","commerson",240,87.5
"Actinopterygii","Scombridae","Scombridae","spp.",NA,NA,90.6535172407154,5
"Actinopterygii","Scombridae","Thunnus","maccoyii","Thunnus","maccoyii",245,87.5
"Actinopterygii","Scorpaenidae","Centropogon","australis","Centropogon","australis",15,12.5
"Actinopterygii","Scorpaenidae","Dendrochirus","brachypterus","Dendrochirus","brachypterus",17,5
"Actinopterygii","Scorpaenidae","Dendrochirus","zebra","Dendrochirus","zebra",25,15
"Actinopterygii","Scorpaenidae","Neosebastes","scorpaenoides","Neosebastes","scorpaenoides",40,30
"Actinopterygii","Scorpaenidae","Parascorpaena","aurita","Parascorpaena","aurita",15,12.5
"Actinopterygii","Scorpaenidae","Parascorpaena","spp.",NA,NA,7.87678096891289,5
"Actinopterygii","Scorpaenidae","Pterois","antennata","Pterois","antennata",20,15
"Actinopterygii","Scorpaenidae","Pterois","radiata","Pterois","radiata",24,12.5
"Actinopterygii","Scorpaenidae","Pterois","volitans","Pterois","volitans",45.7,25
"Actinopterygii","Scorpaenidae","Scorpaena","cardinalis","Scorpaena","cardinalis",18,25
"Actinopterygii","Scorpaenidae","Scorpaena","cookii","Scorpaena","cardinalis",18,25
"Actinopterygii","Scorpaenidae","Scorpaena","jacksoniensis","Scorpaena","jacksoniensis",33.7,30
"Actinopterygii","Scorpaenidae","Scorpaena","papillosa","Scorpaena","papillosa",30,7.5
"Actinopterygii","Scorpaenidae","Scorpaena","spp.",NA,NA,7.87678096891289,5
"Actinopterygii","Scorpaenidae","Scorpaena","sumptuosa","Scorpaena","sumptuosa",40,35
"Actinopterygii","Scorpaenidae","Scorpaenidae","spp.",NA,NA,7.87678096891289,5
"Actinopterygii","Scorpaenidae","Scorpaenodes","evides","Scorpaenodes","evides",10.5,15
"Actinopterygii","Scorpaenidae","Scorpaenopsis","oxycephala","Scorpaenopsis","oxycephalus",36,15
"Actinopterygii","Scorpaenidae","Sebastapistes","cyanostigma","Sebastapistes","cyanostigma",10,5
"Actinopterygii","Scorpaenidae","Sebastapistes","strongia","Sebastapistes","strongia",9.5,12.5
"Actinopterygii","Serranidae","Acanthistius","cinctus","Acanthistius","cinctus",50,35
"Actinopterygii","Serranidae","Acanthistius","ocellatus","Acanthistius","ocellatus",45,35
"Actinopterygii","Serranidae","Acanthistius","pardalotus","Acanthistius","pardalotus",47.210380674772,25
"Actinopterygii","Serranidae","Aethaloperca","rogaa","Aethaloperca","rogaa",60,50
"Actinopterygii","Serranidae","Anyperodon","leucogrammicus","Anyperodon","leucogrammicus",65,35
"Actinopterygii","Serranidae","Aulacocephalus","temminckii","Aulacocephalus","temminckii",40,35
"Actinopterygii","Serranidae","Belonoperca","chabanaudi","Belonoperca","chabanaudi",15,10
"Actinopterygii","Serranidae","Caesioperca","lepidoptera","Caesioperca","lepidoptera",30,2.5
"Actinopterygii","Serranidae","Caesioperca","rasor","Caesioperca","rasor",25,7.5
"Actinopterygii","Serranidae","Caesioscorpis","theagenes","Caesioscorpis","theagenes",31.1224557613318,12.5
"Actinopterygii","Serranidae","Centrogenys","vaigiensis","Centrogenys","vaigiensis",25,15
"Actinopterygii","Serranidae","Cephalopholis","argus","Cephalopholis","argus",60,25
"Actinopterygii","Serranidae","Cephalopholis","boenak","Cephalopholis","boenak",30,10
"Actinopterygii","Serranidae","Cephalopholis","cyanostigma","Cephalopholis","cyanostigma",40,7.5
"Actinopterygii","Serranidae","Cephalopholis","leopardus","Cephalopholis","leopardus",24,12.5
"Actinopterygii","Serranidae","Cephalopholis","microprion","Cephalopholis","microprion",25,15
"Actinopterygii","Serranidae","Cephalopholis","miniata","Cephalopholis","miniata",50,25
"Actinopterygii","Serranidae","Cephalopholis","sonnerati","Cephalopholis","sonnerati",57,40
"Actinopterygii","Serranidae","Cephalopholis","spiloparaea","Cephalopholis","spiloparaea",30,15
"Actinopterygii","Serranidae","Cephalopholis","spp.",NA,NA,21.4697008132677,5
"Actinopterygii","Serranidae","Cephalopholis","urodeta","Cephalopholis","urodeta",28,15
"Actinopterygii","Serranidae","Chromileptes","altivelis","Cromileptes","altivelis",70,40
"Actinopterygii","Serranidae","Diploprion","bifasciatum","Diploprion","bifasciatum",25,25
"Actinopterygii","Serranidae","Epinephelides","armatus","Epinephelides","armatus",56,62.5
"Actinopterygii","Serranidae","Epinephelus","bilobatus","Epinephelus","bilobatus",33,25
"Actinopterygii","Serranidae","Epinephelus","coioides","Epinephelus","coioides",120,137.5
"Actinopterygii","Serranidae","Epinephelus","corallicola","Epinephelus","corallicola",49,40
"Actinopterygii","Serranidae","Epinephelus","cyanopodus","Epinephelus","cyanopodus",122,50
"Actinopterygii","Serranidae","Epinephelus","daemelii","Epinephelus","daemelii",200,62.5
"Actinopterygii","Serranidae","Epinephelus","fasciatus","Epinephelus","fasciatus",40,15
"Actinopterygii","Serranidae","Epinephelus","fuscoguttatus","Epinephelus","fuscoguttatus",120,100
"Actinopterygii","Serranidae","Epinephelus","lanceolatus","Epinephelus","lanceolatus",270,187.5
"Actinopterygii","Serranidae","Epinephelus","maculatus","Epinephelus","maculatus",60.5,15
"Actinopterygii","Serranidae","Epinephelus","malabaricus","Epinephelus","malabaricus",234,40
"Actinopterygii","Serranidae","Epinephelus","melanostigma","Epinephelus","melanostigma",35,150
"Actinopterygii","Serranidae","Epinephelus","merra","Epinephelus","merra",32,20
"Actinopterygii","Serranidae","Epinephelus","multinotatus","Epinephelus","multinotatus",100,30
"Actinopterygii","Serranidae","Epinephelus","ongus","Epinephelus","ongus",40,35
"Actinopterygii","Serranidae","Epinephelus","polyphekadion","Epinephelus","polyphekadion",90,40
"Actinopterygii","Serranidae","Epinephelus","quoyanus","Epinephelus","quoyanus",40,25
"Actinopterygii","Serranidae","Epinephelus","rivulatus","Epinephelus","rivulatus",45,20
"Actinopterygii","Serranidae","Epinephelus","spilotoceps","Epinephelus","spilotoceps",35,25
"Actinopterygii","Serranidae","Epinephelus","spp.",NA,NA,21.4697008132677,5
"Actinopterygii","Serranidae","Epinephelus","undulatostriatus","Epinephelus","undulatostriatus",61,30
"Actinopterygii","Serranidae","Gracila","albomarginata","Gracila","albomarginata",40,35
"Actinopterygii","Serranidae","Grammistes","sexlineatus","Grammistes","sexlineatus",30,15
"Actinopterygii","Serranidae","Hypoplectrodes","annulatus","Hypoplectrodes","annulatus",30,25
"Actinopterygii","Serranidae","Hypoplectrodes","maccullochi","Hypoplectrodes","maccullochi",45,10
"Actinopterygii","Serranidae","Hypoplectrodes","nigroruber","Hypoplectrodes","nigroruber",30,15
"Actinopterygii","Serranidae","Hypoplectrodes","sp.",NA,NA,21.4697008132677,5
"Actinopterygii","Serranidae","Hypoplectrodes","wilsoni","Hypoplectrodes","wilsoni",20,20
"Actinopterygii","Serranidae","Othos","dentex","Othos","dentex",75,50
"Actinopterygii","Serranidae","Plectropomus","areolatus","Plectropomus","areolatus",80,35
"Actinopterygii","Serranidae","Plectropomus","laevis","Plectropomus","laevis",125,30
"Actinopterygii","Serranidae","Plectropomus","leopardus","Plectropomus","leopardus",120,50
"Actinopterygii","Serranidae","Plectropomus","maculatus","Plectropomus","maculatus",125,62.5
"Actinopterygii","Serranidae","Pseudanthias","dispar","Pseudanthias","dispar",9.5,2.5
"Actinopterygii","Serranidae","Pseudanthias","fasciatus","Pseudanthias","fasciatus",21,15
"Actinopterygii","Serranidae","Pseudanthias","huchtii","Pseudanthias","huchtii",12,5
"Actinopterygii","Serranidae","Pseudanthias","hypselosoma","Pseudanthias","hypselosoma",19,7.5
"Actinopterygii","Serranidae","Pseudanthias","pascalus","Pseudanthias","pascalus",20,2.5
"Actinopterygii","Serranidae","Pseudanthias","pictilis","Pseudanthias","pictilis",13.5,7.5
"Actinopterygii","Serranidae","Pseudanthias","rubrizonatus","Pseudanthias","rubrizonatus",12,5
"Actinopterygii","Serranidae","Pseudanthias","squamipinnis","Pseudanthias","squamipinnis",15,5
"Actinopterygii","Serranidae","Pseudanthias","tuka","Pseudanthias","tuka",12,7.5
"Actinopterygii","Serranidae","Serranocirrhitus","latus","Serranocirrhitus","latus",13,10
"Actinopterygii","Serranidae","Trachypoma","macracanthus","Trachypoma","macracanthus",22,30
"Actinopterygii","Serranidae","Variola","albimarginata","Variola","albimarginata",65,25
"Actinopterygii","Serranidae","Variola","louti","Variola","louti",83,25
"Actinopterygii","Siganidae","Siganus","argenteus","Siganus","argenteus",40,25
"Actinopterygii","Siganidae","Siganus","canaliculatus","Siganus","canaliculatus",40,20
"Actinopterygii","Siganidae","Siganus","corallinus","Siganus","corallinus",35,20
"Actinopterygii","Siganidae","Siganus","doliatus","Siganus","doliatus",25,20
"Actinopterygii","Siganidae","Siganus","fuscescens","Siganus","fuscescens",40,30
"Actinopterygii","Siganidae","Siganus","javus","Siganus","javus",53,25
"Actinopterygii","Siganidae","Siganus","lineatus","Siganus","lineatus",43,30
"Actinopterygii","Siganidae","Siganus","puellus","Siganus","puellus",38,20
"Actinopterygii","Siganidae","Siganus","punctatissimus","Siganus","punctatissimus",35,15
"Actinopterygii","Siganidae","Siganus","punctatus","Siganus","punctatus",40,25
"Actinopterygii","Siganidae","Siganus","spinus","Siganus","spinus",28,12.5
"Actinopterygii","Siganidae","Siganus","spp.",NA,NA,13.7059164522089,5
"Actinopterygii","Siganidae","Siganus","stellatus","Siganus","stellatus",40,25
"Actinopterygii","Siganidae","Siganus","trispilos","Siganus","trispilos",25,25
"Actinopterygii","Siganidae","Siganus","virgatus","Siganus","virgatus",30,20
"Actinopterygii","Siganidae","Siganus","vulpinus","Siganus","vulpinus",25,20
"Actinopterygii","Sillaginidae","Sillaginodes","punctatus","Sillaginodes","punctatus",72,35
"Actinopterygii","Sillaginidae","Sillago","ciliata","Sillago","ciliata",51,20
"Actinopterygii","Sillaginidae","Sillago","robusta","Sillago","robusta",30,20
"Actinopterygii","Sparidae","Acanthopagrus","australis","Acanthopagrus","australis",66,25
