"class","family","genus","species","valid_genus","valid_species","bodySize","size_class"
"Actinopterygii","Cheilodactylidae","Cheilodactylus","rubrolabiatus","Goniistius","rubrolabiatus",77.5590535513777,40
"Actinopterygii","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",100,40
"Actinopterygii","Cheilodactylidae","Cheilodactylus","vestitus","Goniistius","vestitus",35,15
"Actinopterygii","Cheilodactylidae","Dactylophora","nigricans","Dactylophora","nigricans",120,35
"Actinopterygii","Cheilodactylidae","Nemadactylus","douglasii","Nemadactylus","douglasii",81,30
"Actinopterygii","Cheilodactylidae","Nemadactylus","macropterus","Nemadactylus","macropterus",70,25
"Actinopterygii","Cheilodactylidae","Nemadactylus","valenciennesi","Nemadactylus","valenciennesi",90,35
"Actinopterygii","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",41,30
"Actinopterygii","Chironemidae","Chironemus","maculosus","Chironemus","maculosus",35,15
"Actinopterygii","Chironemidae","Chironemus","marmoratus","Chironemus","marmoratus",40,25
"Actinopterygii","Cirrhitidae","Cirrhitichthys","aprinus","Cirrhitichthys","aprinus",12.5,10
"Actinopterygii","Cirrhitidae","Cirrhitichthys","falco","Cirrhitichthys","falco",7,5
"Actinopterygii","Cirrhitidae","Cirrhitichthys","oxycephalus","Cirrhitichthys","oxycephalus",10,7.5
"Actinopterygii","Cirrhitidae","Cirrhitus","pinnulatus","Cirrhitus","pinnulatus",30,12.5
"Actinopterygii","Cirrhitidae","Cyprinocirrhites","polyactis","Cyprinocirrhites","polyactis",15,10
"Actinopterygii","Cirrhitidae","Neocirrhites","armatus","Neocirrhites","armatus",9,7.5
"Actinopterygii","Cirrhitidae","Notocirrhitus","splendens","Notocirrhitus","splendens",20,30
"Actinopterygii","Cirrhitidae","Paracirrhites","arcatus","Paracirrhites","arcatus",20,7.5
"Actinopterygii","Cirrhitidae","Paracirrhites","forsteri","Paracirrhites","forsteri",22,7.5
"Actinopterygii","Clinidae","Clinidae","spp.",NA,NA,11.9344275317386,5
"Actinopterygii","Clinidae","Cristiceps","aurantiacus","Cristiceps","aurantiacus",22,10
"Actinopterygii","Clinidae","Heteroclinus","heptaeolus","Heteroclinus","heptaeolus",10,15
"Actinopterygii","Clinidae","Heteroclinus","perspicillatus","Heteroclinus","perspicillatus",20,7.5
"Actinopterygii","Clinidae","Heteroclinus","roseus","Heteroclinus","roseus",15,7.5
"Actinopterygii","Clinidae","Heteroclinus","spp.",NA,NA,11.9344275317386,5
"Actinopterygii","Clinidae","Heteroclinus","tristis","Heteroclinus","tristis",30,10
"Actinopterygii","Clinidae","Heteroclinus","whiteleggii","Heteroclinus","whiteleggii",10,7.5
"Actinopterygii","Clupeidae","Clupeidae","spp.",NA,NA,12.0216100115414,5
"Actinopterygii","Clupeidae","Herklotsichthys","castelnaui","Herklotsichthys","castelnaui",20,12.5
"Actinopterygii","Clupeidae","Spratelloides","gracilis","Spratelloides","gracilis",10.5,5
"Actinopterygii","Clupeidae","Spratelloides","robustus","Spratelloides","robustus",12,2.5
"Actinopterygii","Clupeidae","Spratelloides","spp.",NA,NA,12.0216100115414,5
"Actinopterygii","Congridae","Conger","verreauxi","Conger","verreauxi",200,100
"Actinopterygii","Creediidae","Limnichthys","fasciatus","Limnichthys","fasciatus",5,2.5
"Actinopterygii","Creediidae","Limnichthys","spp.",NA,NA,8.21758498268842,5
"Actinopterygii","Cyttidae","Cyttus","australis","Cyttus","australis",41,20
"Actinopterygii","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",84,20
"Actinopterygii","Diodontidae","Chilomycterus","reticulatus","Chilomycterus","reticulatus",69.7,40
"Actinopterygii","Diodontidae","Cyclichthys","orbicularis","Cyclichthys","orbicularis",30,15
"Actinopterygii","Diodontidae","Dicotylichthys","punctulatus","Dicotylichthys","punctulatus",40,40
"Actinopterygii","Diodontidae","Diodon","holocanthus","Diodon","holocanthus",50,25
"Actinopterygii","Diodontidae","Diodon","hystrix","Diodon","hystrix",91,40
"Actinopterygii","Diodontidae","Diodon","nicthemerus","Diodon","nicthemerus",40,20
"Actinopterygii","Echeneidae","Echeneis","naucrates","Echeneis","naucrates",110,35
"Actinopterygii","Engraulidae","Engraulis","australis","Engraulis","australis",15,10
"Actinopterygii","Enoplosidae","Enoplosus","armatus","Enoplosus","armatus",50,15
"Actinopterygii","Ephippidae","Platax","batavianus","Platax","batavianus",65,40
"Actinopterygii","Ephippidae","Platax","boersii","Platax","boersii",40,30
"Actinopterygii","Ephippidae","Platax","orbicularis","Platax","orbicularis",60,30
"Actinopterygii","Ephippidae","Platax","pinnatus","Platax","pinnatus",45,35
"Actinopterygii","Ephippidae","Platax","teira","Platax","teira",70,30
"Actinopterygii","Fistulariidae","Fistularia","commersonii","Fistularia","commersonii",160,62.5
"Actinopterygii","Fistulariidae","Fistularia","petimba","Fistularia","petimba",200,50
"Actinopterygii","Gempylidae","Thyrsites","atun","Thyrsites","atun",200,30
"Actinopterygii","Gerreidae","Gerres","subfasciatus","Gerres","subfasciatus",20,20
"Actinopterygii","Gerreidae","Parequula","melbournensis","Parequula","melbournensis",22,15
"Actinopterygii","Glaucosomatidae","Glaucosoma","hebraicum","Glaucosoma","hebraicum",122,62.5
"Actinopterygii","Glaucosomatidae","Glaucosoma","magnificum","Glaucosoma","magnificum",32,25
"Actinopterygii","Gobiesocidae","Aspasmogaster","costata","Aspasmogaster","costata",5,2.5
"Actinopterygii","Gobiesocidae","Cochleoceps","bicolor","Cochleoceps","bicolor",7,2.5
"Actinopterygii","Gobiesocidae","Cochleoceps","orientalis","Cochleoceps","orientalis",5.5,2.5
"Actinopterygii","Gobiesocidae","Diademichthys","lineatus","Diademichthys","lineatus",5,5
"Actinopterygii","Gobiidae","Afurcagobius","tamarensis","Afurcagobius","tamarensis",11,5
"Actinopterygii","Gobiidae","Amblyeleotris","fasciata","Amblyeleotris","fasciata",8,5
"Actinopterygii","Gobiidae","Amblyeleotris","guttata","Amblyeleotris","guttata",11,5
"Actinopterygii","Gobiidae","Amblyeleotris","gymnocephala","Amblyeleotris","gymnocephala",14,5
"Actinopterygii","Gobiidae","Amblyeleotris","periophthalma","Amblyeleotris","periophthalma",11,7.5
"Actinopterygii","Gobiidae","Amblyeleotris","steinitzi","Amblyeleotris","steinitzi",13,5
"Actinopterygii","Gobiidae","Amblyeleotris","wheeleri","Amblyeleotris","wheeleri",10,7.5
"Actinopterygii","Gobiidae","Amblygobius","decussatus","Amblygobius","decussatus",9.5,7.5
"Actinopterygii","Gobiidae","Amblygobius","nocturnus","Amblygobius","nocturnus",10,7.5
"Actinopterygii","Gobiidae","Amblygobius","phalaena","Amblygobius","phalaena",15,7.5
"Actinopterygii","Gobiidae","Asterropteryx","semipunctata","Asterropteryx","semipunctata",6.5,2.5
"Actinopterygii","Gobiidae","Bathygobius","krefftii","Bathygobius","krefftii",12,5
"Actinopterygii","Gobiidae","Bryaninops","amplus","Bryaninops","amplus",4.6,2.5
"Actinopterygii","Gobiidae","Bryaninops","erythrops","Bryaninops","erythrops",2.3,2.5
"Actinopterygii","Gobiidae","Bryaninops","natans","Bryaninops","natans",2.5,2.5
"Actinopterygii","Gobiidae","Callogobius","mucosus","Callogobius","mucosus",11,7.5
"Actinopterygii","Gobiidae","Cryptocentrus","strigilliceps","Cryptocentrus","strigilliceps",12,7.5
"Actinopterygii","Gobiidae","Ctenogobiops","mitodes","Ctenogobiops","mitodes",5.3,2.5
"Actinopterygii","Gobiidae","Ctenogobiops","pomastictus","Ctenogobiops","pomastictus",8,5
"Actinopterygii","Gobiidae","Eviota","atriventris","Eviota","atriventris",1.7,2.5
"Actinopterygii","Gobiidae","Eviota","bifasciata","Eviota","bifasciata",3.5,2.5
"Actinopterygii","Gobiidae","Eviota","fasciola","Eviota","fasciola",2.5,2.5
"Actinopterygii","Gobiidae","Eviota","guttata","Eviota","guttata",3.2,2.5
"Actinopterygii","Gobiidae","Eviota","hoesei","Eviota","hoesei",2,2.5
"Actinopterygii","Gobiidae","Eviota","melasma","Eviota","melasma",3,2.5
"Actinopterygii","Gobiidae","Eviota","prasites","Eviota","prasites",3,2.5
"Actinopterygii","Gobiidae","Eviota","queenslandica","Eviota","queenslandica",2.4,2.5
"Actinopterygii","Gobiidae","Eviota","sebreei","Eviota","sebreei",2.5,2.5
"Actinopterygii","Gobiidae","Eviota","sigillata","Eviota","sigillata",3,2.5
"Actinopterygii","Gobiidae","Eviota","sp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Eviota","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Eviota","storthynx","Eviota","storthynx",2.5,2.5
"Actinopterygii","Gobiidae","Exyrias","belissimus","Exyrias","belissimus",15,12.5
"Actinopterygii","Gobiidae","Fusigobius","duospilus","Fusigobius","duospilus",6,2.5
"Actinopterygii","Gobiidae","Fusigobius","inframaculatus","Fusigobius","inframaculatus",4.6,5
"Actinopterygii","Gobiidae","Fusigobius","melacron","Fusigobius","melacron",3.5,5
"Actinopterygii","Gobiidae","Fusigobius","neophytus","Fusigobius","neophytus",7.5,5
"Actinopterygii","Gobiidae","Fusigobius","signipinnis","Fusigobius","signipinnis",4.9,7.5
"Actinopterygii","Gobiidae","Fusigobius","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Gnatholepis","anjerensis","Gnatholepis","anjerensis",8.4,2.5
"Actinopterygii","Gobiidae","Gnatholepis","cauerensis","Gnatholepis","cauerensis",6,5
"Actinopterygii","Gobiidae","Gnatholepis","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Gobiidae","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Gobiodon","citrinus","Gobiodon","citrinus",6.6,5
"Actinopterygii","Gobiidae","Gobiodon","histrio","Gobiodon","histrio",3.5,2.5
"Actinopterygii","Gobiidae","Gobiodon","okinawae","Gobiodon","okinawae",3.5,2.5
"Actinopterygii","Gobiidae","Gobiodon","quinquestrigatus","Gobiodon","quinquestrigatus",4.5,2.5
"Actinopterygii","Gobiidae","Gobiodon","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Istigobius","decoratus","Istigobius","decoratus",13,7.5
"Actinopterygii","Gobiidae","Istigobius","goldmanni","Istigobius","goldmanni",6,2.5
"Actinopterygii","Gobiidae","Istigobius","hoesei","Istigobius","hoesei",6,7.5
"Actinopterygii","Gobiidae","Istigobius","rigilius","Istigobius","rigilius",10.8,7.5
"Actinopterygii","Gobiidae","Istigobius","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Koumansetta","rainfordi","Koumansetta","rainfordi",8.5,2.5
"Actinopterygii","Gobiidae","Macrodontogobius","wilburi","Macrodontogobius","wilburi",6.5,5
"Actinopterygii","Gobiidae","Nesogobius","pulchellus","Nesogobius","pulchellus",7,2.5
"Actinopterygii","Gobiidae","Nesogobius","sp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Nesogobius","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Pleurosicya","sp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Pleurosicya","spp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Signigobius","biocellatus","Signigobius","biocellatus",10,5
"Actinopterygii","Gobiidae","Trimma","benjamini","Trimma","benjamini",3,2.5
"Actinopterygii","Gobiidae","Trimma","caesiura","Trimma","caesiura",3.5,2.5
"Actinopterygii","Gobiidae","Trimma","lantana","Trimma","lantana",2.9,2.5
"Actinopterygii","Gobiidae","Trimma","nasa","Trimma","nasa",2.2,2.5
"Actinopterygii","Gobiidae","Trimma","sp.",NA,NA,7.91699882677257,5
"Actinopterygii","Gobiidae","Trimma","taylori","Trimma","taylori",3.5,2.5
"Actinopterygii","Gobiidae","Valenciennea","alleni","Valenciennea","alleni",7.4,7.5
"Actinopterygii","Gobiidae","Valenciennea","decora","Valenciennea","decora",11.3,2.5
"Actinopterygii","Gobiidae","Valenciennea","immaculata","Valenciennea","immaculata",13,12.5
"Actinopterygii","Gobiidae","Valenciennea","longipinnis","Valenciennea","longipinnis",18,10
"Actinopterygii","Gobiidae","Valenciennea","muralis","Valenciennea","muralis",16,7.5
"Actinopterygii","Gobiidae","Valenciennea","parva","Valenciennea","parva",10,7.5
"Actinopterygii","Gobiidae","Valenciennea","puellaris","Valenciennea","puellaris",20,7.5
"Actinopterygii","Gobiidae","Valenciennea","sexguttata","Valenciennea","sexguttata",14,5
"Actinopterygii","Gobiidae","Valenciennea","strigata","Valenciennea","strigata",18,10
"Actinopterygii","Haemulidae","Diagramma","pictum","Diagramma","pictum",100,50
"Actinopterygii","Haemulidae","Plectorhinchus","albovittatus","Plectorhinchus","albovittatus",100,87.5
"Actinopterygii","Haemulidae","Plectorhinchus","caeruleonothus","Plectorhinchus","caeruleonothus",100,25
"Actinopterygii","Haemulidae","Plectorhinchus","chaetodonoides","Plectorhinchus","chaetodonoides",72,35
"Actinopterygii","Haemulidae","Plectorhinchus","chrysotaenia","Plectorhinchus","chrysotaenia",41,40
"Actinopterygii","Haemulidae","Plectorhinchus","flavomaculatus","Plectorhinchus","flavomaculatus",60,50
"Actinopterygii","Haemulidae","Plectorhinchus","gibbosus","Plectorhinchus","gibbosus",75,62.5
"Actinopterygii","Haemulidae","Plectorhinchus","lessonii","Plectorhinchus","lessonii",40,35
"Actinopterygii","Haemulidae","Plectorhinchus","lineatus","Plectorhinchus","lineatus",72,50
"Actinopterygii","Haemulidae","Plectorhinchus","multivittatus","Plectorhinchus","multivittatus",50,35
"Actinopterygii","Haemulidae","Plectorhinchus","picus","Plectorhinchus","picus",84,35
"Actinopterygii","Haemulidae","Plectorhinchus","polytaenia","Plectorhinchus","polytaenia",50,30
"Actinopterygii","Haemulidae","Plectorhinchus","schotaf","Plectorhinchus","schotaf",80,40
"Actinopterygii","Haemulidae","Plectorhinchus","spp.",NA,NA,21.500117409956,5
"Actinopterygii","Haemulidae","Plectorhinchus","vittatus","Plectorhinchus","vittatus",72,35
"Actinopterygii","Hemiramphidae","Hemiramphus","far","Hemiramphus","far",45,25
"Actinopterygii","Hemiramphidae","Hyporhamphus","australis","Hyporhamphus","australis",39.8,25
"Actinopterygii","Hemiramphidae","Hyporhamphus","melanochir","Hyporhamphus","melanochir",52,25
"Actinopterygii","Holocentridae","Myripristis","adusta","Myripristis","adusta",35,25
"Actinopterygii","Holocentridae","Myripristis","amaena","Myripristis","amaena",26.5,25
"Actinopterygii","Holocentridae","Myripristis","berndti","Myripristis","berndti",30,15
"Actinopterygii","Holocentridae","Myripristis","hexagona","Myripristis","hexagona",30,30
"Actinopterygii","Holocentridae","Myripristis","kuntee","Myripristis","kuntee",26,12.5
"Actinopterygii","Holocentridae","Myripristis","murdjan","Myripristis","murdjan",60,7.5
"Actinopterygii","Holocentridae","Myripristis","pralinia","Myripristis","pralinia",20,15
"Actinopterygii","Holocentridae","Myripristis","spp.",NA,NA,15.4914713322319,5
"Actinopterygii","Holocentridae","Myripristis","violacea","Myripristis","violacea",35,20
"Actinopterygii","Holocentridae","Myripristis","vittata","Myripristis","vittata",25,15
"Actinopterygii","Holocentridae","Neoniphon","argenteus","Neoniphon","argenteus",24,12.5
"Actinopterygii","Holocentridae","Neoniphon","opercularis","Neoniphon","opercularis",35,15
"Actinopterygii","Holocentridae","Neoniphon","sammara","Neoniphon","sammara",32,15
"Actinopterygii","Holocentridae","Neoniphon","spp.",NA,NA,15.4914713322319,5
"Actinopterygii","Holocentridae","Sargocentron","caudimaculatum","Sargocentron","caudimaculatum",25,7.5
"Actinopterygii","Holocentridae","Sargocentron","cornutum","Sargocentron","cornutum",27,20
"Actinopterygii","Holocentridae","Sargocentron","diadema","Sargocentron","diadema",17,10
"Actinopterygii","Holocentridae","Sargocentron","ittodai","Sargocentron","ittodai",20,15
"Actinopterygii","Holocentridae","Sargocentron","microstoma","Sargocentron","microstoma",20,7.5
"Actinopterygii","Holocentridae","Sargocentron","rubrum","Sargocentron","rubrum",32,15
"Actinopterygii","Holocentridae","Sargocentron","spiniferum","Sargocentron","spiniferum",51,30
"Actinopterygii","Holocentridae","Sargocentron","spp.",NA,NA,15.4914713322319,5
"Actinopterygii","Holocentridae","Sargocentron","violaceum","Sargocentron","violaceum",45,25
"Actinopterygii","Kuhliidae","Kuhlia","mugil","Kuhlia","mugil",40,12.5
"Actinopterygii","Kyphosidae","Atypichthys","latus","Atypichthys","latus",30,12.5
"Actinopterygii","Kyphosidae","Atypichthys","strigatus","Atypichthys","strigatus",25,5
"Actinopterygii","Kyphosidae","Bathystethus","cultratus","Bathystethus","cultratus",30,30
"Actinopterygii","Kyphosidae","Girella","cyanea","Girella","cyanea",20,30
"Actinopterygii","Kyphosidae","Girella","elevata","Girella","elevata",62,35
"Actinopterygii","Kyphosidae","Girella","tephraeops","Girella","tephraeops",61,35
"Actinopterygii","Kyphosidae","Girella","tricuspidata","Girella","tricuspidata",71,25
"Actinopterygii","Kyphosidae","Girella","zebra","Girella","zebra",34,25
"Actinopterygii","Kyphosidae","Kyphosus","bigibbus","Kyphosus","bigibbus",75,35
"Actinopterygii","Kyphosidae","Kyphosus","cinerascens","Kyphosus","cinerascens",50.7,20
"Actinopterygii","Kyphosidae","Kyphosus","cornelii","Kyphosus","cornelii",70,40
"Actinopterygii","Kyphosidae","Kyphosus","gladius","Kyphosus","gladius",45.7,50
"Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Kyphosus","sectatrix",76,20
"Actinopterygii","Kyphosidae","Kyphosus","spp.",NA,NA,20.2370560042975,5
"Actinopterygii","Kyphosidae","Kyphosus","sydneyanus","Kyphosus","sydneyanus",80,40
"Actinopterygii","Kyphosidae","Kyphosus","vaigiensis","Kyphosus","vaigiensis",70,35
"Actinopterygii","Kyphosidae","Labracoglossa","nitida","Labracoglossa","nitida",20,10
"Actinopterygii","Kyphosidae","Microcanthus","strigatus","Microcanthus","strigatus",16,12.5
"Actinopterygii","Kyphosidae","Neatypus","obliquus","Neatypus","obliquus",22,15
"Actinopterygii","Kyphosidae","Scorpis","aequipinnis","Scorpis","aequipinnis",40,15
"Actinopterygii","Kyphosidae","Scorpis","georgiana","Scorpis","georgiana",33,15
"Actinopterygii","Kyphosidae","Scorpis","lineolata","Scorpis","lineolata",30,12.5
"Actinopterygii","Kyphosidae","Scorpis","violacea","Scorpis","violacea",40,35
"Actinopterygii","Kyphosidae","Tilodon","sexfasciatus","Tilodon","sexfasciatus",40,10
"Actinopterygii","Labridae","Achoerodus","gouldii","Achoerodus","gouldii",175,30
"Actinopterygii","Labridae","Achoerodus","viridis","Achoerodus","viridis",62,15
"Actinopterygii","Labridae","Anampses","caeruleopunctatus","Anampses","caeruleopunctatus",42,7.5
"Actinopterygii","Labridae","Anampses","elegans","Anampses","elegans",29,10
"Actinopterygii","Labridae","Anampses","femininus","Anampses","femininus",24,5
"Actinopterygii","Labridae","Anampses","geographicus","Anampses","geographicus",31,7.5
"Actinopterygii","Labridae","Anampses","lennardi","Anampses","lennardi",28,15
"Actinopterygii","Labridae","Anampses","meleagrides","Anampses","meleagrides",22,20
"Actinopterygii","Labridae","Anampses","neoguinaicus","Anampses","neoguinaicus",20,7.5
"Actinopterygii","Labridae","Anampses","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Anampses","twistii","Anampses","twistii",18,10
"Actinopterygii","Labridae","Austrolabrus","maculatus","Austrolabrus","maculatus",12.6,7.5
"Actinopterygii","Labridae","Bodianus","anthioides","Bodianus","anthioides",24,15
"Actinopterygii","Labridae","Bodianus","axillaris","Bodianus","axillaris",20,12.5
"Actinopterygii","Labridae","Bodianus","bilunulatus","Bodianus","bilunulatus",55,30
"Actinopterygii","Labridae","Bodianus","diana","Bodianus","diana",16.9,10
"Actinopterygii","Labridae","Bodianus","dictynna","Bodianus","dictynna",14.4,10
"Actinopterygii","Labridae","Bodianus","frenchii","Bodianus","frenchii",45,40
"Actinopterygii","Labridae","Bodianus","loxozonus","Bodianus","loxozonus",47,15
"Actinopterygii","Labridae","Bodianus","mesothorax","Bodianus","mesothorax",25,15
"Actinopterygii","Labridae","Bodianus","perditio","Bodianus","perditio",80,25
"Actinopterygii","Labridae","Bodianus","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Cheilinus","chlorourus","Cheilinus","chlorourus",45,12.5
"Actinopterygii","Labridae","Cheilinus","fasciatus","Cheilinus","fasciatus",40,15
"Actinopterygii","Labridae","Cheilinus","oxycephalus","Cheilinus","oxycephalus",17,7.5
"Actinopterygii","Labridae","Cheilinus","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Cheilinus","trilobatus","Cheilinus","trilobatus",45,7.5
"Actinopterygii","Labridae","Cheilinus","undulatus","Cheilinus","undulatus",229,35
"Actinopterygii","Labridae","Cheilio","inermis","Cheilio","inermis",50,25
"Actinopterygii","Labridae","Choerodon","anchorago","Choerodon","anchorago",50,25
"Actinopterygii","Labridae","Choerodon","cauteroma","Choerodon","cauteroma",36,40
"Actinopterygii","Labridae","Choerodon","cephalotes","Choerodon","cephalotes",38,15
"Actinopterygii","Labridae","Choerodon","cyanodus","Choerodon","cyanodus",70,25
"Actinopterygii","Labridae","Choerodon","fasciatus","Choerodon","fasciatus",30,25
"Actinopterygii","Labridae","Choerodon","graphicus","Choerodon","graphicus",51.5,25
"Actinopterygii","Labridae","Choerodon","rubescens","Choerodon","rubescens",90,40
"Actinopterygii","Labridae","Choerodon","schoenleinii","Choerodon","schoenleinii",100,40
"Actinopterygii","Labridae","Choerodon","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Choerodon","vitta","Choerodon","vitta",20,12.5
"Actinopterygii","Labridae","Cirrhilabrus","cyanopleura","Cirrhilabrus","cyanopleura",15,5
"Actinopterygii","Labridae","Cirrhilabrus","exquisitus","Cirrhilabrus","exquisitus",12,5
"Actinopterygii","Labridae","Cirrhilabrus","laboutei","Cirrhilabrus","laboutei",12,5
"Actinopterygii","Labridae","Cirrhilabrus","punctatus","Cirrhilabrus","punctatus",13,5
"Actinopterygii","Labridae","Cirrhilabrus","randalli","Cirrhilabrus","randalli",8.4,7.5
"Actinopterygii","Labridae","Cirrhilabrus","scottorum","Cirrhilabrus","scottorum",13,2.5
"Actinopterygii","Labridae","Cirrhilabrus","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Cirrhilabrus","temminckii","Cirrhilabrus","temminckii",9.9,7.5
"Actinopterygii","Labridae","Coris","auricularis","Coris","auricularis",40,40
"Actinopterygii","Labridae","Coris","aurilineata","Coris","aurilineata",14,15
"Actinopterygii","Labridae","Coris","aygula","Coris","aygula",120,30
"Actinopterygii","Labridae","Coris","batuensis","Coris","batuensis",17,7.5
"Actinopterygii","Labridae","Coris","bulbifrons","Coris","bulbifrons",60,15
"Actinopterygii","Labridae","Coris","caudimacula","Coris","caudimacula",20,12.5
"Actinopterygii","Labridae","Coris","dorsomacula","Coris","dorsomacula",38,10
"Actinopterygii","Labridae","Coris","gaimard","Coris","gaimard",40,20
"Actinopterygii","Labridae","Coris","picta","Coris","picta",25,15
"Actinopterygii","Labridae","Coris","pictoides","Coris","pictoides",15,5
"Actinopterygii","Labridae","Coris","sandeyeri","Coris","sandeyeri",25,7.5
"Actinopterygii","Labridae","Diproctacanthus","xanthurus","Diproctacanthus","xanthurus",10,5
"Actinopterygii","Labridae","Dotalabrus","alleni","Dotalabrus","alleni",8.4,5
"Actinopterygii","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",11.1,7.5
"Actinopterygii","Labridae","Epibulus","insidiator","Epibulus","insidiator",54,15
"Actinopterygii","Labridae","Eupetrichthys","angustipes","Eupetrichthys","angustipes",12.4,10
"Actinopterygii","Labridae","Gomphosus","caeruleus","Gomphosus","caeruleus",32,15
"Actinopterygii","Labridae","Gomphosus","varius","Gomphosus","varius",30,10
"Actinopterygii","Labridae","Halichoeres","biocellatus","Halichoeres","biocellatus",12,10
"Actinopterygii","Labridae","Halichoeres","brownfieldi","Halichoeres","brownfieldi",15,10
"Actinopterygii","Labridae","Halichoeres","chloropterus","Halichoeres","chloropterus",19,7.5
"Actinopterygii","Labridae","Halichoeres","chrysus","Halichoeres","chrysus",12,12.5
"Actinopterygii","Labridae","Halichoeres","erdmanni","Halichoeres","erdmanni",7.2,5
"Actinopterygii","Labridae","Halichoeres","hartzfeldii","Halichoeres","hartzfeldii",18,5
"Actinopterygii","Labridae","Halichoeres","hortulanus","Halichoeres","hortulanus",27,12.5
"Actinopterygii","Labridae","Halichoeres","leucurus","Halichoeres","leucurus",13,5
"Actinopterygii","Labridae","Halichoeres","margaritaceus","Halichoeres","margaritaceus",12.5,10
"Actinopterygii","Labridae","Halichoeres","marginatus","Halichoeres","marginatus",18,12.5
"Actinopterygii","Labridae","Halichoeres","melanochir","Halichoeres","melanochir",18,5
"Actinopterygii","Labridae","Halichoeres","melanurus","Halichoeres","melanurus",12,7.5
"Actinopterygii","Labridae","Halichoeres","miniatus","Halichoeres","miniatus",14,5
"Actinopterygii","Labridae","Halichoeres","nebulosus","Halichoeres","nebulosus",12,5
"Actinopterygii","Labridae","Halichoeres","nigrescens","Halichoeres","nigrescens",14,7.5
"Actinopterygii","Labridae","Halichoeres","ornatissimus","Halichoeres","ornatissimus",18,7.5
"Actinopterygii","Labridae","Halichoeres","prosopeion","Halichoeres","prosopeion",13,7.5
"Actinopterygii","Labridae","Halichoeres","scapularis","Halichoeres","scapularis",20,7.5
"Actinopterygii","Labridae","Halichoeres","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Halichoeres","trimaculatus","Halichoeres","trimaculatus",27,10
"Actinopterygii","Labridae","Hemigymnus","fasciatus","Hemigymnus","fasciatus",30,25
"Actinopterygii","Labridae","Hemigymnus","melapterus","Hemigymnus","melapterus",37,20
"Actinopterygii","Labridae","Hologymnosus","annulatus","Hologymnosus","annulatus",40,25
"Actinopterygii","Labridae","Hologymnosus","doliatus","Hologymnosus","doliatus",50,7.5
"Actinopterygii","Labridae","Labrichthys","unilineatus","Labrichthys","unilineatus",17.5,7.5
"Actinopterygii","Labridae","Labridae","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Labroides","bicolor","Labroides","bicolor",15,7.5
"Actinopterygii","Labridae","Labroides","dimidiatus","Labroides","dimidiatus",14,7.5
"Actinopterygii","Labridae","Labroides","pectoralis","Labroides","pectoralis",11,7.5
"Actinopterygii","Labridae","Labropsis","australis","Labropsis","australis",10.5,5
"Actinopterygii","Labridae","Labropsis","xanthonota","Labropsis","xanthonota",13,5
"Actinopterygii","Labridae","Leptojulis","cyanopleura","Leptojulis","cyanopleura",13,7.5
"Actinopterygii","Labridae","Macropharyngodon","choati","Macropharyngodon","choati",7.6,2.5
"Actinopterygii","Labridae","Macropharyngodon","kuiteri","Macropharyngodon","kuiteri",10,7.5
"Actinopterygii","Labridae","Macropharyngodon","meleagris","Macropharyngodon","meleagris",15,7.5
"Actinopterygii","Labridae","Macropharyngodon","negrosensis","Macropharyngodon","negrosensis",12,2.5
"Actinopterygii","Labridae","Macropharyngodon","ornatus","Macropharyngodon","ornatus",13,7.5
"Actinopterygii","Labridae","Macropharyngodon","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",38,25
"Actinopterygii","Labridae","Notolabrus","gymnogenis","Notolabrus","gymnogenis",23,15
"Actinopterygii","Labridae","Notolabrus","inscriptus","Notolabrus","inscriptus",50,25
"Actinopterygii","Labridae","Notolabrus","parilus","Notolabrus","parilus",37.8983873586776,20
