"site_code_depth","latitude","longitude","survey_date"
"TI-S1_5.2",-43.06,147.33,2021-02-24
"TI-S1_5.3",-43.06,147.33,2021-02-24
"TI-S1_5.4",-43.06,147.33,2021-02-24
"TI-S2_5.1",-43.05,147.34,2021-02-24
"TI-S2_5.2",-43.05,147.34,2021-02-24
"TI-S2_5.3",-43.05,147.34,2021-02-24
"TI-S2_5.4",-43.05,147.34,2021-02-24
"TI-S2_6",-43.05,147.34,2022-08-09
"TI-S3_5",-43.04,147.34,2021-01-10
"TI-S3_5.1",-43.04,147.34,2021-03-01
"TI-S3_5.2",-43.04,147.34,2021-03-01
"TI-S3_5.3",-43.04,147.34,2021-03-01
"TI-S3_5.4",-43.04,147.34,2021-03-01
"TI-S3_6",-43.04,147.34,2022-08-02
"TI-S4_5.1",-43.06,147.36,2021-03-01
"TI-S4_5.2",-43.06,147.36,2021-03-01
"TI-S4_5.3",-43.06,147.36,2021-03-01
"TI-S4_5.4",-43.06,147.36,2021-03-01
"TI-S5_5.1",-43.01,147.33,2021-03-01
"TI-S5_5.2",-43.01,147.33,2021-03-01
"TI-S5_5.3",-43.01,147.33,2021-03-01
"TI-S5_5.4",-43.01,147.33,2021-03-01
"TS2_5",-10.61,141.91,2021-11-10
"TS2_6",-10.61,141.91,2021-11-10
"TS3_4.5",-10.6,141.91,2021-11-10
"TS3_5",-10.6,141.91,2021-11-10
"TS4_4.5",-10.52,143.09,2021-11-11
"TS4_5.5",-10.52,143.09,2021-11-11
"TS5_6.5",-10.52,143.09,2021-11-11
"TS5_7",-10.52,143.09,2021-11-11
"TS7_1",-10.29,143.72,2021-08-21
"TS7_5",-10.29,143.72,2021-08-21
"TS8_4",-10.29,143.71,2021-08-21
"TS8_6.5",-10.29,143.71,2021-08-21
"WA112_2.5",-28.97,113.95,2021-04-20
"WA112_4",-28.97,113.95,2021-04-20
"WA163_4.5",-28.7,113.78,2021-04-19
"WA163_5",-28.7,113.78,2021-04-19
"WA167_3.1",-28.72,113.79,2021-04-19
"WA167_6",-28.72,113.79,2021-04-19
"WA177_3.5",-28.88,113.92,2021-04-20
"WA177_3.8",-28.88,113.92,2021-04-20
"WA18_17.9",-33.59,115.23,2022-04-02
"WA18_18.7",-33.59,115.23,2022-04-02
"WA182_16.5",-33.6,115.21,2022-04-03
"WA182_17.4",-33.6,115.21,2022-04-03
"WA183_17",-33.6,115.22,2022-04-03
"WA183_18",-33.6,115.22,2022-04-03
"WA184_3",-20.51,116.65,2021-06-07
"WA184_4.6",-20.51,116.65,2021-06-07
"WA28_3",-32.27,115.69,2021-02-27
"WA41_3.5",-31.85,115.75,2021-02-20
"WA41_3.7",-31.85,115.75,2021-02-20
"WA41_4",-31.85,115.75,2021-02-20
"WA41_5",-31.85,115.75,2021-02-20
"WA42_3.1",-31.84,115.75,2021-03-13
"WA42_5.8",-31.84,115.75,2021-02-28
"WA43_2.8",-31.83,115.73,2021-02-14
"WA43_3",-31.83,115.73,2021-02-14
"WA46_6.1",-28.89,114.01,2021-04-18
"WA46_8",-28.89,114.01,2021-04-18
"WA47_10",-28.85,114.01,2021-04-18
"WA47_8",-28.85,114.01,2021-04-18
"WA48_4",-28.85,114.01,2021-04-18
"WA48_5",-28.85,114.01,2021-04-18
"WA49_4",-28.72,113.78,2021-04-16
"WA49_4.5",-28.72,113.78,2021-04-16
"WA50_7",-28.7,113.83,2021-04-19
"WA50_8",-28.7,113.83,2021-04-19
"WA51_3",-28.68,113.76,2021-04-16
"WA51_3.5",-28.68,113.76,2021-04-16
"WA52_5.5",-28.67,113.84,2021-04-16
"WA52_6",-28.67,113.84,2021-04-16
"WA53_3",-28.48,113.77,2021-04-17
"WA53_7.5",-28.48,113.77,2021-04-17
"WA54_11.5",-28.47,113.78,2021-04-17
"WA54_6.5",-28.47,113.78,2021-04-17
"WA55_5",-28.46,113.77,2021-04-17
"WA55_5.5",-28.46,113.77,2021-04-17
"WA59_2",-26.16,113.22,2021-05-29
"WA59_2.5",-26.16,113.22,2021-05-29
"WA60_7",-26.14,113.17,2021-05-28
"WA60_7.5",-26.14,113.17,2021-05-28
"WA61_1.8",-26.12,113.24,2021-05-29
"WA61_2",-26.12,113.24,2021-05-29
"WA62_1.2",-26.12,113.18,2021-05-28
"WA62_1.5",-26.12,113.18,2021-05-28
"WA65_2.4",-20.62,116.51,2021-06-06
"WA65_2.5",-20.62,116.51,2021-06-06
"WA66_2.5",-20.62,116.52,2021-06-06
"WA66_3",-20.62,116.52,2021-06-06
"WA67_3.5",-20.61,116.46,2021-06-04
"WA67_6",-20.61,116.46,2021-06-04
"WA68_4",-20.61,116.46,2021-06-04
"WA68_6",-20.61,116.46,2021-06-04
"WA69_3",-20.61,116.6,2021-06-03
"WA69_3.5",-20.61,116.6,2021-06-03
"WA70_1.8",-20.58,116.53,2021-06-06
"WA70_2.2",-20.58,116.53,2021-06-06
"WA71_1.5",-20.58,116.54,2021-06-03
"WA71_2",-20.58,116.54,2021-06-03
"WA72_3",-20.58,116.57,2021-06-05
"WA72_4",-20.58,116.57,2021-06-05
"WA73_3",-20.57,116.58,2021-06-06
"WA73_3.2",-20.57,116.58,2021-06-06
"WA74_2.5",-20.57,116.54,2021-06-03
"WA74_3",-20.57,116.54,2021-06-03
"WA75_3.8",-20.57,116.61,2021-06-03
"WA75_6.3",-20.57,116.61,2021-06-03
"WA76_3",-20.55,116.63,2021-06-05
"WA76_3.2",-20.55,116.63,2021-06-05
"WA77_2.5",-20.55,116.64,2021-06-04
"WA77_4.2",-20.55,116.64,2021-06-04
"WA78_4.5",-20.54,116.53,2021-06-05
"WA78_5",-20.54,116.53,2021-06-05
"WA79_3",-20.54,116.53,2021-06-05
"WA79_5",-20.54,116.53,2021-06-05
"WA80_4.2",-20.53,116.66,2021-06-04
"WA80_5",-20.53,116.66,2021-06-04
"WA97_18.2",-33.59,115.21,2022-04-01
"WA97_18.7",-33.59,115.21,2022-04-01
"WA98_17.1",-33.59,115.24,2022-04-02
"WA98_18",-33.59,115.24,2022-04-02
"WA99_18",-33.59,115.2,2022-04-01
"WA99_18.5",-33.59,115.2,2022-04-01
