"longitude","latitude","survey_date","sst_raw_mean","sst_raw_var","sst_raw_cv","sst_predicted_var","sst_unpredicted_var","sst_unbounded_seasonality","sst_bounded_seasonality","sst_env_col","sst_colwell_c","sst_colwell_m","sst_colwell_p"
146.99,-43.53,2022-08-28,287.162611552149,2.76263594901218,0.00578807213689393,2.27278781720798,0.310153632516132,7.3279419582157,0.879922313938142,1.70994250905782,0.0192835124563494,0.494136060716619,0.513419573172968
146.99,-43.53,2022-09-07,287.16269367643,2.76225155920699,0.00578766779504032,2.26788690092523,0.31013160575929,7.3126597186791,0.87970155956788,1.70860270699679,0.0192835124563494,0.494630113345404,0.513913625801754
147,-43.53,2022-05-24,287.172329592116,2.73492198115309,0.00575877193686642,2.24679664032609,0.322331305999296,6.97045740983968,0.874536686092133,1.71125742952477,0.0209207656071765,0.483081556877357,0.504002322484534
147,-43.53,2022-08-28,287.162611552149,2.76263594901218,0.00578807213689393,2.27278781720798,0.310153632516132,7.3279419582157,0.879922313938142,1.70994250905782,0.0192835124563494,0.494136060716619,0.513419573172968
147.01,-43.48,2022-09-07,287.143246646592,3.17192324610389,0.00620244223639358,2.6260743788427,0.339143650184627,7.7432509127418,0.88562606632475,1.74263908280974,0.0141575624369049,0.501104058454014,0.515261620890918
146.98,-43.45,2022-04-07,287.13873254859,2.99888922007119,0.00603098755770782,2.50559922461721,0.310140854406405,8.07890733845047,0.889854586821824,1.80918935618647,0.0114709717353703,0.493779382013522,0.505250353748893
145.97,-43.42,2019-03-01,287.490251847796,2.52055743929355,0.00552236586666842,2.00356596104592,0.358694434847522,5.58571799949341,0.848156267839449,1.87725712126582,0.0269063636607532,0.485342473275452,0.512248836936205
147.09,-43.42,2022-09-15,287.118319189707,3.68545752459606,0.00668628373635475,3.04900766974513,0.395567943608806,7.70792405959071,0.885162066968347,1.78659363733835,0.0223490588247162,0.536190769496627,0.558539828321343
147.1,-43.41,2022-09-15,287.118319189707,3.68545752459606,0.00668628373635475,3.04900766974513,0.395567943608806,7.70792405959071,0.885162066968347,1.78659363733835,0.0223490588247162,0.536190769496627,0.558539828321343
147.1,-43.4,2022-08-30,287.08188338352,4.07137646284813,0.00702853552169463,3.39171066168401,0.42530097206897,7.97484812974747,0.888577501753432,1.84505769145349,0.0167869584660566,0.54171461670994,0.558501575175997
147.1,-43.39,2022-08-30,287.08188338352,4.07137646284813,0.00702853552169463,3.39171066168401,0.42530097206897,7.97484812974747,0.888577501753432,1.84505769145349,0.0167869584660566,0.54171461670994,0.558501575175997
147.1,-43.39,2022-09-15,287.08067889406,4.07720041520885,0.00703359026469581,3.38392937401015,0.42930498874466,7.88234346846323,0.887417098477389,1.84245792301698,0.0167869584660566,0.544450572355897,0.561237530821954
145.93,-43.37,2019-03-01,287.528984396387,2.59649538119129,0.00560418091562094,2.04995603231853,0.386488108398637,5.30405978287988,0.841372062695895,1.83569005972083,0.0296840333777536,0.468469585681304,0.498153619059058
145.96,-43.36,2019-03-01,287.470216260608,2.52063355124702,0.00552283413786724,2.02577068951489,0.335638110300548,6.03558007075211,0.857865308909334,1.91312112782067,0.0236596188633685,0.507045214993862,0.53070483385723
145.97,-43.33,2019-03-05,287.459874076102,2.5067481221454,0.00550779944746266,2.03117966023275,0.314998796169225,6.44821404060716,0.865739626365721,2.01576658451418,0.0220117322997884,0.508099085103851,0.530110817403639
145.99,-43.33,2019-03-05,287.459874076102,2.5067481221454,0.00550779944746266,2.03117966023275,0.314998796169225,6.44821404060716,0.865739626365721,2.01576658451418,0.0220117322997884,0.508099085103851,0.530110817403639
145.87,-43.32,2019-03-02,287.566860114974,2.6070788843151,0.00561485118899942,2.06132878862463,0.385310214265247,5.34979014910208,0.842514480554698,1.84894814954627,0.0278319978978363,0.476208972100496,0.504040969998332
145.99,-43.32,2019-03-05,287.459874076102,2.5067481221454,0.00550779944746266,2.03117966023275,0.314998796169225,6.44821404060716,0.865739626365721,2.01576658451418,0.0220117322997884,0.508099085103851,0.530110817403639
145.84,-43.31,2019-03-03,287.604615384615,2.61981500126379,0.00562781044438403,2.05139291417757,0.40959435376497,5.00835252078373,0.83356502526427,1.83473438878377,0.0259403418383868,0.49166354026296,0.517603882101347
145.9,-43.31,2019-03-04,287.567114700246,2.60834457528494,0.00561620900731727,2.06193496809652,0.385495531108603,5.34879084633442,0.842489692257327,1.84910261521445,0.0278319978978363,0.476208972100496,0.504040969998332
145.82,-43.3,2019-03-03,287.594719408705,2.57607054693152,0.0055808193986052,2.04932305679692,0.367301746460188,5.57939916307762,0.84801043754697,1.9202269369234,0.0272833566342349,0.478384149084299,0.505667505718534
145.85,-43.3,2019-03-03,287.594719408705,2.57607054693152,0.0055808193986052,2.04932305679692,0.367301746460188,5.57939916307762,0.84801043754697,1.9202269369234,0.0272833566342349,0.478384149084299,0.505667505718534
145.9,-43.3,2019-03-02,287.555535176567,2.54801623185373,0.00555110399295693,2.04851933592764,0.339591051937315,6.03231246595324,0.857799265200249,1.97427652339835,0.0220722305159606,0.485637250570135,0.507709481086095
145.9,-43.3,2019-03-04,287.555844511361,2.54953623211458,0.00555275350782663,2.04929786967885,0.339814591410829,6.03063529782714,0.857765343011171,1.97383616912146,0.0220722305159606,0.485637250570135,0.507709481086095
145.92,-43.3,2019-03-02,287.520577607446,2.52995155565397,0.00553206367652655,2.04718856521994,0.322198047004984,6.3538205282426,0.864016262545507,2.02937099110175,0.0195320262230404,0.490613124666145,0.510145150889185
145.92,-43.3,2019-03-04,287.520911579524,2.53158857186204,0.00553384673219774,2.04803371026648,0.322448934690713,6.35149783400872,0.863973298696504,2.02920641678275,0.0195320262230404,0.490613124666145,0.510145150889185
145.93,-43.3,2019-03-04,287.520911579524,2.53158857186204,0.00553384673219774,2.04803371026648,0.322448934690713,6.35149783400872,0.863973298696504,2.02920641678275,0.0195320262230404,0.490613124666145,0.510145150889185
145.92,-43.29,2019-03-05,287.521067615658,2.53229217861416,0.00553461268873492,2.04837469521732,0.322562887217723,6.35031113742082,0.863951337391835,2.02913275006639,0.0195320262230404,0.490613124666145,0.510145150889185
147.14,-43.29,2019-01-24,287.198209858749,4.27939843806887,0.00720293728327497,3.57821194956627,0.436088662874489,8.2052395629375,0.891366216689652,2.0116389541306,0.0274689048605821,0.567654323315618,0.5951232281762
147.14,-43.29,2020-03-26,287.086800766284,4.26052677277795,0.00718982672043194,3.55603912733338,0.44308774465744,8.02558673809095,0.88920387903651,2.0292448507645,0.0297809508055378,0.538870502851087,0.568651453656625
147.14,-43.29,2021-03-22,287.088814997263,4.36433609880595,0.00727683992540556,3.65755822288223,0.446278436894237,8.19568663979395,0.891253362671957,2.02810016952045,0.0234543165519902,0.533721008746672,0.557175325298662
147.14,-43.29,2022-03-04,287.094574322475,4.4166339712682,0.00732016245293733,3.71340036011493,0.43380144140481,8.56013836212614,0.895399003432665,2.03946546125122,0.0172037160672461,0.53759109487564,0.554794810942887
147.18,-43.29,2019-01-24,287.229250504468,4.36232550499182,0.00727160650014706,3.6579550298366,0.432851270206972,8.45083584504098,0.894189253056943,1.98157559678136,0.0245214534743998,0.557984597732709,0.582506051207109
147.18,-43.29,2020-03-27,287.117944718117,4.32987048038135,0.0072473146354554,3.62330374010271,0.439465779930651,8.24479153001282,0.89183098431657,2.00024003425064,0.0268304312655404,0.548972912528236,0.575803343793776
147.18,-43.29,2021-03-22,287.119293924466,4.43199692809338,0.00733225141489608,3.72840198798109,0.436544311484577,8.54071829570231,0.895186088824103,1.98744061949864,0.0203175878838745,0.539038324120952,0.559355912004826
147.18,-43.29,2022-03-04,287.123796879277,4.47964031689059,0.00737144083145437,3.7782682655857,0.424825603325357,8.89369246112051,0.898925501886204,2.00058570079922,0.0151662004430204,0.539628610499866,0.554794810942886
147.17,-43.28,2019-01-25,287.230092245604,4.36697380925069,0.00727545830128701,3.6628775982152,0.431963398639244,8.47960176661696,0.894510336550047,1.98209947065431,0.0229399157551349,0.557101669308828,0.580041585063963
147.17,-43.28,2020-03-26,287.118453749316,4.33181734565662,0.00724893092719488,3.62598794718159,0.438376708138399,8.27139736182525,0.892141393473494,1.99954198580817,0.0274317326199334,0.549936436214586,0.57736816883452
147.17,-43.28,2021-03-27,287.120024630542,4.43500117650787,0.00733471742664208,3.73203012824877,0.438499766464519,8.51090562336877,0.894857541479231,1.98782133516643,0.0203175878838745,0.539038324120952,0.559355912004826
147.17,-43.28,2022-03-04,287.123796879277,4.47964031689059,0.00737144083145437,3.7782682655857,0.424825603325357,8.89369246112051,0.898925501886204,2.00058570079922,0.0151662004430204,0.539628610499866,0.554794810942886
147.14,-43.27,2019-01-25,287.199040069184,4.28408445888996,0.00720685904632883,3.58309375018413,0.435314264759573,8.23105062307824,0.891669969017401,2.0122310591078,0.0274689048605821,0.567654323315618,0.5951232281762
147.14,-43.27,2020-03-27,287.086286261631,4.2585778550699,0.00718819497243953,3.55336357252969,0.444146774484702,8.00042638304036,0.888894152627667,2.02979115122722,0.0297809508055378,0.538870502851087,0.568651453656625
147.14,-43.27,2021-03-27,287.089641488779,4.36768689579806,0.00727961189428178,3.66157797411063,0.448112224123471,8.17111825340817,0.890962042755432,2.02752055718393,0.0234543165519902,0.533721008746672,0.557175325298662
147.14,-43.27,2022-03-04,287.094574322475,4.4166339712682,0.00732016245293733,3.71340036011493,0.43380144140481,8.56013836212614,0.895399003432665,2.03946546125122,0.0172037160672461,0.53759109487564,0.554794810942887
147.87,-43.14,2021-01-09,287.497411056377,4.73541234836937,0.00756911254806078,3.95260696756149,0.469522979447856,8.41834615253469,0.893824246443642,1.81006343873645,0.0346583250938807,0.526002091576451,0.560660416670331
147.97,-43.14,2019-12-12,287.661849710983,4.4358291767462,0.00732158549211275,3.70326184445506,0.457739596869624,8.09032443288896,0.889992925182958,1.73607401201128,0.0553030025808113,0.533312622114588,0.588615624695399
147.97,-43.14,2021-01-08,287.606680350301,4.22429609434688,0.00714625002077801,3.46543459693957,0.475813791971502,7.28317391259463,0.879273330422353,1.75285358544934,0.0636183223398321,0.519705463345564,0.583323785685396
147.97,-43.14,2022-05-04,287.665940323022,4.41275681681008,0.00730241571194264,3.67421622779767,0.456921592222881,8.04124009531472,0.889395703525425,1.7503202908734,0.061418641137958,0.5184917165566,0.579910357694558
148,-43.14,2022-03-31,287.656214070627,4.37295880082058,0.00726965720602812,3.67164714624405,0.433506532399044,8.46964664159729,0.89439943877026,1.74661196719074,0.061418641137958,0.528980134025443,0.590398775163401
147.96,-43.13,2021-01-08,287.606680350301,4.22429609434688,0.00714625002077801,3.46543459693957,0.475813791971502,7.28317391259463,0.879273330422353,1.75285358544934,0.0636183223398321,0.519705463345564,0.583323785685396
147.97,-43.12,2022-03-31,287.656214070627,4.37295880082058,0.00726965720602812,3.67164714624405,0.433506532399044,8.46964664159729,0.89439943877026,1.74661196719074,0.061418641137958,0.528980134025443,0.590398775163401
147.37,-43.07,2021-01-10,287.142186644773,6.78916628215392,0.00907426001703938,5.89933428477487,0.444523083171644,13.271153980764,0.929928581714703,1.94150139456754,0.0161057432407737,0.600540138180337,0.61664588142111
147.96,-43.07,2020-01-19,287.675461264714,4.58505759796521,0.00744336952002022,3.83944386834153,0.464304148800618,8.26924307753766,0.892116325827799,1.73615379053613,0.0465711648327786,0.528761583866323,0.575332748699102
147.33,-43.06,2019-01-22,287.260426635918,6.69268361262366,0.00900584247488927,5.84372204775786,0.42402954833027,13.7814029016824,0.932347422862942,2.05941488547988,0.0143121045389312,0.627644487937502,0.641956592476433
147.33,-43.06,2020-03-23,287.156340996169,6.65497831347352,0.0089836931885012,5.79505390999629,0.427844366147029,13.5447708758769,0.931246768441121,2.04279485917259,0.0143299783794452,0.621772721316098,0.636102699695543
147.33,-43.06,2021-02-24,287.141899288451,6.74668848041011,0.00904583704908296,5.91604990744666,0.408528701238402,14.4813568532955,0.935406178574901,2.03195180589745,0.0176467754471986,0.604909520078847,0.622556295526045
147.36,-43.06,2019-01-22,287.275661573941,6.82045565360087,0.00909092052931025,5.94291323669653,0.443977931663853,13.385605033171,0.930486065918385,1.96430462463851,0.013245508766769,0.624810923081784,0.638056431848553
147.36,-43.06,2020-03-24,287.167342638205,6.76010405064795,0.00905402399094766,5.87353781171766,0.449107147128434,13.0782550428617,0.928968469675008,1.93614185139764,0.0143299783794452,0.61671140676168,0.631041385141126
147.36,-43.06,2021-03-01,287.153541324576,6.85961313311251,0.00912085675275752,5.998985421322,0.425761651617226,14.0900088078278,0.933730986327771,1.93187299195446,0.0192053399961482,0.603544722315816,0.622750062311964
147.34,-43.05,2019-01-22,287.210452579994,7.18581995082163,0.0093333579976335,6.30688189959706,0.421923488711523,14.9479279261202,0.937295929312412,2.13164689426989,0.0161710033364401,0.660433795647111,0.676604798983551
147.34,-43.05,2020-03-23,287.102769567597,7.13156966109387,0.00930154694697169,6.24109697981978,0.424574747190445,14.6996424566445,0.936304281912053,2.12095220379056,0.0173213118626782,0.655117979845575,0.672439291708253
147.34,-43.05,2021-02-24,287.089340448823,7.21946775540149,0.00935913093122341,6.36077973739755,0.407001904944558,15.6283782953399,0.939861844478229,2.11256632268264,0.0191056737161965,0.628172868494443,0.647278542210639
147.34,-43.05,2022-08-09,287.070782918149,7.41624845587461,0.00948643732406902,6.53508497432271,0.407048322181476,16.0548136872289,0.941365527742538,2.12539760490482,0.0201889643072376,0.629048097379675,0.649237061686912
147.35,-43.05,2022-08-02,287.071601423488,7.41014373813598,0.00948250508200325,6.53414655369001,0.406735655230155,16.0648481874366,0.941400006081729,2.12539869502901,0.0206073693000224,0.625993700565737,0.64660106986576
147.34,-43.04,2019-01-23,287.211297203805,7.19204514492009,0.00933737248405734,6.31381080594072,0.420818615057244,15.003639525504,0.937514213663313,2.13195660397159,0.0223460708442628,0.666461670093605,0.688807740937868
147.34,-43.04,2020-03-23,287.102769567597,7.13156966109387,0.00930154694697169,6.24109697981978,0.424574747190445,14.6996424566445,0.936304281912053,2.12095220379056,0.0173213118626782,0.655117979845575,0.672439291708253
147.34,-43.04,2021-01-10,287.080563765736,7.16049439875242,0.009321111739857,6.27583104918126,0.41948736092593,14.9607154678717,0.937346167093013,2.12352199386343,0.018386205345567,0.637038493123487,0.655424698469054
147.34,-43.04,2021-03-01,287.090604816639,7.22663727439234,0.00936373572860826,6.36282111147677,0.405917014894202,15.6751771372165,0.940030622057492,2.1121746620691,0.0194509053200091,0.634408968108301,0.653859873428311
147.34,-43.04,2022-08-02,287.071601423488,7.41014373813598,0.00948250508200325,6.53414655369001,0.406735655230155,16.0648481874366,0.941400006081729,2.12539869502901,0.0206073693000224,0.625993700565737,0.64660106986576
